index,age,gender,income,edu,city,smartphone,sns,movieNm,theaterNm,newspaper
10472,55,2,6,4,1,1,2,3,0,1
1564,17,1,1,4,1,1,2,1,0,1
3867,56,2,1,4,1,1,2,2,0,1
352,52,2,6,5,1,1,2,0,0,2
8637,24,1,3,5,1,1,1,10,5,1
863,18,2,1,4,1,1,1,7,1,1
2684,74,2,1,2,1,1,2,0,0,1
5990,61,1,11,4,2,1,1,0,0,1
4446,25,1,1,5,1,1,2,10,0,1
6759,75,2,2,2,1, ,2,0,0,2
8979,45,1,12,5,1,1,2,2,1,1
9220,38,2,5,5,1,1,1,3,1,1
1513,52,1,5,4,1,1,1,0,0,1
3061,52,2,1,5,1,1,2,0,0,1
5760,48,1,8,5,1,1,2,0,0,1
2501,55,2,1,4,2,1,1,0,0,1
5149,66,1,5,2,1,1,2,3,0,1
6590,53,1,6,4,1,1,2,0,0,1
2722,50,1,10,4,1,1,2,1,0,1
7127,43,2,5,5,1,1,2,0,0,1
8159,17,2,1,4,1,1,2,2,0,2
9283,45,2,5,4,1,1,1,1,0,2
7169,46,2,6,5,1,1,1,6,0,1
4462,65,1,6,3,1,1,2,0,0,2
6030,81,2,1,2,2, ,2,0,0,2
10310,52,2,1,4,1,1,1,3,0,1
945,64,2,2,2,1,1,2,0,0,2
9079,61,2,1,3,1,1,1,0,0,2
1290,12,2,1,2,1,1,2,0,0,2
6540,74,1,2,2,2,1,2,0,0,2
776,11,2,1,2,1,1,2,0,0,2
7194,66,2,1,3,1,1,2,0,0,2
570,56,2,5,4,1,1,2,1,0,1
7782,26,2,4,5,1,1,1,0,0,2
8003,67,1,1,3,1,0,2,0,0,2
4874,56,1,13,4,1,1,2,0,0,2
8258,48,2,4,4,1,1,2,0,0,2
804,44,1,10,5,1,1,1,2,0,1
6251,48,1,8,4,1,1,1,0,0,1
10551,41,2,1,5,1,1,1,0,0,1
4354,57,2,1,4,1,1,2,3,0,2
1028,42,1,6,5,1,1,2,1,0,1
952,44,2,1,5,1,1,2,4,0,2
2548,73,2,3,4,2,1,1,0,0,2
7842,24,1,1,5,1,1,1,1,0,1
7286,58,2,4,4,1,1,2,0,0,2
3847,40,2,5,5,1,1,1,2,0,1
219,49,1,6,5,1,1,1,0,0,1
4363,15,1,1,3,1,1,2,2,0,2
9239,58,2,5,4,1,1,2,1,0,1
9890,60,1,12,5,1,1,1,4,0,1
4012,59,1,7,5,1,1,1,3,0,1
10682,50,1,14,5,1,1,2,4,0,1
2410,64,2,1,3,1,0,2,0,0,2
7317,56,1,6,4,1,1,1,0,0,1
5320,66,1,2,4,1,0,2,0,0,2
9395,50,2,1,4,1,1,2,4,0,1
3945,52,1,6,4,1,1,2,2,0,2
5930,60,1,11,4,1, ,2,0,0,2
1505,7,2,1,2,1, ,2,0,0,2
6762,73,2,2,2,1,0,2,0,0,2
6897,71,1,4,3,2,0,2,0,0,2
2833,49,2,8,4,1,1,1,0,0,1
7337,58,1,9,4,2,1,1,0,0,2
4120,48,2,7,5,1,1,1,1,1,2
5243,44,2,1,4,1,1,1,4,0,1
1288,44,1,7,5,1,1,2,0,0,2
858,51,2,5,4,1,1,1,5,0,2
10498,25,2,1,5,1,1,1,2,0,1
5343,46,2,5,4,1,1,1,2,0,1
9412,19,1,1,5,1,1,1,6,0,1
2631,18,2,1,5,1,1,1,3,0,1
2526,85,2,1,2,2,0,2,0,0,2
7113,60,2,1,4,1,1,2,0,0,2
9274,39,2,7,5,1,1,1,2,0,1
1721,45,1,7,4,1,1,2,2,0,1
3300,47,2,6,6,1,1,1,3,5,1
9805,35,1,8,5,1,1,1,5,0,1
1460,28,1,5,5,1,1,1,5,0,1
1458,79,2,3,3,1,1,2,0,0,2
1584,65,1,5,3,1,1,2,0,0,1
7608,10,2,1,2,1, ,2,5,0,2
6085,19,2,1,5,2,1,1,5,0,2
8749,71,2,6,4,1,0,2,2,0,2
4380,55,2,1,4,1,1,2,0,0,1
1461,24,1,1,5,1,1,1,2,0,1
9925,70,2,3,3,1,1,2,5,4,1
7840,27,1,6,5,1,1,1,4,1,2
5627,49,2,1,4,1,1,2,0,0,1
5530,86,2,2,2,2,0,2,0,0,2
4776,24,1,1,5,1,1,1,3,0,1
6419,27,1,4,5,1,1,2,5,0,1
10569,76,2,3,2,1,0,2,0,0,2
6720,73,2,2,2,1,1,2,0,0,2
1033,36,1,6,5,1,1,2,5,1,1
4030,37,2,1,5,1,1,2,3,0,2
9250,58,2,6,5,1,1,2,3,0,1
7257,54,2,4,4,1,1,2,0,0,1
2800,59,1,13,5,1,1,1,5,0,1
7801,53,2,5,4,1,1,1,0,0,1
180,25,1,3,5,1,1,1,3,0,2
4670,28,2,6,5,1,1,1,4,0,1
9903,59,1,6,5,1,1,1,0,0,1
9363,56,1,8,4,1,1,1,1,0,1
10673,18,2,1,4,1,1,2,0,0,1
7690,78,1,3,2,1,0,2,0,0,2
7285,61,1,4,4,1,1,2,0,0,2
9485,50,1,7,5,1,1,2,1,0,1
6841,10,2,1,2,1,1,2,4,0,1
10849,20,2,1,5,1,1,1,15,0,2
9446,23,1,3,5,1,1,1,4,0,1
8632,55,2,1,5,1,1,1,1,0,2
8187,15,1,1,3,1,1,2,1,1,2
8633,29,1,1,5,1,1,2,10,0,2
7739,35,1,5,5,1,1,1,4,0,1
989,24,1,5,5,1,1,1,0,0,2
136,51,2,1,5,1,1,1,6,5,1
4247,78,1,4,4,1,1,2,0,0,2
4958,62,1,6,5,1,1,1,0,0,1
3994,36,1,6,5,1,1,2,3,0,2
1558,18,1,1,4,1,1,1,0,0,1
6632,25,2,1,5,1,1,1,5,0,1
7977,42,2,1,4,1,1,1,1,0,1
9014,26,2,7,5,1,1,1,20,0,1
3201,15,1,1,3,1, ,1,5,0,2
8548,48,2,1,4,1,1,2,2,2,1
10275,16,1,1,4,1,1,1,2,0,2
8615,27,2,7,6,1,1,1,7,2,1
8721,15,1,1,3,1,1,1,5,0,2
2774,58,2,5,3,1,1,2,1,0,1
2281,74,2,1,5,1,1,2,0,0,2
8121,61,2,3,3,2,0,2,0,0,2
8408,16,2,1,4,2,1,1,2,0,2
5964,74,1,4,3,1,1,2,0,0,2
8795,35,1,7,4,1,1,2,2,2,1
926,77,2,3,2,1,0,2,2,0,2
7656,67,1,4,4,1,0,2,1,0,2
8155,59,2,5,2,1,1,2,0,0,2
10618,65,1,6,4,1,1,2,0,0,2
8456,49,1,8,5,1,1,2,3,0,1
7772,77,2,3,2,1,0,2,0,0,2
10797,38,2,6,5,1,1,1,4,0,1
8702,38,2,1,5,1,1,1,3,1,1
7370,19,1,1,5,1,1,1,20,0,2
3048,77,2,3,2,1,0,2,0,0,2
3626,61,2,1,4,1,1,2,0,0,2
1774,9,1,1,2,1, ,2,0,0,2
8935,60,1,10,5,1,1,2,3,0,1
6565,77,2,1,3,2,1,2,0,0,2
3303,54,2,8,5,1,1,1,8,1,1
9084,28,1,6,5,1,1,2,6,1,1
8996,17,2,1,4,1,1,1,6,0,2
9212,40,2,5,4,1,1,2,2,0,1
5303,25,2,1,5,1,1,1,5,1,2
6558,72,2,1,3,2,1,2,0,0,2
1171,37,2,1,5,1,1,1,3,0,1
6970,78,1,3,2,2,0,2,0,0,2
1349,22,1,3,5,1,1,1,5,1,1
7272,57,1,8,5,1,1,1,3,0,1
5882,79,1,4,4,1,1,2,0,0,1
5752,62,1,4,4,1,1,2,0,0,1
8224,83,1,3,2,1,0,2,0,0,2
1373,57,2,4,3,1,1,2,2,0,2
8239,71,1,5,3,1,1,2,0,0,2
884,54,2,1,4,1,1,2,1,0,2
255,34,1,7,5,1,1,1,2,1,1
6849,24,2,5,5,1,1,1,2,1,1
6158,25,2,6,5,1,1,1,6,0,2
4981,25,2,8,5,1,1,1,10,0,1
1042,56,1,8,4,1,1,1,0,0,2
1321,70,1,2,3,1,1,2,0,0,1
3427,69,2,3,3,1,0,2,0,0,2
6737,51,2,1,4,1,1,2,3,1,1
742,37,2,1,4,1,1,2,0,0,1
3763,21,1,3,5,1,1,1,4,2,1
6773,39,2,6,4,1,1,1,1,0,1
1163,65,1,5,4,1,1,2,0,0,1
6569,62,1,5,4,1,1,2,0,0,1
3744,35,2,1,5,1,1,1,2,0,1
7038,79,2,3,2,2,0,2,0,0,2
10606,38,2,1,5,1,1,1,2,0,1
1233,27,2,7,5,1,1,1,10,2,1
2250,69,2,1,4,1,1,2,1,0,2
2471,36,2,4,4,1,1,1,3,0,1
10353,39,1,6,5,1,1,2,10,0,1
5807,83,2,3,2,1,0,2,0,0,2
3265,39,1,6,5,1,1,2,0,0,1
9798,47,1,10,5,1,1,1,4,0,1
4883,45,2,1,4,1,1,1,1,0,1
3789,57,2,1,4,1,1,1,0,0,1
4007,37,2,8,5,1,1,1,4,2,1
2123,40,1,6,5,1,1,1,2,0,1
6455,50,2,1,5,1,1,1,8,0,1
8436,46,2,1,5,1,1,1,4,0,1
2479,57,2,1,4,1,1,2,5,0,2
5324,58,2,3,2,1,0,2,0,0,2
56,80,2,2,2,1,0,2,0,0,2
5942,91,2,1,2,1,0,2,0,0,2
10529,77,2,2,2,1,0,2,0,0,2
7837,19,1,1,4,1,1,1,0,0,2
9600,64,2,3,3,1,1,2,0,0,2
8805,60,2,1,4,1,1,2,4,0,2
2934,45,2,1,4,1,1,1,3,0,1
5065,45,1,8,5,1,1,2,0,0,1
1159,76,2,1,2,1,0,2,0,0,2
6624,76,2,4,2,2,0,2,0,0,2
8039,15,2,1,3,2,1,1,0,0,2
1528,25,2,6,4,1,1,2,4,0,1
7011,61,2,1,4,1,1,2,2,0,1
2051,17,1,1,4,1,1,2,3,0,1
4466,63,2,1,3,1,0,2,0,0,2
3955,55,2,6,4,1,1,2,0,0,1
3011,58,1,5,3,1,1,2,0,0,1
5949,67,2,1,3,1,1,2,0,0,2
857,52,1,12,4,1,1,2,0,0,1
6139,47,2,1,5,1,1,1,5,0,1
8927,60,2,9,5,1,1,2,2,0,2
6791,70,1,4,3,1,0,2,0,0,2
4650,50,2,1,4,1,1,2,3,0,1
8678,81,2,3,5,1,1,2,1,0,2
2412,46,1,7,5,1,1,1,2,0,1
3799,86,2,2,2,1,0,2,0,0,2
1482,42,2,5,4,1,1,1,2,0,1
1178,41,1,5,5,1,1,1,10,0,1
9869,38,2,7,5,1,1,2,4,3,1
4102,70,1,5,2,1,0,2,0,0,2
5658,65,1,5,3,2,1,2,0,0,1
8142,79,2,2,2,2,0,2,0,0,2
3738,27,1,1,4,1,1,2,0,0,1
2116,49,2,1,4,1,1,2,0,0,2
894,59,2,6,4,1,1,2,2,0,2
2429,51,2,1,4,1,1,2,3,0,1
2386,11,2,1,2,1,1,1,2,0,1
4044,17,1,1,4,1,1,1,1,0,2
7605,36,2,1,5,1,1,1,6,0,1
10141,27,2,7,5,1,1,1,3,2,1
9881,23,2,7,5,1,1,1,5,0,1
10693,53,1,7,4,1,1,1,4,0,2
4627,28,2,6,5,1,1,2,7,0,2
7089,47,1,6,5,1,1,1,1,0,1
8505,56,1,8,5,1,1,2,4,0,1
8463,14,1,1,3,1,1,2,0,0,2
2265,45,1,6,5,1,1,1,5,1,1
7883,86,2,1,2,2, ,2,0,0,2
8289,29,1,7,5,2,1,2,3,0,1
3162,18,2,1,4,1,1,1,4,0,2
9236,46,2,1,3,1,1,2,0,0,2
9725,38,1,11,4,1,1,2,0,0,1
8403,45,2,1,4,2,1,1,5,1,1
3035,43,1,4,4,1,1,2,0,0,1
6781,20,2,1,5,1,1,1,1,0,1
7931,71,2,3,2,1,1,2,0,0,2
10615,65,2,1,3,1,1,2,0,0,2
7082,98,2,2,2,1, ,2,0,0,2
10180,58,1,11,5,1,1,1,5,0,1
2240,77,1,5,2,1,0,2,0,0,2
564,51,2,5,4,1,1,2,4,0,1
9457,78,2,3,2,1,0,2,0,0,2
3428,62,1,4,4,1,1,2,2,0,1
5773,81,2,2,3,1,1,2,0,0,2
7810,39,1,8,5,1,1,1,0,0,1
7942,53,1,7,5,1,1,1,1,0,1
7707,84,1,3,2,2,0,2,0,0,2
5561,63,1,3,2,2,0,2,0,0,2
5141,48,2,12,5,1,1,1,8,3,1
6423,63,1,6,4,1,1,2,1,0,1
9355,65,1,11,4,1,1,2,3,0,1
2588,50,1,13,5,1,1,2,2,0,1
2907,61,2,1,4,1,1,1,2,0,2
3564,17,2,1,4,1,1,1,5,2,2
6232,70,2,1,2,1,1,2,0,0,2
3468,73,1,3,3,1,1,2,0,0,2
72,22,1,1,5,1,1,1,2,0,1
7216,37,2,1,4,1,1,1,0,0,2
10089,7,2,1,2,1,0,2,3,0,2
10532,36,1,9,5,1,1,1,4,0,1
3807,37,2,7,4,1,1,1,1,0,1
918,9,1,1,2,1, ,2,5,0,2
2714,17,1,1,4,1,1,2,6,0,2
4588,76,2,3,2,1,0,2,0,0,2
4219,86,2,1,2,1, ,2,0,0,2
2549,50,1,10,5,1,1,1,1,0,1
6184,59,2,1,4,1,0,2,0,0,2
2289,16,2,1,4,2,1,1,5,0,2
8347,52,1,6,4,1,1,2,2,0,2
2726,8,1,1,2,1, ,2,0,0,2
5681,67,2,2,2,1,1,2,0,0,2
6058,51,1,8,5,1,1,2,5,0,2
2154,62,1,6,5,1,1,2,0,0,1
6294,67,2,1,4,1,1,2,0,0,1
575,48,2,1,5,1,1,1,2,1,1
9005,54,2,5,4,1,1,2,0,0,2
4176,20,2,1,5,1,1,1,10,1,1
8448,37,2,7,5,1,1,2,5,3,1
3889,59,2,1,4,1,1,2,2,0,1
1258,49,1,10,4,1,1,2,6,0,1
3883,39,1,7,5,1,1,1,2,1,1
9027,53,1,7,4,1,1,1,1,0,1
368,56,2,1,4,1,1,2,0,0,2
8254,59,1,8,5,1,1,2,6,4,1
6459,53,1,5,5,1,1,2,0,0,1
7444,27,2,5,5,2,1,1,4,0,2
1176,39,2,3,5,1,1,1,12,0,2
6807,39,1,6,5,1,1,1,0,0,1
486,46,2,1,4,1,1,1,2,0,2
9251,28,1,1,6,1,1,2,2,1,1
6709,47,2,1,4,1,1,2,6,0,1
4912,57,2,1,4,1,1,2,2,0,1
5213,62,2,2,4,1,1,2,0,0,1
6087,54,1,8,4,2,1,2,3,0,2
2604,13,2,1,3,1,1,2,0,0,2
10344,26,2,5,5,1,1,1,15,0,1
487,45,1,9,5,1,1,1,2,0,2
4065,70,2,12,2,1,0,2,0,0,2
580,55,2,1,5,1,1,1,6,0,1
5067,52,2,8,5,1,1,1,4,2,1
5931,61,2,6,4,1,1,2,0,0,2
773,48,1,5,5,1,1,1,2,0,2
299,53,1,8,5,1,1,1,10,2,1
27,72,1,3,3,1,1,2,0,0,1
4729,53,1,5,5,1,1,1,0,0,1
1088,18,1,1,4,1,1,1,0,0,2
3310,19,1,1,4,1,1,1,4,0,1
10430,55,1,11,5,1,1,2,5,0,1
4332,48,2,12,5,1,1,1,12,0,1
4298,47,1,8,5,1,1,1,0,0,1
2721,58,2,1,5,1,0,2,0,0,2
5833,72,2,3,2,2,1,2,0,0,2
4772,80,2,1,2,1, ,2,0,0,2
5162,68,2,5,3,1,1,2,0,0,2
5478,69,2,1,3,1,1,2,0,0,1
7691,73,2,2,2,1,0,2,0,0,2
8541,35,2,7,5,1,1,1,7,2,1
7553,13,2,1,3,1,1,2,0,0,2
4985,53,2,3,5,1,1,2,4,0,1
8552,37,2,8,5,1,1,1,3,0,1
9066,53,2,1,4,1,1,2,0,0,1
1683,31,1,4,5,1,1,1,4,0,1
1124,15,2,1,3,1,1,1,4,0,2
7701,77,2,1,2,2,0,2,0,0,2
9252,26,1,1,5,1,1,2,1,0,1
2609,46,1,5,5,1,1,1,2,0,1
10160,38,2,1,5,1,1,2,5,0,1
7153,36,1,6,5,1,1,1,2,0,1
10150,23,1,1,5,1,1,1,2,1,1
4022,21,1,1,5,1,1,1,2,0,2
6939,71,2,1,2,2, ,2,0,0,2
8506,59,1,10,5,1,1,2,3,0,1
8783,44,2,8,5,1,1,1,2,0,1
388,44,1,6,5,1,1,2,3,0,1
6214,8,1,1,2,1,1,2,2,0,1
4003,77,1,3,2,1,0,2,0,0,2
8394,84,2,1,2,1,0,2,0,0,2
1184,22,1,2,5,1,1,2,5,0,2
6654,38,1,6,5,1,1,1,1,0,1
9493,70,2,1,3,1,1,2,0,0,2
775,9,1,1,2,1,1,2,0,0,2
9978,44,2,3,4,1,1,1,9,0,2
9918,66,1,5,4,1,1,1,0,0,1
5792,76,2,3,2,2,0,2,0,0,2
7276,36,1,7,6,1,1,1,2,0,1
3870,68,1,3,4,1,1,2,1,0,1
4008,53,2,5,5,1,1,2,3,2,1
732,64,2,6,4,1,1,2,0,0,2
1735,23,1,1,5,1,1,1,6,0,1
9972,47,1,9,5,1,1,2,3,0,1
3817,77,1,2,4,1, ,2,0,0,2
1130,71,1,8,2,1,1,2,0,0,1
616,15,1,1,3,1,1,2,4,0,2
5398,82,1,7,5,1,0,2,0,0,2
3294,78,1,2,3,1,0,2,0,0,2
7534,50,1,6,5,1,1,1,5,0,1
3260,43,1,5,5,1,1,2,0,0,1
9810,50,1,9,4,1,1,1,1,0,1
5972,53,2,1,4,1,1,1,5,1,2
5624,47,2,4,4,1,1,1,8,0,2
10187,56,2,1,5,1,1,1,10,2,1
3004,69,2,1,3,1,0,2,2,0,2
2431,53,2,4,2,1,1,2,0,0,2
8291,81,2,1,2,2,0,2,0,0,2
1003,60,2,3,4,1,1,2,0,0,2
3681,45,2,4,4,1,1,1,2,0,1
2273,57,1,6,4,1,0,2,0,0,1
8084,22,2,1,5,2,1,1,3,0,1
2550,45,2,1,5,1,1,1,1,0,1
1287,13,2,1,3,1,1,2,0,0,2
10525,78,2,3,2,2,1,2,0,0,2
3058,47,2,1,4,1,1,2,0,0,1
577,41,2,1,4,1,1,1,3,0,1
1833,35,1,6,5,1,1,1,10,0,1
3809,66,2,1,3,1,1,2,0,0,2
3530,38,1,6,6,1,1,2,2,0,1
5793,78,1,1,3,1,0,2,0,0,2
3368,76,2,1,3,1,0,2,2,1,2
1063,39,2,1,5,1,1,1,7,2,1
5683,44,2,5,5,1,1,1,4,0,2
8737,65,2,1,4,1,1,2,5,0,1
3244,60,1,1,4,1,0,2,0,0,1
5790,54,1,10,5,1,1,2,3,0,2
7149,54,2,5,4,1,1,2,0,0,1
7069,21,1,4,4,2,1,1,2,0,1
1706,19,1,1,5,1,1,2,5,2,1
6889,67,2,4,3,2,1,2,0,0,2
8311,16,2,1,4,1,1,1,3,0,1
4190,30,1,6,5,1,1,1,3,0,1
5926,58,2,3,3,1,1,2,0,0,2
951,42,1,7,5,1,1,2,4,0,2
1608,38,1,7,5,1,1,1,6,0,1
7585,80,2,1,2,1,0,2,0,0,2
1485,14,1,1,3,1,1,1,2,0,1
8684,38,1,8,6,1,1,1,2,0,1
2400,58,2,1,4,1,1,2,0,0,2
10087,40,1,10,5,1,1,1,5,0,1
10116,63,2,1,4,1,1,2,3,0,2
6190,37,1,6,4,1,1,2,3,1,1
4780,24,2,1,5,1,1,1,44,0,2
1327,40,2,1,5,1,1,2,4,0,1
5795,20,2,2,5,1,1,1,2,0,2
4656,67,2,2,3,1,0,2,0,0,2
7097,61,1,8,4,1,1,2,0,0,2
3821,71,1,2,2,1,0,2,0,0,2
3887,7,2,1,2,1,1,2,0,0,2
3221,53,1,6,4,1,1,2,0,0,1
2583,46,2,7,4,2,1,2,4,0,1
7525,52,1,6,5,1,1,1,0,0,2
1536,58,2,10,5,1,1,2,0,0,2
9464,86,2,4,2,1,0,2,0,0,2
956,48,2,1,4,1,1,1,2,0,1
1585,65,1,4,4,1,1,2,0,0,2
1739,61,2,5,4,1,1,1,6,0,1
8680,75,1,7,4,1,0,2,0,0,1
9962,8,2,1,2,1,0,2,2,0,2
6622,63,2,4,2,2,1,2,35,0,2
4369,26,1,1,5,1,1,2,3,0,2
3776,75,2,2,2,1,1,2,0,0,2
7017,57,2,1,4,2,1,2,0,0,1
7112,24,2,1,5,1,1,1,3,0,1
5392,41,1,6,4,1,1,1,2,0,1
5180,22,1,1,5,1,1,1,2,0,1
1963,64,1,4,3,1,0,2,0,0,2
6962,70,2,1,2,2,0,2,0,0,2
9384,78,1,2,2,1,1,2,0,0,2
6685,19,2,1,5,1,1,1,1,0,1
7640,56,2,1,3,1,1,1,0,0,2
1521,77,1,2,2,1,0,2,0,0,2
9996,17,1,1,4,1,1,1,6,0,1
8411,42,2,1,5,2,1,2,5,0,1
1126,46,1,8,5,1,1,2,2,1,1
9618,73,1,6,3,1,0,2,0,0,2
2276,24,1,1,5,1,1,1,5,0,2
699,19,2,2,5,1,1,1,10,0,2
6695,18,1,1,4,1,1,1,5,0,1
6828,26,2,5,5,1,1,1,14,1,1
10416,24,1,2,5,1,1,1,3,0,2
239,73,2,1,2,1,1,2,1,0,1
1619,43,1,12,5,1,1,1,3,0,1
6364,73,2,2,2,1,1,2,1,0,2
8190,69,1,4,4,1,1,2,0,0,1
3925,22,2,1,5,1,1,1,6,0,1
10457,85,2,2,2,1,0,2,0,0,2
7528,47,1,6,5,1,1,1,1,0,1
1165,50,1,8,4,1,1,1,2,0,1
3609,17,2,1,4,1,1,2,7,0,2
6830,64,2,1,3,1,1,2,0,0,1
3404,84,2,2,2,1, ,2,0,0,2
2784,82,2,2,3,1,1,2,0,0,2
257,57,2,7,4,1,1,2,3,1,1
3372,32,1,9,5,1,1,1,7,1,1
2523,69,2,1,3,1,1,2,0,0,2
8395,56,2,4,4,1,1,2,1,0,1
2188,47,2,9,4,1,1,1,5,0,1
7652,49,2,1,3,1,1,1,3,0,1
3380,27,2,5,5,1,1,1,5,0,1
10175,59,1,12,5,1,1,2,4,0,1
5334,54,2,1,4,1,1,2,0,0,2
322,22,2,1,5,1,1,1,15,0,2
3917,61,1,6,4,1,1,2,0,0,1
9764,49,2,5,5,1,1,1,2,0,2
9856,73,2,1,3,1,1,2,0,0,2
6809,34,2,6,5,1,1,2,0,0,1
4701,13,1,1,3,1,1,2,3,0,1
2207,58,2,3,2,1,1,2,2,0,1
7786,78,2,1,2,1,1,2,0,0,2
8475,28,2,6,5,1,1,2,2,0,2
7088,83,2,1,2,1,0,2,0,0,2
2068,55,2,11,3,1,1,2,2,1,2
1617,14,2,1,3,1,1,1,4,0,2
3733,47,1,6,4,1,1,1,0,0,1
5992,55,1,7,5,1,1,2,2,0,1
4010,36,1,8,5,1,1,1,4,0,1
10696,39,2,5,5,1,1,1,3,0,1
5231,52,2,1,4,1,1,1,2,0,1
7846,60,1,8,5,2,1,1,4,1,1
6050,53,2,6,4,1,1,1,3,1,1
1930,48,2,5,5,1,1,2,0,0,2
1689,51,1,9,5,1,1,2,5,1,2
4209,57,1,5,5,1,1,2,2,0,1
1744,69,1,5,4,1,1,2,0,0,2
5208,59,2,1,3,1, ,2,0,0,2
3927,9,1,1,2,1,1,2,0,0,1
1719,37,1,8,6,1,1,2,2,1,1
7209,33,2,5,5,1,1,1,0,0,1
9594,78,2,2,2,1,0,2,0,0,2
5786,14,2,1,3,1,1,1,5,0,2
10074,60,2,1,5,1,1,2,4,0,2
5903,55,1,12,4,1,1,2,4,0,2
8631,59,1,11,5,1,1,1,0,0,1
8441,60,2,4,4,1,1,1,3,0,1
4129,19,2,2,5,1,1,1,2,0,2
8266,56,1,6,4,1,1,2,0,0,1
2198,67,2,2,4,1,1,2,0,0,2
848,43,2,1,5,1,1,1,4,1,1
5305,39,2,1,5,1,1,2,2,0,1
10503,76,2,1,2,1,0,2,0,0,2
2797,24,1,1,5,1,1,2,8,0,1
5079,63,2,5,4,1,1,1,3,0,1
3632,46,1,1,5,1,0,2,0,0,2
9830,13,2,1,3,1,1,1,3,0,2
6974,67,1,4,3,1,1,1,0,0,1
6303,23,2,1,5,1,1,1,6,0,1
2065,26,1,1,5,1,1,1,6,0,1
8176,40,2,8,4,1,1,2,1,0,1
541,9,2,1,2,1,1,2,2,0,2
3516,55,2,1,4,1,1,2,0,0,1
1633,84,1,2,2,1, ,2,0,0,2
10025,49,1,8,5,1,1,1,3,0,1
9927,73,2,1,3,1,1,2,3,0,1
7418,71,2,1,2,2,1,2,0,0,2
7108,8,1,1,2,1, ,2,0,0,2
8312,54,1,10,5,1,1,1,5,2,1
5657,78,2,1,2,2,1,2,0,0,2
6192,78,2,2,2,1, ,2,0,0,2
4634,15,1,1,3,1,1,1,6,0,1
3746,49,2,5,5,1,1,1,4,0,1
47,32,2,5,5,1,1,1,2,0,2
3208,20,2,2,5,1,1,1,6,10,2
2991,75,2,1,2,1,1,2,0,0,1
9420,20,2,1,5,1,1,1,10,0,1
4452,71,1,6,3,1,0,2,0,0,2
9400,39,1,11,5,1,1,1,2,0,1
6451,39,2,6,5,1,1,1,10,0,1
4897,13,1,1,3,1, ,2,6,0,1
2506,62,1,4,4,2,1,1,0,0,2
8099,46,2,4,4,2,1,2,10,0,1
5070,53,1,8,5,1,1,2,3,0,1
7221,31,1,6,5,1,1,1,2,0,1
3950,16,1,1,4,1,1,1,4,0,1
9605,37,1,9,5,1,1,1,0,0,1
5976,76,2,1,2,1,0,2,0,0,2
1571,66,2,1,4,1,1,2,0,0,2
288,57,2,5,5,1,1,1,3,1,1
10432,11,2,1,2,1,1,2,8,0,2
2037,36,1,5,5,1,1,1,20,0,1
10646,9,2,1,2,1, ,2,0,0,2
10839,59,2,4,4,1,1,2,0,0,2
559,56,1,8,3,1,1,1,0,0,1
2475,57,2,7,4,1,1,2,0,0,2
1937,13,1,1,3,1,1,2,6,0,1
10717,45,2,4,4,1,1,1,2,0,1
9399,35,2,1,4,1,1,2,4,0,1
3608,42,2,1,5,1,1,2,5,0,1
1731,28,2,6,5,1,1,1,10,0,1
164,73,2,2,2,1,0,2,0,0,2
10299,68,2,1,2,1,1,2,0,0,2
573,45,2,10,5,1,1,1,2,1,1
3856,69,2,2,2,1,0,2,0,0,2
787,33,2,3,5,1,1,1,5,1,1
4053,54,1,9,5,1,1,1,0,0,2
6864,68,2,1,2,1,0,2,0,0,2
4554,31,2,4,5,1,1,1,2,1,1
4889,9,2,1,2,1,1,2,0,0,2
3412,87,2,2,2,1, ,2,0,0,2
4602,54,2,1,4,1, ,2,0,0,2
1639,44,1,4,5,1,1,1,3,1,1
2937,49,2,6,5,1,1,1,3,0,1
10173,16,2,1,4,1,1,2,4,0,1
8503,29,2,6,5,1,1,2,6,1,1
8488,61,2,5,4,1,1,2,2,0,1
2824,29,1,6,5,1,1,1,5,0,1
7949,67,2,4,2,2,1,2,0,0,2
2500,55,1,8,4,2,1,1,4,0,1
7203,35,1,6,5,1,1,1,3,0,1
4416,13,2,1,3,1,1,1,12,3,2
6357,73,1,2,4,1,0,2,1,0,2
1714,13,2,1,3,1,1,2,0,0,1
2567,48,1,8,5,1,1,1,2,1,1
9387,61,1,7,4,1,1,2,0,0,1
6035,57,2,12,5,1,1,1,3,0,1
4417,10,1,1,2,1,1,1,12,0,2
10209,65,2,7,4,1,1,1,4,0,1
7865,60,1,5,3,2,1,1,4,0,1
7508,73,1,1,2,1,1,2,0,0,2
4539,71,1,4,3,1,1,2,3,0,2
9735,18,1,1,4,1,1,1,3,0,2
3409,77,2,2,2,1,0,2,0,0,2
3533,31,2,6,5,1,1,1,7,0,1
4699,49,2,1,5,1,1,2,3,0,1
2646,56,1,6,4,1,1,2,1,0,2
3298,20,2,1,5,1,1,1,12,0,2
2591,15,2,1,3,1,1,1,10,0,2
5506,68,1,4,3,1,0,2,0,0,2
6875,64,2,4,2,2,1,2,0,0,1
2354,46,1,9,6,1,1,1,0,0,1
4968,49,1,5,4,1,1,1,3,0,1
4186,40,2,6,4,1,1,1,10,3,2
1583,52,2,5,4,1,0,2,2,0,2
2301,42,2,4,5,1,1,1,10,0,1
5674,44,2,5,4,2,1,1,4,0,1
4498,55,2,1,4,1,1,1,2,0,1
