index,age,gender,income,edu,city,smartphone,sns,movieNm,theaterNm,newspaper
3373,38,1,9,4,1,1,1,3,0,1
1878,66,2,1,4,2,1,2,0,0,2
2823,56,2,1,4,1,1,1,5,0,1
2893,40,2,5,4,1,1,2,2,0,1
3877,15,2,1,3,1,1,1,4,0,1
4774,49,2,1,4,1,1,2,10,3,2
5482,35,2,1,4,1,1,2,1,0,1
347,77,2,1,5,1,0,2,0,0,2
2815,44,1,6,5,1,1,1,2,0,1
4333,24,2,1,5,1,1,1,4,9,1
4405,23,1,1,5,1,1,1,4,0,1
3057,49,1,6,5,1,1,2,0,0,1
5477,64,2,1,3,1,1,2,0,0,1
7957,29,2,4,5,1,1,1,3,0,2
3872,54,1,8,4,1,1,1,1,0,1
4610,56,1,10,5,1,1,2,3,0,2
2626,9,1,1,2,1,0,2,10,20,2
8203,27,1,1,5,1,1,1,20,0,2
2285,16,2,1,4,2,1,1,5,0,2
1771,7,1,1,2,1, ,2,3,0,2
1,47,2,1,5,1,1,1,10,4,1
10193,33,2,1,5,1,1,1,4,1,1
9653,42,2,6,4,1,1,1,6,0,1
9028,54,2,5,4,1,1,1,1,0,1
5244,14,1,1,3,1,1,1,0,0,1
2680,49,1,8,4,1,1,1,2,0,1
8315,39,1,9,5,1,1,1,3,0,1
7168,54,1,11,5,1,1,1,3,0,1
10645,12,2,1,2,1,1,2,0,0,1
4730,52,2,10,5,1,1,1,2,0,1
5020,17,2,1,4,1,1,1,5,0,1
6698,17,2,1,4,1,1,1,2,0,1
9456,72,2,1,2,1,1,2,0,0,2
10022,52,2,8,4,1,1,2,2,0,1
7351,60,1,7,4,2,0,2,2,0,1
1497,17,2,1,4,1,1,1,1,1,2
2007,55,1,7,4,1,1,2,0,0,1
6790,34,1,6,5,1,1,1,1,0,1
8227,53,1,13,5,1,1,2,3,0,1
6270,55,2,1,4,1,1,2,0,0,2
5574,40,1,6,4,2,1,2,0,0,1
4754,45,1,8,4,1,1,1,0,1,1
32,52,2,4,4,1,1,2,3,0,1
10371,46,2,1,5,1,1,2,0,0,1
5515,24,1,1,5,1,1,1,3,0,1
1068,46,1,13,5,1,1,2,5,0,1
7411,50,2,5,4,2,1,1,0,0,1
10504,76,1,3,2,1,0,2,0,0,2
5418,62,1,5,3,1,1,2,0,1,2
9462,71,2,1,2,1,1,2,0,0,2
6668,72,2,3,2,2,1,2,0,1,2
2914,32,2,4,5,1,1,1,2,0,1
4929,45,1,5,5,1,1,1,0,0,1
568,73,2,1,3,1,0,2,0,0,2
3255,75,2,2,3,1,0,2,0,0,2
3190,46,2,6,5,1,1,1,4,0,1
9146,10,2,1,2,1, ,2,3,1,2
2045,50,1,6,4,1,1,2,0,0,1
7498,52,1,8,5,1,1,1,0,0,1
4199,22,2,2,6,1,1,1,3,0,1
280,60,2,1,4,1,1,1,5,0,1
5472,39,1,5,4,1,1,2,2,0,1
6454,45,1,6,5,1,1,1,7,0,1
8761,52,1,9,4,1,1,2,3,0,1
7882,86,1,1,2,2,0,2,0,0,2
5352,29,2,5,5,1,1,1,3,0,1
5374,51,2,5,4,1,1,1,0,0,1
6235,35,1,7,5,1,1,1,2,0,1
2028,36,1,6,5,1,1,1,5,0,1
2686,54,2,1,4,1,1,2,2,0,2
6724,49,1,5,4,1,1,2,0,0,1
4856,28,1,6,5,1,1,1,10,0,2
6237,77,1,5,2,1,0,2,0,0,2
7423,49,2,4,4,2,1,2,3,0,2
7619,68,2,1,3,1,0,2,0,0,2
7109,56,1,10,5,1,1,1,0,0,1
2758,26,2,5,4,1,1,2,10,0,2
3512,69,2,4,2,1,1,2,0,0,2
4896,42,2,3,5,1,1,1,6,1,1
631,22,2,1,5,1,1,2,3,2,2
2347,60,1,5,4,1,1,2,0,0,1
7034,79,2,2,2,2,1,2,0,0,2
9684,13,2,1,3,1,1,2,2,0,2
3175,41,2,5,5,1,1,1,8,1,2
3800,68,1,9,5,2,1,2,0,0,1
1128,17,2,1,4,1,1,1,4,3,1
4214,77,2,1,4,1,1,2,0,0,2
4297,45,2,4,5,1,1,2,3,0,1
2052,14,1,1,3,1,1,2,2,0,2
4933,36,2,8,5,1,1,1,3,0,1
8867,26,2,5,5,1,1,1,10,0,2
6142,46,1,6,6,1,1,1,4,2,1
1378,50,2,5,4,1,1,2,2,0,2
6412,10,1,1,2,1,1,1,2,0,1
2424,49,2,1,4,1,1,1,6,1,1
8033,20,1,1,5,2,1,1,0,0,2
2977,38,1,5,4,1,1,1,4,1,1
4761,47,2,6,5,1,1,2,5,0,2
4899,48,1,6,6,1,1,1,1,0,1
9449,42,2,1,5,1,1,1,0,0,1
8225,82,2,1,2,1,0,2,0,0,2
6861,58,2,1,2,1, ,2,1,0,2
809,42,1,15,5,1,1,1,2,0,1
3616,58,2,6,5,1,1,2,1,0,2
8202,17,2,1,4,1,1,1,15,0,2
3707,58,1,8,5,1,1,1,2,0,1
6955,74,2,3,2,2,1,2,0,0,2
7980,76,2,1,2,1,0,2,0,0,2
7653,22,1,4,4,1,1,1,4,1,1
3114,59,2,5,4,1,1,2,2,0,2
3164,44,2,1,4,1,1,2,5,0,2
6766,81,1,3,2,1,0,2,0,0,2
9035,67,2,1,5,1,1,2,2,0,1
130,56,2,5,4,1,1,1,2,0,1
10565,56,2,5,4,1,1,1,0,0,1
8357,57,2,1,4,1,1,2,0,0,2
9846,63,1,12,5,1,1,2,0,0,2
287,60,1,7,5,1,1,2,3,0,1
10763,73,2,3,2,1,0,2,0,0,2
1495,49,1,12,5,1,1,1,2,1,1
501,61,1,8,5,1,1,2,4,0,1
5319,60,1,2,4,1,1,1,0,0,1
2968,44,1,6,4,1,1,2,2,0,1
8879,41,1,7,4,1,1,1,0,0,2
2440,51,2,7,5,1,1,2,2,0,2
9985,34,1,12,5,1,1,1,3,0,1
10803,79,2,3,2,1,1,2,0,0,2
1870,19,2,1,5,1,1,1,0,0,1
8593,50,2,6,5,1,1,2,2,0,1
6600,73,1,4,3,2,0,2,1,0,2
7466,78,2,2,2,1, ,2,0,0,2
3327,56,1,7,5,1,1,1,5,0,1
6318,13,1,1,3,1,1,1,5,0,1
5095,51,2,7,4,1,1,1,4,2,1
2551,16,1,1,4,1,1,1,1,0,2
10240,21,1,1,5,1,1,1,2,0,1
4814,29,2,5,4,1,1,1,3,0,1
870,54,1,7,5,1,1,1,0,0,1
9999,51,2,4,4,1,1,2,2,0,1
2178,85,2,2,2,1,0,2,0,0,2
8965,14,1,1,3,1,1,1,5,0,2
1801,16,1,1,4,1,1,2,0,0,2
1938,44,1,12,4,1,1,2,0,0,1
8444,29,2,6,5,1,1,1,6,2,1
4375,57,1,6,3,1,1,2,0,0,1
4180,50,2,4,4,1,1,2,3,1,2
331,20,2,1,5,1,1,1,3,0,2
9742,37,2,5,5,1,1,1,3,2,1
10665,60,2,1,4,1,1,2,2,0,2
6402,37,2,5,4,1,1,1,7,0,1
5889,74,2,3,2,2,0,2,0,0,2
7600,46,1,6,5,1,1,1,0,0,1
2313,15,2,1,3,1,1,1,5,0,1
5787,46,2,8,5,1,1,2,5,0,2
10739,65,2,1,3,1,1,1,0,0,1
9195,49,1,10,5,1,1,1,0,0,1
9688,38,2,1,4,1,1,1,6,1,1
10184,61,2,1,4,1,1,1,9,1,1
6932,74,2,1,2,2,1,2,0,0,2
5784,43,1,7,5,1,1,1,4,0,1
3328,53,2,9,5,1,1,1,5,0,1
4940,65,2,1,2,1,1,1,3,2,1
4632,42,2,1,4,1,1,1,6,0,1
4979,53,1,13,5,1,1,1,3,0,1
4714,61,1,7,4,1,1,2,0,0,1
3563,43,2,8,4,1,1,1,0,0,1
4741,55,2,5,4,1,1,2,0,0,2
1450,58,2,1,3,1,1,2,3,0,1
9800,19,1,1,5,1,1,1,5,1,1
8741,15,1,1,3,1,1,1,6,1,2
1856,61,2,2,4,1,1,2,2,0,1
5851,88,1,1,2,1, ,2,0,0,2
1615,47,1,8,5,1,1,2,5,0,1
7456,28,2,4,4,2,1,1,0,0,2
845,37,2,10,5,1,1,1,15,0,2
8610,54,2,1,4,1,1,2,3,0,1
6308,43,2,1,4,1,1,2,4,0,1
4756,13,2,1,3,1,1,1,2,1,1
4757,78,2,1,2,1,0,2,0,0,2
1250,19,2,1,5,1,1,1,3,0,2
6572,48,2,5,4,1,1,1,5,0,1
8404,18,2,1,4,2,1,1,5,0,2
10847,48,1,11,5,1,1,1,24,0,1
2785,87,1,3,2,1,0,2,0,1,2
3071,62,1,3,4,1,1,2,0,0,2
6323,81,1,4,4,1,1,2,0,0,2
10573,49,1,8,5,1,1,1,2,0,1
2067,61,1,11,4,1,1,2,2,1,2
8081,15,2,1,3,2,1,1,0,0,1
10110,34,2,5,5,1,1,2,12,1,1
2252,50,2,1,4,1,1,1,5,0,1
4607,13,1,1,3,1,1,2,0,0,2
9413,42,1,7,5,1,1,1,4,0,1
8843,64,2,4,3,1,1,2,0,0,2
3748,18,2,1,4,1,1,1,0,0,2
208,53,1,10,5,1,1,1,3,0,1
2017,64,1,4,3,1,1,2,0,0,1
2235,21,2,2,5,2,1,2,4,0,1
511,24,1,1,5,1,1,1,2,0,2
8537,61,1,6,4,1,1,2,0,0,1
4235,18,2,1,4,1,1,2,0,0,1
7037,60,2,1,2,2,1,2,0,0,1
3708,56,2,1,5,1,1,1,2,0,1
8880,48,1,7,4,1,1,1,0,0,1
31,67,2,2,3,1,1,2,0,0,1
5046,67,1,1,3,1,1,2,1,0,2
100,73,2,1,3,1,0,2,0,0,2
10753,54,1,8,4,1,1,1,10,0,1
3790,26,2,1,5,1,1,1,2,0,1
6056,15,2,1,3,1,1,1,12,5,1
383,51,1,7,5,1,1,2,0,0,2
10464,59,2,1,4,1,1,1,1,0,1
8490,53,1,13,5,1,1,1,2,0,1
3560,59,2,5,4,1,1,2,0,0,1
7492,80,2,3,2,1,0,2,0,0,2
10810,65,1,9,3,1,1,2,0,0,1
4372,81,1,2,2,1,0,2,0,0,2
7248,8,2,1,2,1,1,2,2,0,2
10164,66,2,1,2,1,1,2,5,0,1
10062,13,2,1,3,1,1,2,8,0,2
8397,53,1,6,4,1,1,2,0,0,1
7819,13,2,1,3,1,1,1,2,0,1
406,13,1,1,3,1,0,2,2,2,2
5391,71,1,4,3,1,1,2,0,0,1
623,57,2,5,4,1,1,2,3,2,2
1012,24,2,5,5,1,1,2,0,0,2
635,20,2,1,5,1,1,1,4,1,2
4226,17,2,1,4,1,1,1,3,0,2
8861,52,2,8,5,1,1,1,5,0,2
2799,42,2,6,5,1,1,1,6,0,1
7476,15,2,1,3,1,1,1,2,0,2
2219,62,1,10,5,1,1,2,0,0,1
4663,35,1,5,4,1,1,2,2,0,2
4629,36,2,8,5,1,1,1,5,10,1
9234,47,1,8,5,1,1,2,1,0,1
2602,43,2,5,4,1,1,2,10,0,2
4387,42,1,8,4,1,1,2,2,0,1
105,58,1,6,4,1,1,1,2,0,1
7471,34,1,6,4,1,1,1,3,0,1
7146,25,2,1,5,1,1,1,3,0,1
5821,49,2,1,4,1,1,2,2,0,2
6660,44,2,1,4,1,1,2,0,0,2
9333,49,1,8,5,1,1,2,3,0,1
3471,41,1,8,5,1,1,1,0,0,1
8336,49,1,6,4,1,1,2,0,0,2
2679,46,1,8,4,1,1,1,2,0,1
1298,67,1,6,4,1,1,2,0,0,2
5906,22,2,4,5,1,1,1,23,0,2
5591,54,2,1,3,2,1,2,0,0,2
7332,39,1,8,4,1,1,1,3,0,1
7811,38,2,1,5,1,1,1,0,0,1
8654,31,1,7,5,1,1,1,5,0,1
10063,53,2,1,5,1,1,2,4,0,1
1169,42,2,6,5,1,1,1,2,0,1
9843,16,2,1,4,1,1,1,2,0,2
9016,54,1,8,5,1,1,2,0,0,1
8887,64,1,8,4,1,1,2,1,0,1
10249,53,1,18,5,1,1,2,0,0,1
10403,38,2,4,5,1,1,1,5,0,1
6051,31,2,7,5,1,1,1,15,5,1
9518,15,2,1,3,1,1,1,3,0,2
6606,76,2,2,2,2,0,2,0,0,2
6296,43,1,5,5,1,1,1,0,0,1
10057,59,1,13,5,1,1,2,8,1,2
3266,41,1,8,5,1,1,2,0,0,1
4708,81,2,1,2,1,0,2,0,0,2
10456,77,2,2,2,1,1,2,0,0,2
1476,24,1,1,5,1,1,1,4,0,1
9981,40,2,1,4,1,1,1,0,0,1
9520,58,1,10,4,1,1,1,2,1,1
7232,74,2,1,2,1,0,2,0,0,2
342,56,1,5,5,1,1,1,2,0,2
720,44,2,1,5,1,1,1,5,1,1
6220,13,2,1,3,1,1,1,5,0,1
7301,29,1,5,5,1,1,1,1,0,1
5718,40,2,1,5,1,1,1,2,0,1
6405,39,2,1,5,1,1,1,10,0,1
1842,58,1,5,4,1,1,1,5,0,1
8714,72,1,5,4,1,0,2,0,0,1
8823,72,1,1,4,1,1,1,1,1,1
8219,82,2,2,2,1, ,2,0,0,2
1551,57,1,12,5,1,1,2,1,0,2
3854,37,2,6,5,1,1,1,1,0,1
4464,42,1,8,5,1,1,1,3,0,2
4060,47,1,9,4,1,1,1,0,0,1
7287,30,1,6,5,1,1,1,5,0,1
738,41,1,7,5,1,1,2,0,0,1
2883,87,2,2,2,1, ,2,0,0,2
7482,60,2,3,2,1,1,2,0,0,2
1010,9,2,1,2,1,1,2,1,1,2
1773,44,2,1,4,1,1,2,3,0,1
2767,60,2,6,4,1,1,2,0,0,2
6140,18,1,1,4,1,1,1,0,0,2
3015,49,2,3,4,1,1,2,2,0,1
5622,40,2,8,5,2,1,1,4,0,1
6562,34,1,5,5,2,1,1,6,0,1
8679,31,2,7,6,1,1,1,12,2,1
272,39,1,6,5,1,1,1,4,1,1
4582,22,2,1,5,1,1,1,12,3,2
8200,53,1,12,5,1,1,1,0,0,2
5203,76,2,2,2,1,1,2,0,0,1
7596,51,1,7,4,1,1,1,0,0,1
3361,27,1,1,5,1,1,1,5,0,1
2822,57,1,8,4,1,1,1,6,0,1
4193,19,1,1,4,1,1,1,2,0,1
2294,67,1,6,4,1,1,2,0,0,2
1549,29,2,7,5,1,1,1,10,2,1
9450,11,2,1,2,1,1,1,0,0,2
2241,69,2,1,4,1,0,2,2,0,2
7052,32,2,7,5,2,1,1,3,0,1
9119,14,2,1,3,1,1,2,3,0,2
1077,73,2,2,2,1,0,2,0,0,2
628,63,2,2,2,1,1,2,2,1,2
10123,41,2,1,5,1,1,2,10,0,1
421,55,1,12,6,1,1,1,4,3,1
8037,62,1,5,3,2,1,2,0,0,2
9418,61,2,1,3,1,1,2,0,0,1
2434,46,2,5,5,1,1,2,0,0,2
4325,13,1,1,2,1,1,1,0,0,2
3860,30,2,5,5,1,1,1,8,0,1
2214,64,2,4,5,1,1,2,2,0,1
8012,61,1,4,3,1,1,2,0,0,2
10572,75,2,3,2,1,0,2,0,0,2
8522,66,1,1,3,1,1,2,0,0,1
69,40,2,6,6,1,1,1,4,1,1
2100,57,2,4,5,1,1,2,1,0,1
3937,44,2,6,5,1,2,1,4,1,1
1483,44,1,9,4,1,1,1,0,0,1
7682,78,1,5,2,1,0,2,0,0,2
3772,62,1,5,4,1,1,2,0,0,2
7647,42,2,4,5,1,1,1,3,0,1
4572,43,2,5,5,1,1,1,1,0,2
4953,56,1,6,4,1,1,1,1,0,1
4503,53,1,13,5,1,1,2,2,0,1
2973,47,1,6,4,1,1,1,5,0,1
9207,55,1,9,4,1,1,2,2,1,1
8872,61,2,1,4,1,1,2,5,0,2
8507,56,2,1,4,1,1,2,5,0,1
5249,11,2,1,2,1,1,2,10,0,2
5586,57,1,4,3,2,1,2,0,0,1
7151,90,1,2,2,1,0,2,0,0,2
10198,33,2,6,5,1,1,1,5,1,1
4179,52,1,4,4,1,1,2,2,0,1
992,60,1,7,5,1,1,2,3,0,2
3501,55,1,11,5,1,1,2,10,0,1
5643,68,1,7,4,1,1,2,0,0,1
1105,54,1,8,5,1,1,2,6,0,1
7586,54,1,6,4,1,1,1,0,0,1
611,17,1,1,4,1,1,2,4,0,2
3390,54,1,6,4,1,1,2,3,0,2
4611,55,2,1,5,1,1,2,10,0,2
9866,55,1,10,5,1,1,2,4,1,1
10015,52,2,6,4,1,1,1,3,0,1
8487,28,1,1,5,1,1,1,12,2,1
7195,38,1,6,5,1,1,1,2,0,1
4308,55,1,8,5,1,1,2,3,0,1
5965,69,2,4,2,1,1,2,0,0,2
8743,57,1,9,4,1,1,2,3,0,1
3788,57,1,6,4,1,1,1,0,0,1
10023,75,1,4,3,1,0,2,0,0,1
6363,77,1,2,2,1,1,2,0,0,2
7603,37,2,6,5,2,1,2,2,0,1
557,47,2,2,4,1,1,2,0,0,2
2387,50,2,1,4,1,1,1,2,0,1
607,44,2,11,5,1,1,2,3,1,1
9298,38,1,8,5,1,1,1,8,0,1
1025,12,1,1,2,1, ,2,0,0,2
8732,50,1,12,5,1,1,2,6,0,1
4860,46,2,1,5,1,1,2,0,0,1
10692,47,2,6,5,1,1,1,0,0,1
5051,70,2,3,4,1,1,1,3,0,2
3685,74,2,1,2,1,0,2,0,0,2
1895,48,1,7,5,1,1,2,1,1,1
5286,72,1,1,3,1,1,1,0,0,2
8860,57,2,4,4,1,1,2,2,0,2
6449,26,2,6,5,1,1,1,7,2,1
1173,59,2,1,4,1,0,2,2,0,2
101,55,2,5,4,1,1,2,2,0,2
316,54,2,1,5,1,1,2,4,0,2
1478,73,2,5,2,1,1,2,0,0,1
9782,33,1,7,5,1,1,1,3,1,1
7990,76,2,3,2,1,1,2,0,0,2
5368,41,2,1,4,1,1,1,6,0,1
1896,47,2,1,5,1,1,2,1,0,1
2218,59,2,4,5,1,1,2,3,0,1
7397,39,2,7,4,1,1,1,2,0,2
7361,65,2,1,2,2,0,2,0,0,2
7220,46,1,8,5,1,1,1,0,0,2
5362,14,2,1,3,1,1,2,4,0,1
7784,39,2,6,4,1,1,1,4,0,1
9834,11,2,1,2,1,1,1,2,0,2
139,50,2,6,5,1,1,1,5,2,1
9367,40,2,6,4,1,1,1,3,0,1
9683,21,1,2,5,1,1,2,2,0,1
7565,23,2,1,5,1,1,1,3,0,1
3671,22,2,1,5,1,1,2,15,0,1
2164,41,2,1,5,1,1,1,12,0,2
10722,54,1,6,5,1,1,1,0,0,1
6702,40,1,6,5,1,1,1,0,0,1
10256,44,2,1,5,1,1,1,13,0,1
8992,59,2,5,4,1,1,1,1,0,1
7699,58,1,4,4,2,1,1,3,0,1
5867,78,2,1,2,1,1,2,0,0,2
9140,31,2,5,5,1,1,1,2,1,1
9704,8,1,1,2,1,1,2,0,0,2
4237,85,2,3,2,1,0,2,0,0,2
9702,47,1,8,5,1,1,1,1,2,1
7623,45,2,3,4,1,1,2,2,0,1
9260,46,2,1,4,1,1,2,3,0,1
6404,39,1,7,5,1,1,1,7,0,1
9372,37,2,6,5,1,1,1,2,0,1
4630,31,1,7,5,1,1,1,10,2,2
6179,81,2,2,2,1, ,2,0,0,2
3376,10,2,1,2,1, ,2,5,0,2
8763,23,2,6,4,1,1,1,7,0,1
6262,71,1,5,4,1,1,2,0,0,2
8634,23,1,1,5,1,1,1,4,0,2
10135,48,2,1,4,1,1,1,7,0,1
4706,12,1,1,2,1,1,2,3,0,1
4935,72,1,4,4,1,1,1,0,0,2
7760,25,1,5,4,2,1,1,6,0,1
6515,11,2,1,2,1, ,2,1,0,1
2771,36,2,4,4,1,1,2,3,0,1
3423,37,2,5,5,1,1,1,6,0,1
5545,88,2,1,2,2, ,2,0,0,2
7659,90,2,2,2,1, ,2,0,0,2
6599,19,1,1,5,2,1,1,3,0,2
10694,63,1,7,4,1,1,2,0,0,1
1861,55,2,5,4,1,1,1,6,0,1
4840,85,2,2,2,1,0,2,0,0,2
7076,81,2,1,2,2,0,2,0,0,2
10493,56,1,1,4,1,1,2,0,0,1
1273,40,2,1,5,1,1,2,0,0,2
3195,31,2,6,6,1,1,1,3,3,2
5069,31,2,6,5,1,1,1,6,2,1
751,55,1,8,5,1,1,2,4,1,1
5715,72,2,2,2,2,0,2,0,0,2
3351,58,2,5,4,1,1,1,3,0,1
4277,62,1,6,4,1,1,2,0,0,1
10655,35,1,10,5,1,1,1,2,1,1
8850,65,1,8,4,1,1,2,2,0,2
7893,9,1,1,2,2,0,2,5,0,2
973,30,2,5,5,1,1,2,2,0,2
1949,73,1,5,5,1,1,1,0,0,1
9374,43,2,6,5,1,1,1,5,1,1
9437,58,2,1,4,1,1,2,0,0,1
336,23,2,2,5,1,1,1,5,5,1
2236,19,1,3,5,2,1,1,4,2,1
2151,60,2,5,4,1,1,2,0,0,2
1213,15,1,1,3,1,1,1,0,0,2
7167,72,2,1,3,1,1,2,0,0,2
202,53,1,6,4,1,1,2,0,0,1
10697,7,1,1,2,1,1,2,0,0,2
5549,64,1,4,3,2,1,2,0,0,1
833,49,1,8,4,1,1,2,2,0,2
3879,48,1,6,4,1,1,1,1,0,1
6392,48,1,7,5,1,1,1,6,0,1
6509,72,1,5,3,1,0,2,0,0,2
5944,76,2,3,2,1,1,2,0,0,2
2061,28,1,1,6,1,1,1,0,0,2
3171,44,2,1,5,1,1,2,3,0,2
8247,55,1,5,4,1,1,1,0,0,1
5280,70,2,1,3,1,1,2,0,0,2
10405,6,1,1,1,1, ,2,5,0,2
5271,39,1,5,4,1,1,2,5,0,1
7183,48,2,7,5,1,1,1,3,0,2
7495,72,2,1,2,1,1,2,0,0,2
1342,51,2,1,4,1,1,2,8,0,1
8466,6,2,1,1,1, ,2,0,1,2
4528,26,2,6,5,1,1,2,6,1,1
2257,25,2,1,5,1,1,1,5,0,1
7769,62,2,3,2,1,1,2,1,0,2
2130,15,1,1,3,1,1,2,1,0,1
1570,65,1,6,5,1,1,2,0,0,1
8778,49,1,12,5,1,1,1,2,1,1
1525,80,1,2,3,1,1,2,0,0,2
8921,57,1,16,5,1,1,1,0,0,1
4318,58,1,9,5,1,1,2,0,0,1
4084,23,1,1,5,1,1,1,3,0,1
1420,42,2,1,5,1,1,2,2,0,2
10676,43,2,6,5,1,1,2,3,0,1
7107,45,2,1,4,1,1,1,0,0,1
7460,86,1,4,2,1,1,2,0,0,2
940,15,2,1,3,1,1,1,4,0,2
8875,46,2,6,4,1,0,2,0,0,2
5739,39,1,1,5,2,1,2,0,0,2
3155,55,1,12,5,1,1,1,2,0,2
6197,15,2,1,3,1,1,1,1,0,1
2629,49,1,8,4,1,1,1,0,0,1
2708,17,1,1,4,1,1,1,2,0,2
2040,12,1,1,2,1,1,2,2,0,2
5075,47,1,8,5,1,1,1,4,0,1
4654,26,2,5,5,1,1,2,0,0,1
2700,77,2,1,4,1,1,2,0,0,2
3369,63,1,6,4,1,1,1,3,0,1
7487,55,1,1,2,1, ,2,0,0,1
1092,41,2,1,4,1,1,1,4,0,1
10260,16,1,1,4,1,0,2,6,0,1
6705,13,1,1,3,1,1,2,0,0,2
2516,41,2,1,4,2,1,1,2,0,2
990,23,1,3,5,1,1,1,6,0,2
1806,20,1,2,5,1,1,1,5,0,1
10365,40,2,6,5,1,1,1,2,0,1
6248,39,1,7,5,1,1,1,1,0,1
9211,41,1,9,5,1,1,1,2,0,1
9737,45,2,5,5,1,1,1,8,2,1
9505,23,2,1,5,1,1,1,5,0,2
554,53,1,7,5,1,1,1,3,0,1
186,32,2,7,5,1,1,2,6,0,1
7558,47,1,10,5,1,1,1,1,0,1
4926,10,1,1,2,1, ,2,7,0,2
5704,65,2,5,3,1,0,2,0,0,2
3698,26,2,1,5,1,1,1,2,0,1
6350,65,1,6,5,1,1,2,2,1,1
3227,77,2,1,2,1,0,2,0,0,2
3667,42,1,9,5,1,1,1,6,0,2
6925,82,1,3,2,2,0,2,0,0,2
3611,34,1,7,5,1,1,2,6,0,1
6219,39,2,1,5,1,1,1,7,0,1
8474,52,2,6,4,1,1,2,1,0,2
6009,22,1,1,5,1,1,1,6,0,1
6431,57,2,1,4,1,1,2,1,1,1
6687,47,2,8,5,1,1,1,2,1,1
5765,44,2,5,5,1,1,1,6,0,2
6801,51,2,6,5,1,1,2,1,0,1
2925,19,1,1,5,1,1,1,0,0,2
8913,51,2,5,4,1,1,1,2,0,1
1545,22,2,1,5,1,1,1,4,0,2
5150,65,2,1,2,1,1,2,2,0,1
6701,57,2,1,4,1,1,2,0,0,1
4486,56,1,5,5,1,1,2,2,0,1
5433,37,2,1,4,1,1,1,10,0,2
216,63,1,4,5,1,0,2,0,0,1
7805,33,1,7,5,1,1,1,0,0,1
5542,81,2,2,2,2, ,2,0,0,2
1242,53,2,1,4,1,1,2,3,0,2
8524,36,2,5,4,1,1,1,6,0,1
3165,15,1,1,3,1,1,2,3,0,1
2990,76,1,4,4,1,1,2,0,0,1
4898,11,1,1,2,1, ,2,6,0,2
6134,45,2,6,4,1,1,2,10,0,2
4362,18,2,1,4,1,1,1,3,0,2
8226,48,2,5,5,1,1,1,3,0,1
1065,39,2,1,4,1,1,2,7,2,1
9087,71,1,5,4,1,1,2,0,0,2
10688,24,2,1,5,1,1,1,50,0,1
8149,46,1,15,4,1,1,1,3,0,2
3079,61,2,1,4,1,1,1,7,0,2
715,56,2,1,4,1,1,2,3,0,2
7251,67,1,9,5,1,1,1,0,0,1
5758,71,2,1,2,1,0,2,0,0,2
888,9,2,1,2,1,0,2,0,0,2
5221,52,2,1,4,1,1,1,4,0,1
10366,13,2,1,3,1,1,1,4,0,2
4304,61,2,9,4,1,1,1,0,0,2
2402,62,2,1,4,1,1,2,2,0,2
1659,61,2,1,3,1,1,1,0,0,1
4170,56,1,7,4,1,1,1,0,0,1
8111,78,2,1,2,2,0,2,0,0,1
8914,27,1,5,5,1,1,1,1,0,1
3093,44,2,4,5,1,1,2,0,0,1
5941,80,2,1,2,1, ,2,0,0,2
2461,46,2,1,4,1,1,1,3,0,1
2793,16,1,1,4,1,1,1,7,1,1
3278,52,2,5,4,1,1,2,0,0,1
2270,47,2,4,5,1,1,1,2,3,1
3098,51,2,5,4,1,1,2,0,0,1
6135,15,2,1,3,1,1,1,10,0,2
6088,47,2,1,4,2,1,2,2,0,2
6607,78,1,2,3,2,0,2,0,1,2
5290,70,1,4,3,1,1,2,0,0,2
102,24,1,1,5,1,1,1,5,1,1
7440,28,1,6,5,2,1,1,0,0,1
5759,39,2,6,5,1,1,1,12,0,1
6278,9,1,1,2,1,1,2,0,0,2
1152,17,1,1,4,1,0,2,5,0,2
155,86,1,1,3,1,0,2,0,0,2
10090,55,1,8,5,1,1,2,2,1,1
2827,26,1,1,5,1,1,1,5,0,1
8565,8,2,1,2,1,1,2,2,0,2
5420,49,1,7,4,1,1,1,0,0,1
1320,16,1,1,4,1,1,2,3,0,1
4795,82,1,3,2,1,0,2,0,0,2
9071,41,1,8,5,1,1,2,0,2,2
3315,61,1,1,4,1,0,2,1,0,1
1873,22,1,1,5,1,1,1,5,0,1
10538,63,1,10,4,1,1,1,3,0,2
6408,44,1,5,4,1,1,2,5,0,1
3389,21,1,2,5,1,1,1,0,0,2
5720,13,2,1,3,1,1,1,1,0,2
7176,45,2,1,4,1,1,1,5,0,2
203,71,1,5,4,1,1,1,3,2,1
2749,46,2,1,4,1,1,1,6,0,1
8911,33,1,6,5,1,1,1,9,0,2
8689,80,1,1,4,1, ,2,0,0,2
1554,24,1,2,5,1,1,1,3,0,2
7313,81,1,3,3,1,0,2,0,0,2
9818,41,1,6,4,1,1,2,1,1,1
2477,74,2,5,5,1, ,2,0,0,2
4156,30,2,4,4,1,1,1,5,0,1
2141,55,1,10,5,1,1,1,0,0,1
132,57,1,10,4,1,1,1,3,0,1
6208,55,2,4,4,1,1,1,6,0,1
166,47,2,12,5,1,1,1,4,0,1
7726,45,1,8,4,2,1,1,4,1,1
10804,52,2,1,4,1,1,1,3,0,1
4674,55,2,3,3,1,1,2,0,0,1
532,20,1,1,5,1,1,2,3,0,2
6501,71,2,2,2,1,1,2,0,0,2
