date,rain,temp
2010-04-20,3.2,19.041581175022454
2010-04-21,8.0,15.091714486810098
2010-04-22,15.9,11.123725975178067
2010-04-23,4.0,7.119182097614818
2010-04-24,2.0,15.209811495876227
2010-04-25,0.0,14.50917527171891
2010-04-26,25.7,15.187125197731483
2010-04-27,9.2,7.151989772332695
2010-04-28,7.8,6.331609796044432
2010-04-29,2.5,13.050817904298047
2010-04-30,3.0,13.091566180467161
2010-05-01,3.0,9.359690617200037
2010-05-02,1.0,15.109145897665677
2010-05-03,0.0,23.464866941538368
2010-05-04,0.0,21.810799635734803
2010-05-05,0.4,21.337118805473448
2010-05-06,7.2,16.023525489133327
2010-05-07,0.0,15.64252947262607
2010-05-08,1.0,20.679907561205123
2010-05-09,2.0,13.10856920036807
2010-05-10,1.1,14.26638873922904
2010-05-11,1.8,18.537777755428074
2010-05-12,3.0,11.096883828282905
2010-05-13,1.0,16.336152084011108
2010-05-14,0.0,17.09267472122659
2010-05-15,1.0,17.173180518778974
2010-05-16,2.0,18.758415767336036
2010-05-17,6.8,16.369578134346114
2010-05-18,53.4,19.991042246034144
2010-05-19,4.4,20.38164560886154
2010-05-20,0.0,20.859968428135367
2010-05-21,3.0,17.79348581621352
2010-05-22,25.2,15.973911104491421
2010-05-23,28.8,18.32790815333735
2010-05-24,6.8,14.116738119588605
2010-05-25,4.9,13.807304952278976
2010-05-26,2.2,20.154650608462354
2010-05-27,2.0,10.932289209646928
2010-05-28,1.0,13.009102666298928
2010-05-29,6.0,11.879115641461588
2010-05-30,1.0,17.304436208295
2010-05-31,1.1,11.13516750828616
2010-06-01,0.0,18.788898208377383
2010-06-02,5.0,14.18035545288776
2010-06-03,2.0,19.320536965340484
2010-06-04,1.0,19.018884417605392
2010-06-05,2.5,18.07759587422513
2010-06-06,3.6,20.47175300242001
2010-06-07,4.6,20.87630460391541
2010-06-08,0.0,24.162826531640597
2010-06-09,0.0,23.311541518211136
2010-06-10,3.0,24.659946103424815
2010-06-11,2.8,19.970556272614598
2010-06-12,13.9,15.560785156552242
2010-06-13,3.9,24.078574071562837
2010-06-14,4.8,17.019189582755594
2010-06-15,3.3,26.11090590559963
2010-06-16,2.2,22.71237381028797
2010-06-17,2.0,23.305312156153885
2010-06-18,3.8,28.513295514349014
2010-06-19,3.3,25.345282099278357
2010-06-20,7.6,27.927639033987255
2010-06-21,5.0,19.278536217656402
2010-06-22,1.0,24.502797649081327
2010-06-23,3.0,23.69504323649591
2010-06-24,1.0,22.951283631582804
2010-06-25,2.8,30.57953411212184
2010-06-26,13.4,18.352166590634543
2010-06-27,4.9,22.363280383560532
2010-06-28,11.2,19.410364969592546
2010-06-29,2.1,28.368241981844776
2010-06-30,7.7,28.571445713975894
2010-07-01,5.0,22.290567007305917
2010-07-02,20.1,21.901632526954373
2010-07-03,7.1,22.953536798287452
2010-07-04,3.4,29.15812551076804
2010-07-05,1.0,23.69558892441838
2010-07-06,1.4,26.1651328900733
2010-07-07,1.1,25.289082075365062
2010-07-08,3.7,21.350512159529263
2010-07-09,5.8,26.112471746460795
2010-07-10,4.6,28.465934799544485
2010-07-11,58.6,21.757043591007243
2010-07-12,2.6,20.66407270018168
2010-07-13,15.3,22.80697596205085
2010-07-14,1.1,18.5798980859231
2010-07-15,2.9,21.27229110989018
2010-07-16,58.1,22.069527486015147
2010-07-17,37.6,20.67779144292636
2010-07-18,1.1,28.078856091132423
2010-07-19,0.7,24.295078253542734
2010-07-20,1.5,29.081971971274903
2010-07-21,3.2,28.05743627666644
2010-07-22,2.2,27.484581193319023
2010-07-23,26.3,30.42255913922519
2010-07-24,7.7,26.808645300589607
2010-07-25,8.6,28.570657045207213
2010-07-26,2.9,25.442709668070314
2010-07-27,4.2,30.15991306506141
2010-07-28,15.4,21.854759825096647
2010-07-29,1.7,26.59870542739879
2010-07-30,1.1,27.213634162233827
2010-07-31,2.0,26.676519640580462
2010-08-01,0.0,29.62726240009892
2010-08-02,7.4,19.00367388981553
2010-08-03,1.8,23.605423593665346
2010-08-04,1.9,29.52909357031878
2010-08-05,5.6,29.89768840860305
2010-08-06,10.1,29.298464479564803
2010-08-07,9.4,23.733595055098842
2010-08-08,4.9,22.92474969819936
2010-08-09,2.3,21.759886612499507
2010-08-10,44.3,25.59879795573064
2010-08-11,34.4,28.93509029814296
2010-08-12,5.1,25.870786849620693
2010-08-13,42.0,24.567513750587125
2010-08-14,14.0,32.359882060761905
2010-08-15,40.2,30.267792183825804
2010-08-16,20.6,24.186460753692412
2010-08-17,18.9,30.066856768154594
2010-08-18,14.4,23.026751644706202
2010-08-19,2.4,27.42419200282044
2010-08-20,0.2,23.740016866509674
2010-08-21,1.0,31.06077115796659
2010-08-22,2.2,28.540053473002065
2010-08-23,6.0,24.589014990584975
2010-08-24,8.8,26.51817183068586
2010-08-25,20.3,29.09278805919359
2010-08-26,13.7,21.89450172913679
2010-08-27,11.0,24.665703373183927
2010-08-28,22.3,23.578230939629382
2010-08-29,30.3,31.567106663593133
2010-08-30,5.7,24.935697675685006
2010-08-31,17.0,28.693929754030137
2010-09-01,15.8,23.780051408517625
2010-09-02,27.7,32.67012892596001
2010-09-03,3.4,28.067855621576605
2010-09-04,0.1,26.33902156501855
2010-09-05,10.3,20.039161978523943
2010-09-06,21.5,26.59292065695628
2010-09-07,19.6,27.19245704527437
2010-09-08,1.2,18.66610075554158
2010-09-09,12.4,20.130332427212192
2010-09-10,20.4,20.06987041751109
2010-09-11,43.6,25.058443042296528
2010-09-12,36.2,23.690410641427967
2010-09-13,3.2,22.398462436550616
2010-09-14,2.2,23.936111431901168
2010-09-15,1.5,21.268485373475286
2010-09-16,1.0,25.593789342172755
2010-09-17,1.0,19.214709611482927
2010-09-18,1.0,27.171749557662146
2010-09-19,7.1,19.20039941027662
2010-09-20,9.4,26.951826844777234
2010-09-21,31.1,19.74967454355624
2010-09-22,11.7,22.646812547683318
2010-09-23,5.2,17.13459603047484
2010-09-24,3.0,17.34474531491231
2010-09-25,3.0,16.052876180864473
2010-09-26,1.1,14.488962361464752
2010-09-27,4.6,7.626776049234438
2010-09-28,1.5,12.874877975762587
2010-09-29,1.0,14.271001995357866
2010-09-30,1.0,14.981634891759771
2010-10-01,2.0,11.731567652572705
2010-10-02,13.9,16.179577652384488
2010-10-03,8.7,18.701479582681667
2010-10-04,3.3,16.084528347245854
2010-10-05,2.1,15.00349462039207
2010-10-06,2.0,16.64887044545348
2010-10-07,1.0,15.916918661269493
2010-10-08,6.9,18.062710097690893
2010-10-09,2.7,15.118589803557612
2010-10-10,1.0,16.765249820517106
2010-10-11,1.1,18.73062452137
2010-10-12,2.0,20.937015712455114
2010-10-13,0.3,15.96271414577911
2010-10-14,2.0,12.570951803388482
2010-10-15,0.0,11.312281895132006
2010-10-16,0.0,16.650551100047338
2010-10-17,0.1,9.865715305733158
2010-10-18,1.1,13.966217628634181
2010-10-19,2.0,17.358550684750238
2010-10-20,0.0,16.074850760859263
2010-10-21,1.1,14.807057340389964
2010-10-22,1.0,18.920397401292732
2010-10-23,2.3,18.571921197901894
2010-10-24,9.1,21.150264250301767
2010-10-25,2.3,19.894147874721174
2010-10-26,0.0,5.076608619747502
2010-10-27,1.0,8.227662776780175
2010-10-28,0.0,9.612835654302764
2010-10-29,0.0,11.624970420184658
2010-10-30,4.0,8.527328250388297
2010-10-31,3.6,12.67402611838379
2010-11-01,1.0,13.917850734160535
2010-11-02,0.0,8.71518328147214
2010-11-03,4.0,0.1571883815779067
2010-11-04,0.0,12.06295322727834
2010-11-05,0.0,11.759432062471742
2010-11-06,1.0,14.241577294251433
2010-11-07,2.4,12.829361858943239
2010-11-08,3.5,10.799883342330993
2010-11-09,0.1,9.626507791862327
2010-11-10,0.0,7.290817535706186
2010-11-11,7.5,6.207108443211881
2010-11-12,1.3,8.778545442987749
2010-11-13,0.0,7.966547540416757
2010-11-14,1.0,10.717774598458776
2010-11-15,0.0,6.844788180279249
2010-11-16,0.0,2.1471404468694977
2010-11-17,2.0,1.7276015722289833
2010-11-18,1.0,5.400118402468331
2010-11-19,3.0,4.891154764599965
2010-11-20,1.0,11.219840405069398
2010-11-21,2.0,11.793860458504309
2010-11-22,2.3,7.065501477406629
2010-11-23,0.0,8.119141813781836
2010-11-24,3.0,12.62484694713811
2010-11-25,4.0,1.671710839420673
2010-11-26,4.0,-0.01752634738660963
2010-11-27,4.3,5.367586082730882
2010-11-28,1.2,4.8532361649244935
2010-11-29,1.9,-9.510108599493481
2010-11-30,1.6,13.230717674602534
2010-12-01,4.0,7.625934519364786
2010-12-02,2.2,11.542951254634144
2010-12-03,1.6,3.222024531909191
2010-12-04,0.0,1.7854013470190095
2010-12-05,0.0,7.929445966638277
2010-12-06,4.0,6.0700466415511
2010-12-07,2.3,3.324807292881637
2010-12-08,4.1,4.737323134560663
2010-12-09,1.1,0.5757006538263407
2010-12-10,4.5,3.5869984118263365
2010-12-11,1.0,4.852270858273432
2010-12-12,2.1,-0.7224962091599268
2010-12-13,13.9,-0.21284487801043506
2010-12-14,0.0,-1.3646052303708471
2010-12-15,2.1,-7.72621610482188
2010-12-16,1.0,-7.760773206847306
2010-12-17,2.8,2.5934205012547054
2010-12-18,4.0,-0.8487166123868437
2010-12-19,1.0,2.011292872423141
2010-12-20,2.0,6.4974341551919945
2010-12-21,2.0,5.951837319872876
2010-12-22,0.0,7.797986095095838
2010-12-23,3.0,1.9435618265669357
2010-12-24,5.0,-5.796929147062201
2010-12-25,2.4,2.7412673673038253
2010-12-26,4.9,-2.081385139761192
2010-12-27,2.6,-3.2152618871412244
2010-12-28,4.8,-2.192293894524635
2010-12-29,1.2,-5.672243494618446
2010-12-30,8.0,-6.648123628315866
2010-12-31,2.0,-10.145919618959839
2011-01-01,2.4,-4.131727145781051
2011-01-02,0.0,-6.142641940820468
2011-01-03,7.8,-0.11195566336130369
2011-01-04,3.0,-2.0077077042233396
2011-01-05,2.0,-1.9622142403728875
2011-01-06,2.1,-6.411590849338346
2011-01-07,3.0,-5.099736044515674
2011-01-08,3.0,-7.584056188135145
2011-01-09,0.0,-3.5495746443000047
2011-01-10,1.0,1.8216408803288946
2011-01-11,0.4,-8.402832886605742
2011-01-12,3.0,-9.177280026565187
2011-01-13,1.0,-7.014488007477696
2011-01-14,1.1,-0.829693524842988
2011-01-15,3.2,-7.842895843171657
2011-01-16,0.1,-4.347449395177821
2011-01-17,4.0,-4.137978703539378
2011-01-18,4.0,1.2760068461450444
2011-01-19,2.0,-1.1737508147392068
2011-01-20,2.0,-5.194491407251624
2011-01-21,3.0,-8.972121841613292
2011-01-22,1.0,-5.413247561730732
2011-01-23,2.4,-7.7151831216260245
2011-01-24,0.3,-2.8891596937751802
2011-01-25,2.0,-2.2933485586830793
2011-01-26,2.0,-5.733751319646962
2011-01-27,2.0,-4.721540466908209
2011-01-28,1.0,-7.7303836216908675
2011-01-29,2.2,-5.81447307925686
2011-01-30,0.2,-4.046627581875221
2011-01-31,0.0,-7.666222151195341
2011-02-01,0.0,0.5301729776430257
2011-02-02,3.0,3.942713568798507
2011-02-03,0.0,-0.15242703621924258
2011-02-04,1.0,4.0628513517211555
2011-02-05,1.0,1.1978153839328578
2011-02-06,3.0,4.850764389687789
2011-02-07,1.0,4.873056014586883
2011-02-08,7.3,2.278897896406064
2011-02-09,2.0,1.6642875071523653
2011-02-10,1.3,-0.03884096957812466
2011-02-11,6.5,0.40718244481852284
2011-02-12,2.9,3.064978710477371
2011-02-13,4.0,-5.6139156697798285
2011-02-14,4.4,-4.758439373048445
2011-02-15,0.0,-2.891696748806412
2011-02-16,2.5,1.6820290138805836
2011-02-17,6.8,1.9632443935973025
2011-02-18,1.0,2.6672491752254692
2011-02-19,1.0,0.3257558586171889
2011-02-20,1.0,4.203846192040658
2011-02-21,4.0,8.213718940438973
2011-02-22,2.0,3.701914629662885
2011-02-23,3.0,2.1495508944182147
2011-02-24,0.0,11.554230127831225
2011-02-25,0.0,9.72443134716979
2011-02-26,0.1,7.208695151942758
2011-02-27,44.0,2.644002806324134
2011-02-28,5.8,3.320922192656252
2011-03-01,8.2,5.584844246235432
2011-03-02,0.0,-0.07242624522933028
2011-03-03,2.0,-5.661553552665507
2011-03-04,2.0,1.3939598336020684
2011-03-05,4.0,-2.6073495736650045
2011-03-06,1.0,-0.4669796170663787
2011-03-07,1.0,10.495068127221817
2011-03-08,2.0,1.6667751368562405
2011-03-09,1.0,-2.0208074833412466
2011-03-10,3.0,2.6058894123536938
2011-03-11,2.0,-2.823409486918094
2011-03-12,0.0,6.5254447375706475
2011-03-13,2.0,7.497626079404034
2011-03-14,1.0,9.668674348260348
2011-03-15,0.0,0.2348670354377984
2011-03-16,2.0,-0.7686435374541636
2011-03-17,3.0,2.4334467556052757
2011-03-18,0.0,5.11402072700047
2011-03-19,3.0,11.571752556612163
2011-03-20,15.2,9.388960829580597
2011-03-21,1.6,7.389750094459987
2011-03-22,4.4,4.79604107289854
2011-03-23,1.0,0.9912807083160033
2011-03-24,3.8,8.463824668984067
2011-03-25,1.3,2.0374870297108862
2011-03-26,1.0,-0.2998837395131826
2011-03-27,0.0,8.170694460002466
2011-03-28,0.4,2.020421103015887
2011-03-29,1.0,5.516657041438544
2011-03-30,4.0,7.913363934743725
2011-03-31,1.0,11.412178145114689
2011-04-01,1.0,12.744690381986599
2011-04-02,7.1,10.079587257914048
2011-04-03,4.6,9.006443560130652
2011-04-04,0.0,15.034912991463077
2011-04-05,2.0,15.637998893669494
2011-04-06,1.7,11.634977366653775
2011-04-07,20.1,8.696285474795415
2011-04-08,6.3,15.773486267688714
2011-04-09,6.0,9.766526943544312
2011-04-10,1.5,10.567728488075735
2011-04-11,2.7,4.551500850929454
2011-04-12,4.0,8.318131034648097
2011-04-13,2.0,13.68722152905121
2011-04-14,2.0,9.296067720695202
2011-04-15,0.1,16.01515396037612
2011-04-16,3.1,13.476451572784379
2011-04-17,2.0,9.154003480554472
2011-04-18,2.7,10.58653347331503
2011-04-19,3.7,6.690872419571041
2011-04-20,3.0,10.009456840933206
2011-04-21,0.0,9.65867078034794
2011-04-22,28.8,10.020154780121072
2011-04-23,2.0,14.616423950701357
2011-04-24,3.4,17.15563960459845
2011-04-25,0.3,13.255225639319223
2011-04-26,12.9,14.285244811280192
2011-04-27,2.4,13.975966793038989
2011-04-28,1.7,15.235846141176586
2011-04-29,3.6,14.839298408476466
2011-04-30,41.3,18.536452183950342
2011-05-01,6.3,13.618210714135316
2011-05-02,2.0,18.6648982809978
2011-05-03,2.0,16.347359230327097
2011-05-04,6.0,14.999599389953161
2011-05-05,0.0,18.28372515821712
2011-05-06,2.1,15.711495624650249
2011-05-07,2.2,16.43004153296074
2011-05-08,2.0,21.10532679993291
2011-05-09,5.7,19.435823796906995
2011-05-10,41.3,20.00713453391504
2011-05-11,47.4,12.164855330919048
2011-05-12,4.9,12.683566802727256
2011-05-13,2.0,11.16849131259723
2011-05-14,2.0,13.852947477307982
2011-05-15,2.0,17.37929265617666
2011-05-16,1.0,13.99350766268625
2011-05-17,1.0,13.223474488893979
2011-05-18,1.0,19.0612745398207
2011-05-19,1.1,21.61521727706107
2011-05-20,5.3,17.42127020501437
2011-05-21,6.4,16.78414860041634
2011-05-22,2.8,17.33676491158121
2011-05-23,4.5,15.06797343672986
2011-05-24,1.0,18.445795648164708
2011-05-25,1.0,18.91309925923941
2011-05-26,6.2,9.913284449810927
2011-05-27,2.7,15.131527347818613
2011-05-28,2.0,18.097155787345624
2011-05-29,0.0,20.05810793294929
2011-05-30,1.0,21.30333201227719
2011-05-31,3.0,14.300938820137304
2011-06-01,13.6,18.791919046945917
2011-06-02,3.0,19.833865519147512
2011-06-03,3.0,17.304312835152913
2011-06-04,0.1,20.851184128827363
2011-06-05,2.0,24.652857631029388
2011-06-06,0.0,24.641726574275648
2011-06-07,0.0,17.12719958637373
2011-06-08,5.4,27.96497175915971
2011-06-09,2.3,21.888353402297813
2011-06-10,2.8,22.00072468528021
2011-06-11,1.4,22.35042940606127
2011-06-12,3.8,23.015580390996583
2011-06-13,2.1,18.983111893438284
2011-06-14,0.0,24.13356588935252
2011-06-15,2.1,22.34859086738728
2011-06-16,5.0,21.62667426602651
2011-06-17,2.0,19.765105578819863
2011-06-18,2.5,20.85730687412095
2011-06-19,0.0,28.65476023742218
2011-06-20,3.8,21.838505735719476
2011-06-21,1.1,23.94242838463537
2011-06-22,24.1,27.45970805038904
2011-06-23,22.6,22.30072697754134
2011-06-24,52.1,22.46918535046334
2011-06-25,54.1,18.94954258755041
2011-06-26,49.3,22.2025127770016
2011-06-27,5.4,21.77861028587754
2011-06-28,4.7,23.470173306041595
2011-06-29,35.0,22.922733140055417
2011-06-30,20.4,24.938117538141555
2011-07-01,1.8,25.095526250577286
2011-07-02,3.1,30.2566865389523
2011-07-03,49.1,22.896234514055074
2011-07-04,9.0,25.01700444654103
2011-07-05,0.0,20.70655579131128
2011-07-06,7.2,21.59312583152368
2011-07-07,21.8,26.990469310234204
2011-07-08,23.6,20.46643216512189
2011-07-09,85.4,21.716220556796348
2011-07-10,61.2,24.842829400341774
2011-07-11,21.6,20.54633592895366
2011-07-12,31.7,23.378023504981943
2011-07-13,10.9,22.208638511131767
2011-07-14,23.4,24.335333089135837
2011-07-15,8.8,24.49586448662056
2011-07-16,12.3,29.9310509026183
2011-07-17,4.9,22.937166570502917
2011-07-18,3.1,21.15422238510199
2011-07-19,0.7,29.952600151145234
2011-07-20,3.0,24.770056267055075
2011-07-21,3.4,20.623472275171004
2011-07-22,6.6,24.707680903810342
2011-07-23,5.1,21.730083002720416
2011-07-24,17.1,25.45304954357392
2011-07-25,8.0,25.478926840298872
2011-07-26,17.5,19.994753308908052
2011-07-27,56.6,24.5652260328767
2011-07-28,16.1,24.07942307993961
2011-07-29,9.7,21.843117472945895
2011-07-30,6.5,24.629208945535794
2011-07-31,13.3,26.699290568821365
2011-08-01,35.6,29.74284340133156
2011-08-02,17.0,24.021347695170764
2011-08-03,12.3,23.07217654327868
2011-08-04,4.9,33.32259990430744
2011-08-05,2.1,29.469462068743763
2011-08-06,3.5,30.517195285884505
2011-08-07,35.9,26.47068665696401
2011-08-08,33.8,29.155218019844412
2011-08-09,36.9,25.454023741719542
2011-08-10,14.9,32.63694166673028
2011-08-11,7.9,25.822660370875184
2011-08-12,16.6,24.824043846531218
2011-08-13,8.4,22.553987690414857
2011-08-14,6.4,25.59682163979004
2011-08-15,6.7,23.905828184037485
2011-08-16,13.6,22.944297525770143
2011-08-17,26.6,27.241432195173854
2011-08-18,6.6,21.831938876398663
2011-08-19,8.5,23.941413085738294
2011-08-20,17.0,26.311289734257635
2011-08-21,3.9,20.635873359845373
2011-08-22,3.0,25.06456661036406
2011-08-23,4.3,19.667913909581017
2011-08-24,5.0,21.566900542996805
2011-08-25,0.4,20.09648745469016
2011-08-26,6.4,23.99423034878459
2011-08-27,0.8,24.020900807539462
2011-08-28,2.0,30.903615099222026
2011-08-29,3.4,23.726676462300137
2011-08-30,1.7,27.477971933036113
2011-08-31,0.0,26.732189274229704
2011-09-01,1.0,22.40661613330745
2011-09-02,2.5,22.47960631130194
2011-09-03,1.2,24.408360275405688
2011-09-04,3.1,31.49623188500385
2011-09-05,1.9,22.42255021134252
2011-09-06,1.1,21.942998192786884
2011-09-07,2.0,19.609795055896047
2011-09-08,2.1,21.51865724867134
2011-09-09,2.6,18.695849617173977
2011-09-10,17.2,12.053973004708233
2011-09-11,25.5,23.542651337896558
2011-09-12,8.0,21.48076822091186
2011-09-13,4.1,26.742476610694535
2011-09-14,1.0,29.237434380067597
2011-09-15,3.0,21.99397240685999
2011-09-16,1.0,22.53997906747737
2011-09-17,3.3,28.036571889641067
2011-09-18,5.6,22.74047913962864
2011-09-19,1.6,13.041296075580663
2011-09-20,3.1,17.33011438221331
2011-09-21,2.0,18.995531507985223
2011-09-22,3.0,14.486065868590076
2011-09-23,0.0,12.81042829806578
2011-09-24,1.0,15.88139581815716
2011-09-25,0.0,18.23236685808283
2011-09-26,2.0,18.449055888861455
2011-09-27,2.0,16.929743830378204
2011-09-28,2.0,16.7046501632933
2011-09-29,12.4,17.567495617006987
2011-09-30,1.2,16.699009169154184
2011-10-01,4.0,10.606589248565392
2011-10-02,3.0,9.05665491017842
2011-10-03,1.0,8.98581750699353
2011-10-04,1.0,16.431115918431992
2011-10-05,2.0,17.977801591341677
2011-10-06,1.0,18.389102165532556
2011-10-07,2.0,16.27953797246583
2011-10-08,3.0,14.447271670038948
2011-10-09,0.0,18.631176584225102
2011-10-10,1.0,17.27578988058479
2011-10-11,1.0,12.91977702021453
2011-10-12,2.0,16.053452749181147
2011-10-13,2.0,13.738369964308944
2011-10-14,9.8,11.471472417663147
2011-10-15,5.3,14.839633098616167
2011-10-16,1.4,16.697871463184757
2011-10-17,3.0,13.880693127185037
2011-10-18,2.0,7.385981805405082
2011-10-19,0.0,16.775955129958565
2011-10-20,3.0,6.866611560463712
2011-10-21,10.1,21.65093822749776
2011-10-22,23.0,14.96915545125727
2011-10-23,1.0,10.969287397012739
2011-10-24,1.9,12.088603794661324
2011-10-25,2.0,10.741534049310717
2011-10-26,3.0,8.780095844076442
2011-10-27,1.0,6.188479765586829
2011-10-28,2.0,11.846671064821297
2011-10-29,5.3,13.723085383433382
2011-10-30,1.3,11.042123508469892
2011-10-31,3.0,13.343314563329315
2011-11-01,3.0,12.699514422673172
2011-11-02,2.1,19.147707257999695
2011-11-03,2.0,17.354937245482056
2011-11-04,3.3,19.531776677825317
2011-11-05,22.1,21.823574467807465
2011-11-06,9.0,16.4242456775811
2011-11-07,4.3,11.712139443259531
2011-11-08,4.1,14.858251786554328
2011-11-09,1.8,15.099892117107776
2011-11-10,2.1,14.110294174458796
2011-11-11,4.9,12.015224416153654
2011-11-12,2.0,7.910690153082205
2011-11-13,4.0,14.955068236097668
2011-11-14,0.0,6.398295398340787
2011-11-15,4.0,9.895232452355247
2011-11-16,1.0,14.758528036769409
2011-11-17,3.0,9.595306944078313
2011-11-18,20.6,11.549314370704803
2011-11-19,9.3,11.603668865350222
2011-11-20,5.0,5.782636852766501
2011-11-21,2.0,5.941827286713242
2011-11-22,4.2,5.117186715857062
2011-11-23,7.2,4.389711487044944
2011-11-24,4.0,-3.2265004763649947
2011-11-25,2.0,-1.3835279430172824
2011-11-26,2.0,3.1564507094038126
2011-11-27,0.1,14.55673601971327
2011-11-28,2.4,10.385396687955595
2011-11-29,4.4,11.386313960250758
2011-11-30,32.7,4.034784413311479
2011-12-01,1.6,9.859842221158175
2011-12-02,3.6,5.84984975023473
2011-12-03,9.0,10.354349283965965
2011-12-04,2.0,5.145163498623894
2011-12-05,2.0,5.028396703248116
2011-12-06,2.2,4.742139457195949
2011-12-07,4.0,6.5984645135984845
2011-12-08,1.7,5.535357905437403
2011-12-09,4.5,-1.9193721081380106
2011-12-10,0.5,2.8012267950716643
2011-12-11,3.0,-7.822305774486345
2011-12-12,2.0,5.2609623629929
2011-12-13,2.0,-1.1993762704017228
2011-12-14,4.0,5.710750336912709
2011-12-15,0.0,-0.2110794309063864
2011-12-16,0.5,-3.0158635107421174
2011-12-17,2.0,0.6975627617287654
2011-12-18,3.0,-4.545360699758461
2011-12-19,4.0,-6.9328790228520365
2011-12-20,1.0,1.8741180394095218
2011-12-21,5.1,5.506667095264007
2011-12-22,0.1,3.978528747718968
2011-12-23,0.3,-0.8802903323930638
2011-12-24,3.8,-7.100235820148589
2011-12-25,2.1,1.3808159642370104
2011-12-26,3.0,-6.066262936846648
