date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,year,month,day,rain,temp
2010-01-01,6492.235,12785,61400,13.3,44.9,2010,1,4,0.0,-4.9
2010-01-02,2538.574,5150,24524,14.3,44.8,2010,1,5,0.8,-0.1
2010-01-03,2000.084,5102,23140,15.3,45.9,2010,1,6,0.0,-2.9
2010-01-04,668.868,4810,21522,12.0,53.4,2010,1,0,5.9,-1.8
2010-01-05,650.058,4768,21196,16.0,51.3,2010,1,1,0.7,-5.2
2010-01-06,599.78,4822,21316,13.5,50.7,2010,1,2,0.3,-7.3
2010-01-07,665.06,4998,22674,8.0,44.8,2010,1,3,0.0,-6.7
2010-01-08,794.388,5014,23420,9.0,45.2,2010,1,4,0.0,-5.6
2010-01-09,1874.984,5466,24388,10.2,41.8,2010,1,5,0.1,-3.1
2010-01-10,1782.028,5456,23452,11.0,42.3,2010,1,6,0.0,-1.3
2010-01-11,599.588,4882,21544,15.5,50.3,2010,1,0,0.0,-1.5
2010-01-12,604.48,4902,21552,13.4,49.4,2010,1,1,0.4,-5.0
2010-01-13,569.598,5110,22150,11.4,47.9,2010,1,2,0.7,-8.3
2010-01-14,595.158,4996,22446,10.3,45.4,2010,1,3,0.1,-6.4
2010-01-15,725.41,5076,23466,11.3,45.1,2010,1,4,0.1,-2.6
2010-01-16,1698.612,5378,24854,12.3,40.4,2010,1,5,0.0,-4.1
2010-01-17,785.006,2662,11911,13.3,40.4,2010,1,6,0.0,-3.1
2010-01-18,257.885,2542,11050,14.3,48.1,2010,1,0,0.0,-0.4
2010-01-19,253.641,2533,10743,15.3,46.6,2010,1,1,0.3,3.6
2010-01-20,251.334,2607,10595,15.1,45.7,2010,1,2,10.8,8.0
2010-01-21,274.116,2201,10199,12.3,40.6,2010,1,3,3.1,1.3
2010-01-22,312.137,2211,10589,13.3,42.1,2010,1,4,0.0,-3.1
2010-01-23,738.304,2344,11212,14.3,39.4,2010,1,5,0.1,-2.7
2010-01-24,709.254,2334,10770,15.3,41.6,2010,1,6,0.0,0.4
2010-01-25,247.801,2224,9979,16.3,52.1,2010,1,0,0.0,0.8
2010-01-26,250.518,2143,9721,14.8,50.3,2010,1,1,0.0,-2.3
2010-01-27,230.961,2155,9635,15.6,51.3,2010,1,2,6.5,1.3
2010-01-28,330.192,2183,10768,12.8,36.0,2010,1,3,0.1,3.5
2010-01-29,374.135,2190,11195,13.8,38.1,2010,1,4,0.0,0.2
2010-01-30,774.137,2394,11752,14.8,34.6,2010,1,5,0.0,1.9
2010-01-31,717.26,2386,11395,16.6,35.0,2010,1,6,0.0,3.0
2010-02-01,256.096,2237,10512,16.8,39.9,2010,2,0,0.2,2.2
2010-02-02,246.881,2231,10376,17.8,37.8,2010,2,1,0.0,-2.0
2010-02-03,233.46,2250,10386,19.6,36.3,2010,2,2,0.0,-4.9
2010-02-04,291.59,2309,10700,14.7,38.2,2010,2,3,0.1,-2.9
2010-02-05,328.159,2400,11304,17.2,39.4,2010,2,4,0.0,-1.8
2010-02-06,719.502,2499,12007,17.6,38.6,2010,2,5,0.0,-2.6
2010-02-07,693.897,2463,11288,18.6,37.9,2010,2,6,0.1,1.2
2010-02-08,231.488,2304,10319,19.5,41.6,2010,2,0,2.7,4.9
2010-02-09,240.53,2321,10344,20.5,43.3,2010,2,1,6.9,5.6
2010-02-10,254.48,2350,10563,21.6,43.6,2010,2,2,9.0,5.1
2010-02-11,379.83,2451,12115,9.1,28.3,2010,2,3,17.3,2.4
2010-02-12,567.422,2480,12864,10.1,30.2,2010,2,4,3.1,0.7
2010-02-13,797.326,2609,13282,11.1,29.2,2010,2,5,1.9,-0.7
2010-02-14,887.871,2620,13141,12.1,31.3,2010,2,6,0.0,-1.2
2010-02-15,1224.018,2641,13008,13.1,29.5,2010,2,0,0.1,-0.5
2010-02-16,600.464,2450,12215,15.5,31.0,2010,2,1,0.6,-1.6
2010-02-17,333.497,2474,11877,15.1,32.7,2010,2,2,0.4,-1.2
2010-02-18,313.549,2387,11081,13.3,29.8,2010,2,3,0.5,-1.1
2010-02-19,351.02,2472,11644,14.3,30.9,2010,2,4,0.1,-0.6
2010-02-20,781.682,2490,12189,15.3,30.5,2010,2,5,0.0,2.2
2010-02-21,685.234,2465,11605,16.3,30.4,2010,2,6,0.0,3.7
2010-02-22,255.554,2365,10871,17.3,29.8,2010,2,0,0.0,5.2
2010-02-23,255.336,2377,10868,18.3,29.0,2010,2,1,0.0,6.4
2010-02-24,231.173,2381,10695,19.3,28.5,2010,2,2,0.0,11.2
2010-02-25,245.552,2213,11050,15.4,26.0,2010,2,3,33.4,13.4
2010-02-26,272.156,2241,11470,16.4,27.1,2010,2,4,4.1,9.4
2010-02-27,540.734,2336,12227,17.4,28.8,2010,2,5,1.5,6.3
2010-02-28,650.085,2322,12204,18.4,29.5,2010,2,6,0.1,7.1
2010-03-01,654.112,2315,11666,19.4,28.0,2010,3,0,15.6,5.4
2010-03-02,120.125,2183,9934,20.4,28.9,2010,3,1,0.3,4.2
2010-03-03,108.974,2172,9713,21.4,28.6,2010,3,2,0.0,5.2
2010-03-04,154.521,2221,10197,18.9,46.5,2010,3,3,3.9,5.9
2010-03-05,195.22,2224,10829,19.9,46.2,2010,3,4,3.8,6.9
2010-03-06,526.61,2305,11788,20.9,46.4,2010,3,5,3.3,5.5
2010-03-07,542.06,2283,11368,21.9,48.5,2010,3,6,0.9,4.2
2010-03-08,119.883,2187,9819,22.9,41.3,2010,3,0,0.9,3.8
2010-03-09,113.045,2178,9688,23.9,39.8,2010,3,1,5.7,2.3
2010-03-10,130.692,2223,9950,24.9,40.5,2010,3,2,3.9,-0.3
2010-03-11,123.954,2007,9901,19.6,32.7,2010,3,3,0.0,3.0
2010-03-12,176.336,2027,10548,20.6,36.4,2010,3,4,0.0,8.3
2010-03-13,563.266,2138,11672,21.6,48.1,2010,3,5,0.0,6.1
2010-03-14,528.797,2136,11170,22.6,45.4,2010,3,6,1.1,8.0
2010-03-15,115.016,2023,9804,23.6,30.6,2010,3,0,16.5,9.4
2010-03-16,102.981,2023,9560,24.6,30.8,2010,3,1,0.0,3.2
2010-03-17,100.383,2026,9400,25.6,31.2,2010,3,2,1.1,2.4
2010-03-18,161.205,2035,10302,21.0,26.3,2010,3,3,2.3,2.1
2010-03-19,205.02,2058,10782,22.0,26.8,2010,3,4,0.0,6.0
2010-03-20,530.042,2154,11820,23.0,26.7,2010,3,5,1.0,10.9
2010-03-21,532.39,2136,11337,24.0,30.4,2010,3,6,0.0,4.7
2010-03-22,118.008,2024,9819,26.4,23.8,2010,3,0,2.0,4.4
2010-03-23,127.806,2022,9784,27.4,23.4,2010,3,1,2.4,7.0
2010-03-24,123.103,2025,9668,28.4,23.1,2010,3,2,0.1,8.3
2010-03-25,143.991,1931,9471,10.5,21.7,2010,3,3,4.6,5.1
2010-03-26,195.933,1957,10031,11.5,21.7,2010,3,4,0.0,3.2
2010-03-27,520.853,2166,11353,11.8,21.1,2010,3,5,0.9,5.6
2010-03-28,456.519,2137,10794,12.8,19.7,2010,3,6,0.0,6.2
2010-03-29,108.902,1920,9097,14.5,19.5,2010,3,0,0.0,5.6
2010-03-30,115.266,1934,8963,21.1,18.6,2010,3,1,0.0,7.8
2010-03-31,139.478,1897,9143,15.3,19.1,2010,3,2,18.8,8.8
2010-04-01,216.22,2037,10080,15.4,69.3,2010,4,3,15.8,8.9
2010-04-02,233.55,2199,10953,15.0,66.8,2010,4,4,0.0,7.3
2010-04-03,600.343,2216,11557,25.8,66.8,2010,4,5,0.0,6.2
2010-04-04,552.388,2160,11024,26.8,66.9,2010,4,6,0.0,8.4
2010-04-05,135.883,2171,10052,18.0,59.4,2010,4,0,0.0,11.9
2010-04-06,120.672,2014,9581,19.4,56.3,2010,4,1,0.1,10.0
2010-04-07,117.564,2164,9777,20.0,55.6,2010,4,2,0.1,6.9
2010-04-08,125.473,2040,10171,8.4,46.0,2010,4,3,0.0,8.5
2010-04-09,180.842,2085,10890,12.2,47.3,2010,4,4,0.0,11.5
2010-04-10,484.343,2196,12115,12.5,52.3,2010,4,5,0.1,12.2
2010-04-11,415.724,2139,11489,24.0,51.8,2010,4,6,0.9,12.3
2010-04-12,103.926,1999,9855,19.3,41.8,2010,4,0,3.8,11.8
2010-04-13,104.802,2008,9785,13.1,39.8,2010,4,1,1.6,6.9
2010-04-14,97.567,2039,9745,15.3,37.9,2010,4,2,0.7,4.4
2010-04-15,117.154,2054,9933,6.3,25.9,2010,4,3,0.0,6.2
2010-04-16,149.981,2057,10471,7.3,25.9,2010,4,4,0.0,7.4
2010-04-17,392.195,2212,11403,8.3,30.7,2010,4,5,0.0,8.8
2010-04-18,315.071,2107,11008,9.3,30.7,2010,4,6,0.2,10.9
2010-04-19,100.14,1991,9289,10.8,22.9,2010,4,0,5.5,14.2
2010-04-20,94.789,2077,9562,11.3,24.4,2010,4,1,0.2,15.6
2010-04-21,96.979,2055,9471,12.3,25.2,2010,4,2,8.0,12.4
2010-04-22,132.019,2076,10006,9.8,20.9,2010,4,3,13.9,9.9
2010-04-23,180.965,2090,10601,10.8,23.2,2010,4,4,2.0,9.6
2010-04-24,382.587,2114,11517,11.1,21.8,2010,4,5,0.0,10.5
2010-04-25,332.377,2079,10967,12.1,22.5,2010,4,6,0.0,12.7
2010-04-26,115.112,2042,9687,13.8,23.0,2010,4,0,23.7,12.4
2010-04-27,122.548,1967,9380,13.8,21.9,2010,4,1,4.2,10.2
2010-04-28,187.337,2200,9095,13.9,23.8,2010,4,2,7.8,6.3
2010-04-29,400.471,2538,10685,10.5,65.3,2010,4,3,0.5,10.2
2010-04-30,472.085,2555,11371,11.3,62.8,2010,4,4,0.0,11.4
2010-05-01,880.834,2687,12281,11.9,66.0,2010,5,5,0.0,12.5
2010-05-02,779.085,2625,11751,12.9,66.8,2010,5,6,0.0,16.8
2010-05-03,212.732,2418,10362,14.5,57.7,2010,5,0,0.0,20.0
2010-05-04,336.152,2568,11336,14.9,60.3,2010,5,1,0.0,20.8
2010-05-05,1052.72,2616,12131,12.1,57.4,2010,5,2,0.4,20.2
2010-05-06,198.65,2269,10985,11.6,53.4,2010,5,3,5.2,17.6
2010-05-07,252.84,2310,11575,12.6,52.4,2010,5,4,0.0,16.7
2010-05-08,516.868,2456,12502,13.6,52.9,2010,5,5,0.0,17.2
2010-05-09,495.721,2427,11920,14.6,52.5,2010,5,6,0.0,18.1
2010-05-10,136.545,2123,10308,15.5,44.5,2010,5,0,0.1,16.6
2010-05-11,136.758,2125,10171,21.5,43.0,2010,5,1,0.8,13.9
2010-05-12,127.953,2136,9974,22.5,42.8,2010,5,2,0.0,13.8
2010-05-13,293.667,2275,10559,17.0,51.6,2010,5,3,0.0,14.5
2010-05-14,347.569,2317,11133,12.9,48.2,2010,5,4,0.0,15.9
2010-05-15,731.142,2561,12251,14.8,39.0,2010,5,5,0.0,16.0
2010-05-16,619.789,2449,11697,15.8,36.1,2010,5,6,0.0,18.3
2010-05-17,209.304,2267,10481,15.3,48.3,2010,5,0,5.8,19.4
2010-05-18,236.759,2292,10534,13.7,47.4,2010,5,1,51.4,18.0
2010-05-19,211.735,2291,10434,14.3,44.7,2010,5,2,2.4,19.3
2010-05-20,304.683,2431,12198,11.4,31.7,2010,5,3,0.0,20.6
2010-05-21,871.566,2554,13355,12.4,37.6,2010,5,4,0.0,21.7
2010-05-22,824.34,2583,13317,13.4,37.8,2010,5,5,24.2,17.8
2010-05-23,741.315,2587,12788,14.4,39.9,2010,5,6,26.8,15.8
2010-05-24,183.172,2383,11221,11.8,26.7,2010,5,0,4.8,15.0
2010-05-25,180.646,2396,11047,12.8,25.7,2010,5,1,1.9,15.2
2010-05-26,186.944,2444,11008,15.4,26.8,2010,5,2,0.2,16.3
2010-05-27,207.845,2299,10337,13.4,37.0,2010,5,3,0.0,16.0
2010-05-28,261.219,2464,11218,12.3,38.2,2010,5,4,0.0,15.5
2010-05-29,668.882,2635,12372,13.3,36.9,2010,5,5,0.0,17.3
2010-05-30,657.674,2558,11884,14.3,36.9,2010,5,6,0.0,16.8
2010-05-31,187.319,2405,10582,15.3,36.6,2010,5,0,0.1,16.1
2010-06-01,230.844,2335,10609,15.2,35.7,2010,6,1,0.0,16.4
2010-06-02,776.789,2550,11854,12.6,35.1,2010,6,2,0.0,18.4
2010-06-03,203.21,2343,10642,13.7,44.6,2010,6,3,0.0,20.5
2010-06-04,288.838,2508,11461,11.8,45.6,2010,6,4,0.0,21.5
2010-06-05,689.01,2746,12505,12.8,34.4,2010,6,5,0.5,22.0
2010-06-06,647.319,2693,12039,13.8,30.8,2010,6,6,1.6,22.1
2010-06-07,196.373,2353,10538,14.6,43.9,2010,6,0,0.6,21.7
2010-06-08,190.839,2355,10390,15.4,45.6,2010,6,1,0.0,21.4
2010-06-09,196.568,2371,10283,15.6,43.9,2010,6,2,0.0,22.4
2010-06-10,241.708,2340,10486,10.8,37.5,2010,6,3,0.0,22.6
2010-06-11,298.041,2362,10974,11.8,38.4,2010,6,4,0.8,22.3
2010-06-12,452.347,2674,10595,10.2,25.5,2010,6,5,11.9,20.3
2010-06-13,612.144,2610,11145,11.0,25.5,2010,6,6,2.9,22.7
2010-06-14,195.133,2330,10251,14.8,36.4,2010,6,0,2.8,23.0
2010-06-15,186.11,2321,10117,15.8,37.1,2010,6,1,2.3,23.0
2010-06-16,264.481,2401,10787,12.8,45.0,2010,6,2,0.2,23.4
2010-06-17,127.841,2428,8935,9.5,39.6,2010,6,3,0.0,24.5
2010-06-18,323.141,2476,11431,10.5,40.1,2010,6,4,1.8,23.8
2010-06-19,784.164,2747,12286,11.5,43.6,2010,6,5,2.3,22.9
2010-06-20,680.669,2592,11854,12.5,42.1,2010,6,6,4.6,23.4
2010-06-21,230.79,2389,10374,12.6,39.3,2010,6,0,0.0,23.1
2010-06-22,212.891,2450,10326,13.5,38.3,2010,6,1,0.0,23.0
2010-06-23,181.835,2693,9372,13.7,34.6,2010,6,2,0.0,22.5
2010-06-24,260.136,2392,10493,10.2,35.7,2010,6,3,0.0,23.1
2010-06-25,309.532,2342,10658,11.7,35.5,2010,6,4,0.8,23.7
2010-06-26,467.408,2508,9988,13.6,32.1,2010,6,5,11.4,22.6
2010-06-27,586.078,2469,10897,14.6,34.1,2010,6,6,3.9,22.7
2010-06-28,221.933,2304,10461,14.1,34.8,2010,6,0,9.2,23.2
2010-06-29,214.473,2294,10415,14.9,35.2,2010,6,1,0.1,24.2
2010-06-30,233.415,2302,10501,15.7,34.2,2010,6,2,3.7,24.1
2010-07-01,318.165,2397,11999,10.0,30.4,2010,7,3,5.0,24.8
2010-07-02,377.682,2418,12406,11.0,27.7,2010,7,4,17.1,24.3
2010-07-03,914.132,2636,13242,12.0,38.0,2010,7,5,6.1,24.8
2010-07-04,895.551,2530,12731,13.0,43.6,2010,7,6,1.4,24.2
2010-07-05,247.531,2397,11692,11.7,25.7,2010,7,0,1.0,25.3
2010-07-06,262.717,2364,11663,22.7,26.0,2010,7,1,0.4,25.8
2010-07-07,364.46,2318,11076,20.4,42.7,2010,7,2,1.1,24.7
2010-07-08,311.054,2371,11291,11.6,40.6,2010,7,3,0.7,23.7
2010-07-09,371.219,2398,11805,12.6,36.2,2010,7,4,0.8,24.5
2010-07-10,1070.089,2625,13112,12.9,31.8,2010,7,5,4.6,24.6
2010-07-11,878.715,2624,12585,13.9,32.2,2010,7,6,57.6,22.1
2010-07-12,210.019,2364,11190,15.6,32.9,2010,7,0,0.6,23.2
2010-07-13,213.38,2312,10984,16.2,31.2,2010,7,1,11.3,23.2
2010-07-14,290.331,2362,10655,21.2,45.8,2010,7,2,0.1,23.9
2010-07-15,311.817,2451,10818,16.5,46.6,2010,7,3,0.9,24.4
2010-07-16,383.891,2380,11196,17.6,45.5,2010,7,4,54.1,24.1
2010-07-17,846.282,2687,12037,19.2,40.9,2010,7,5,36.6,25.1
2010-07-18,791.736,2608,11647,20.2,39.3,2010,7,6,1.1,26.8
2010-07-19,262.326,2369,10704,19.4,48.2,2010,7,0,0.7,27.1
2010-07-20,271.693,2443,10787,20.4,47.3,2010,7,1,0.5,27.5
2010-07-21,389.422,2579,11339,12.3,38.6,2010,7,2,2.2,27.7
2010-07-22,410.659,2597,11369,13.3,37.9,2010,7,3,0.2,27.9
2010-07-23,483.987,2655,11754,14.3,40.2,2010,7,4,21.3,26.2
2010-07-24,1020.941,2836,12311,15.3,37.3,2010,7,5,6.7,26.0
2010-07-25,961.724,2815,11911,16.3,37.9,2010,7,6,5.6,26.0
2010-07-26,382.299,2602,11329,15.8,42.8,2010,7,0,1.9,26.3
2010-07-27,387.78,2617,11324,16.5,41.3,2010,7,1,3.2,26.7
2010-07-28,489.992,2934,11749,7.0,32.2,2010,7,2,14.4,25.2
2010-07-29,567.708,2785,12847,7.8,29.2,2010,7,3,0.7,26.5
2010-07-30,673.558,2805,13191,8.8,29.7,2010,7,4,0.1,27.0
2010-07-31,1173.997,2955,13547,9.8,30.7,2010,7,5,0.0,27.8
2010-08-01,1064.321,2883,13197,10.8,30.7,2010,8,6,0.0,28.5
2010-08-02,749.22,2828,12868,11.8,28.9,2010,8,0,4.4,27.3
2010-08-03,701.958,2834,12823,12.8,29.0,2010,8,1,1.8,26.2
2010-08-04,641.499,2685,12360,12.4,25.6,2010,8,2,1.9,28.2
2010-08-05,649.649,2803,12682,9.1,20.8,2010,8,3,2.6,28.8
2010-08-06,697.72,2836,12975,10.1,22.5,2010,8,4,9.1,27.9
2010-08-07,1172.695,2951,13255,11.1,22.1,2010,8,5,8.4,26.9
2010-08-08,1041.411,2924,12925,12.1,24.1,2010,8,6,1.9,27.0
2010-08-09,479.591,2821,12459,13.1,30.0,2010,8,0,1.3,27.9
2010-08-10,474.597,2826,12404,14.1,30.2,2010,8,1,43.3,26.3
2010-08-11,445.094,2416,11464,8.1,33.7,2010,8,2,32.4,26.8
2010-08-12,486.12,2559,11062,9.0,26.7,2010,8,3,3.1,26.3
2010-08-13,567.951,2599,11310,10.0,27.9,2010,8,4,38.0,26.2
2010-08-14,1054.535,2743,11708,11.0,26.4,2010,8,5,14.0,27.1
2010-08-15,973.67,2690,11330,10.6,27.2,2010,8,6,38.2,27.0
2010-08-16,414.57,2560,11158,10.2,31.6,2010,8,0,20.6,25.4
2010-08-17,396.911,2609,10928,14.0,31.1,2010,8,1,16.9,25.8
2010-08-18,368.012,2603,10898,15.0,31.2,2010,8,2,14.4,26.7
2010-08-19,486.765,2541,11700,10.0,33.5,2010,8,3,0.4,27.6
2010-08-20,493.969,2524,12081,11.0,28.5,2010,8,4,0.2,28.1
2010-08-21,1007.697,2694,12586,12.0,30.2,2010,8,5,0.0,28.5
2010-08-22,934.775,2628,12189,13.0,30.4,2010,8,6,0.2,28.5
2010-08-23,321.087,2513,11524,14.0,30.2,2010,8,0,6.0,27.7
2010-08-24,293.479,2516,11430,15.0,30.2,2010,8,1,6.8,26.5
2010-08-25,271.505,2484,11302,16.0,32.1,2010,8,2,19.3,24.4
2010-08-26,288.841,2292,10925,9.5,25.1,2010,8,3,12.7,25.5
2010-08-27,330.665,2305,11293,10.3,27.7,2010,8,4,6.0,26.0
2010-08-28,744.727,2433,11171,13.2,24.2,2010,8,5,18.3,26.2
2010-08-29,663.181,2431,10744,14.0,24.6,2010,8,6,29.3,25.8
2010-08-30,214.248,2302,10639,12.7,32.0,2010,8,0,4.7,25.9
2010-08-31,203.472,2364,11115,13.6,34.0,2010,8,1,17.0,25.4
2010-09-01,173.375,2331,10869,14.6,34.2,2010,9,2,14.8,26.6
2010-09-02,177.847,2268,10264,12.1,31.2,2010,9,3,26.7,26.0
2010-09-03,216.362,2110,10309,12.4,32.0,2010,9,4,3.4,26.8
2010-09-04,497.626,2376,10718,14.1,28.0,2010,9,5,0.1,26.9
2010-09-05,443.931,2199,9935,17.2,25.7,2010,9,6,10.3,26.6
2010-09-06,130.487,2143,9178,15.4,31.4,2010,9,0,21.5,24.5
2010-09-07,122.069,1906,8359,14.7,30.8,2010,9,1,18.6,23.9
2010-09-08,107.739,1920,8280,16.2,29.1,2010,9,2,0.2,22.1
2010-09-09,191.199,2076,9615,14.9,37.0,2010,9,3,12.4,22.6
2010-09-10,241.817,2082,10181,15.2,38.0,2010,9,4,17.4,25.1
2010-09-11,652.001,2598,11157,17.5,33.0,2010,9,5,42.6,24.2
2010-09-12,577.293,2582,10728,18.1,32.3,2010,9,6,34.2,23.4
2010-09-13,140.954,2072,9349,18.1,35.9,2010,9,0,0.2,22.7
2010-09-14,131.748,2072,9375,19.2,36.5,2010,9,1,0.2,22.6
2010-09-15,138.295,2323,8407,13.3,24.3,2010,9,2,0.5,22.3
2010-09-16,214.918,2478,11305,7.1,35.0,2010,9,3,0.0,22.3
2010-09-17,252.023,2498,11907,7.4,32.5,2010,9,4,0.0,22.8
2010-09-18,680.919,2983,13517,7.7,25.8,2010,9,5,0.0,23.3
2010-09-19,676.087,2805,13359,8.7,24.0,2010,9,6,6.1,21.9
2010-09-20,471.68,2850,13297,9.7,26.3,2010,9,0,7.4,23.2
2010-09-21,597.626,2924,13560,10.7,20.5,2010,9,1,30.1,24.9
2010-09-22,878.037,2926,13668,11.7,19.4,2010,9,2,9.7,18.5
2010-09-23,992.526,2970,13785,12.7,18.2,2010,9,3,0.2,17.7
2010-09-24,645.632,2972,13631,13.7,19.0,2010,9,4,0.0,17.3
2010-09-25,687.154,2995,13568,14.7,21.2,2010,9,5,0.0,17.3
2010-09-26,501.635,2861,12341,15.1,22.3,2010,9,6,0.1,17.0
2010-09-27,120.901,2540,10686,17.4,27.2,2010,9,0,0.6,17.5
2010-09-28,127.325,2541,10630,18.4,28.6,2010,9,1,0.5,16.3
2010-09-29,126.629,2561,10483,18.1,29.2,2010,9,2,0.0,14.1
2010-09-30,166.2,2462,10583,16.9,22.6,2010,9,3,0.0,14.8
2010-10-01,192.813,2490,11092,17.9,25.5,2010,10,4,0.0,15.6
2010-10-02,459.764,2714,12352,18.9,25.1,2010,10,5,12.9,17.8
2010-10-03,426.891,2644,11836,19.9,22.4,2010,10,6,6.7,19.0
2010-10-04,130.771,2500,10431,20.9,23.1,2010,10,0,2.3,15.6
2010-10-05,121.63,2348,10022,22.6,23.9,2010,10,1,0.1,15.4
2010-10-06,137.514,2569,9621,18.2,24.3,2010,10,2,0.0,15.7
2010-10-07,146.776,2181,10159,17.8,21.3,2010,10,3,0.0,16.9
2010-10-08,216.841,2350,10985,20.2,23.9,2010,10,4,3.9,17.7
2010-10-09,446.347,2416,11935,21.2,21.2,2010,10,5,0.7,18.1
2010-10-10,386.635,2422,11359,22.2,20.4,2010,10,6,0.0,17.6
2010-10-11,106.523,2159,9715,23.9,18.9,2010,10,0,0.1,17.1
2010-10-12,110.35,2178,9680,24.9,19.6,2010,10,1,0.0,17.3
2010-10-13,111.134,2464,9036,16.7,17.4,2010,10,2,0.3,16.2
2010-10-14,155.505,2190,10490,17.8,26.0,2010,10,3,0.0,15.8
2010-10-15,193.823,2265,11144,18.8,28.0,2010,10,4,0.0,13.9
2010-10-16,469.468,2591,12119,15.5,26.2,2010,10,5,0.0,14.5
2010-10-17,382.667,2386,11696,16.5,27.7,2010,10,6,0.1,14.7
2010-10-18,114.636,2226,10391,21.8,31.7,2010,10,0,0.1,14.2
2010-10-19,110.759,2246,10272,22.8,31.5,2010,10,1,0.0,15.1
2010-10-20,120.564,2234,10366,23.8,31.6,2010,10,2,0.0,15.3
2010-10-21,147.418,2219,10088,10.0,25.9,2010,10,3,1.1,15.5
2010-10-22,205.239,2278,10748,11.0,26.1,2010,10,4,0.0,15.5
2010-10-23,419.527,2287,11522,12.0,25.3,2010,10,5,0.3,15.2
2010-10-24,382.144,2309,11039,13.0,27.2,2010,10,6,8.1,16.1
2010-10-25,111.985,2192,9758,14.0,30.6,2010,10,0,0.3,13.1
2010-10-26,110.314,2192,9563,15.0,32.2,2010,10,1,0.0,5.3
2010-10-27,110.376,2192,9438,16.0,30.3,2010,10,2,0.0,6.7
2010-10-28,185.227,2151,9552,12.7,48.2,2010,10,3,0.0,7.6
2010-10-29,226.152,2176,10305,13.0,50.1,2010,10,4,0.0,9.1
2010-10-30,528.305,2521,11474,15.4,45.1,2010,10,5,0.0,11.3
2010-10-31,494.772,2331,10852,15.7,46.5,2010,10,6,0.6,11.3
2010-11-01,150.468,2193,9314,20.9,55.6,2010,11,0,0.0,11.4
2010-11-02,138.613,2188,8987,21.9,55.0,2010,11,1,0.0,8.0
2010-11-03,135.428,2304,8122,12.9,50.9,2010,11,2,0.0,6.9
2010-11-04,157.318,2063,9897,9.9,42.3,2010,11,3,0.0,9.1
2010-11-05,207.996,2137,10585,6.7,45.0,2010,11,4,0.0,10.2
2010-11-06,511.303,2337,11285,8.0,40.0,2010,11,5,0.0,10.7
2010-11-07,444.809,2258,10995,8.8,39.4,2010,11,6,0.4,10.8
2010-11-08,128.968,2110,9707,11.2,42.1,2010,11,0,1.5,9.4
2010-11-09,122.365,2126,9531,12.2,41.9,2010,11,1,0.1,6.1
2010-11-10,204.589,2197,10200,9.1,55.4,2010,11,2,0.0,5.8
2010-11-11,247.797,2234,10539,8.7,54.5,2010,11,3,5.5,9.9
2010-11-12,273.968,2234,10961,9.7,48.3,2010,11,4,0.3,10.2
2010-11-13,649.974,2418,12098,10.7,49.0,2010,11,5,0.0,8.9
2010-11-14,546.183,2390,11560,11.7,46.0,2010,11,6,0.0,9.2
2010-11-15,148.249,2213,10187,13.2,39.7,2010,11,0,0.0,4.1
2010-11-16,136.276,2179,10003,13.4,38.3,2010,11,1,0.0,3.4
2010-11-17,191.666,2338,10527,12.3,42.1,2010,11,2,0.0,5.3
2010-11-18,264.32,2309,11393,6.6,35.4,2010,11,3,0.0,5.1
2010-11-19,246.606,2266,11581,7.6,28.2,2010,11,4,0.0,4.6
2010-11-20,575.74,2580,12317,8.6,32.7,2010,11,5,0.0,6.8
2010-11-21,450.882,2345,11807,9.6,30.5,2010,11,6,0.0,9.5
2010-11-22,151.137,2172,10402,9.7,23.7,2010,11,0,1.3,8.6
2010-11-23,140.914,2296,10534,11.6,23.1,2010,11,1,0.0,5.6
2010-11-24,166.174,2434,10056,7.9,32.5,2010,11,2,0.0,7.4
2010-11-25,186.367,2380,10460,8.2,36.2,2010,11,3,0.0,5.6
2010-11-26,230.913,2372,10982,9.2,32.8,2010,11,4,0.0,1.8
2010-11-27,501.227,2468,11885,10.2,34.6,2010,11,5,1.3,3.3
2010-11-28,433.585,2436,11343,11.2,33.2,2010,11,6,0.2,1.2
2010-11-29,141.005,2268,9843,10.5,24.9,2010,11,0,0.9,4.7
2010-11-30,150.138,2347,10247,13.2,23.0,2010,11,1,0.6,7.8
2010-12-01,175.723,2399,10767,8.8,30.0,2010,12,2,0.0,7.2
2010-12-02,193.057,2395,10852,9.8,35.7,2010,12,3,1.2,8.2
2010-12-03,244.294,2415,11439,10.8,41.0,2010,12,4,0.6,3.8
2010-12-04,532.805,2686,12102,11.3,36.4,2010,12,5,0.0,3.4
2010-12-05,452.651,2561,11587,12.1,37.0,2010,12,6,0.0,7.8
2010-12-06,164.645,2339,10093,14.3,39.0,2010,12,0,1.0,6.0
2010-12-07,161.131,2408,10126,14.8,41.1,2010,12,1,0.3,0.8
2010-12-08,183.123,2355,10533,9.7,30.2,2010,12,2,2.1,1.1
2010-12-09,253.486,2358,10835,10.4,30.7,2010,12,3,0.1,0.3
2010-12-10,323.848,2496,11613,10.9,26.4,2010,12,4,0.5,4.0
2010-12-11,723.597,2611,12346,11.3,35.4,2010,12,5,0.0,1.6
2010-12-12,608.454,2611,11768,12.1,33.9,2010,12,6,0.1,-0.8
2010-12-13,175.457,2461,10710,13.9,25.6,2010,12,0,11.9,3.7
