date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,year,month,day,rain,temp
2012-08-06,644.233,3435,12297,12.3,57.5,2012,8,0,1.2,29.0
2012-08-07,567.188,3463,12246,14.0,54.6,2012,8,1,0.2,28.2
2012-08-08,641.706,3015,12225,9.6,39.6,2012,8,2,0.0,27.0
2012-08-09,652.069,3192,12627,9.8,37.4,2012,8,3,0.2,27.2
2012-08-10,707.411,3267,12832,10.8,38.7,2012,8,4,8.0,25.3
2012-08-11,1204.927,3390,13191,12.0,37.2,2012,8,5,0.8,26.9
2012-08-12,1178.413,3429,12991,12.8,34.8,2012,8,6,26.8,26.2
2012-08-13,620.998,3159,12457,13.8,38.2,2012,8,0,35.0,25.5
2012-08-14,762.814,3342,12561,10.0,35.8,2012,8,1,6.2,25.4
2012-08-15,1470.791,3264,13617,10.4,24.5,2012,8,2,42.8,26.5
2012-08-16,655.263,3186,13136,11.4,29.4,2012,8,3,21.1,25.6
2012-08-17,705.586,3253,13474,12.4,29.3,2012,8,4,2.7,26.9
2012-08-18,1265.018,3428,14047,13.4,26.2,2012,8,5,2.6,27.6
2012-08-19,1118.224,3381,13643,14.4,26.0,2012,8,6,1.5,28.2
2012-08-20,415.796,3042,12593,14.4,29.2,2012,8,0,17.7,26.8
2012-08-21,407.206,3137,12627,16.4,28.5,2012,8,1,17.4,26.7
2012-08-22,454.705,2911,12408,14.6,30.5,2012,8,2,29.4,23.6
2012-08-23,455.266,2909,12261,14.1,35.5,2012,8,3,38.5,22.4
2012-08-24,529.164,2982,12712,15.1,34.6,2012,8,4,40.8,22.4
2012-08-25,1055.279,3195,13311,16.1,30.2,2012,8,5,3.4,25.6
2012-08-26,935.755,3078,12507,20.0,30.2,2012,8,6,0.0,27.0
2012-08-27,306.771,2792,11672,16.0,36.2,2012,8,0,1.9,27.1
2012-08-28,267.266,2847,11562,19.1,31.9,2012,8,1,38.3,25.9
2012-08-29,376.21,2606,11803,15.4,27.6,2012,8,2,2.6,26.2
2012-08-30,389.646,2796,12462,11.2,28.2,2012,8,3,67.5,22.3
2012-08-31,474.704,2810,12885,12.2,27.5,2012,8,4,1.7,22.6
2012-09-01,793.703,2890,12998,16.1,25.6,2012,9,5,0.5,22.9
2012-09-02,695.467,2872,12518,17.1,26.5,2012,9,6,0.3,23.3
2012-09-03,228.234,2741,11971,15.2,30.6,2012,9,0,0.1,23.7
2012-09-04,229.742,2745,11884,16.2,29.5,2012,9,1,23.3,23.1
2012-09-05,213.265,2756,11848,17.2,30.0,2012,9,2,9.9,22.8
2012-09-06,275.889,2767,11575,14.6,33.3,2012,9,3,0.0,20.8
2012-09-07,345.788,2837,12080,15.6,31.4,2012,9,4,8.7,21.9
2012-09-08,719.641,3007,12851,14.4,30.6,2012,9,5,33.3,21.9
2012-09-09,635.513,2935,12263,19.0,26.7,2012,9,6,7.9,19.9
2012-09-10,206.059,2869,11608,16.4,21.9,2012,9,0,10.4,21.0
2012-09-11,198.479,2815,11356,18.1,21.1,2012,9,1,0.0,20.9
2012-09-12,201.167,2805,11264,17.9,20.2,2012,9,2,0.0,21.1
2012-09-13,337.149,2983,11819,10.8,46.9,2012,9,3,5.8,21.3
2012-09-14,433.39,3043,12262,11.8,52.2,2012,9,4,4.3,19.8
2012-09-15,797.637,3201,12897,12.8,52.6,2012,9,5,2.9,19.8
2012-09-16,722.95,3152,12354,13.8,54.5,2012,9,6,46.6,18.8
2012-09-17,297.12,2933,11489,14.8,60.7,2012,9,0,95.5,18.8
2012-09-18,294.902,2970,11537,15.8,63.3,2012,9,1,0.1,20.7
2012-09-19,282.206,2971,11418,16.8,64.1,2012,9,2,0.3,19.6
2012-09-20,305.295,2901,11267,7.1,58.0,2012,9,3,0.0,18.9
2012-09-21,409.995,2975,11855,8.1,61.2,2012,9,4,0.0,18.7
2012-09-22,803.97,3215,12511,16.2,60.2,2012,9,5,0.1,19.1
2012-09-23,724.171,3269,12235,15.8,60.5,2012,9,6,0.0,19.3
2012-09-24,236.665,2778,10853,11.6,63.4,2012,9,0,0.0,19.1
2012-09-25,248.371,2805,10847,13.9,61.9,2012,9,1,0.0,19.2
2012-09-26,250.043,2832,10877,13.2,61.3,2012,9,2,0.0,18.8
2012-09-27,409.214,2802,11974,8.4,44.4,2012,9,3,0.0,18.8
2012-09-28,644.423,2960,13038,14.4,44.6,2012,9,4,1.6,18.6
2012-09-29,975.06,3367,13866,14.9,46.5,2012,9,5,0.1,16.6
2012-09-30,1217.697,3384,13786,15.7,50.2,2012,9,6,0.0,15.9
2012-10-01,1526.013,3481,13920,16.5,47.9,2012,10,0,0.0,16.7
2012-10-02,1343.907,3446,13865,17.3,49.0,2012,10,1,0.0,17.3
2012-10-03,1267.563,3231,13518,18.1,44.3,2012,10,2,0.0,17.4
2012-10-04,296.009,2754,12091,9.3,49.4,2012,10,3,0.0,17.1
2012-10-05,356.208,2814,12369,12.4,50.9,2012,10,4,0.0,17.5
2012-10-06,726.097,3128,13385,12.0,48.2,2012,10,5,0.1,17.9
2012-10-07,662.596,3083,12863,13.0,46.3,2012,10,6,0.0,16.7
2012-10-08,215.328,2649,11125,12.2,49.3,2012,10,0,0.0,15.6
2012-10-09,210.877,2614,10996,12.6,49.5,2012,10,1,0.0,15.2
2012-10-10,223.107,2628,11073,14.9,49.7,2012,10,2,1.6,15.4
2012-10-11,309.659,2833,12139,9.9,34.8,2012,10,3,0.0,13.7
2012-10-12,397.136,2939,12715,10.9,35.8,2012,10,4,0.0,13.4
2012-10-13,730.312,3221,13764,11.9,36.8,2012,10,5,0.0,14.5
2012-10-14,649.044,3138,13147,14.3,37.3,2012,10,6,0.0,15.4
2012-10-15,232.591,2857,12116,13.9,39.9,2012,10,0,0.0,13.7
2012-10-16,234.347,2793,11846,13.9,39.5,2012,10,1,0.0,15.6
2012-10-17,231.649,2829,11895,14.7,36.1,2012,10,2,1.6,13.6
2012-10-18,267.921,2816,11864,9.2,30.4,2012,10,3,0.0,10.5
2012-10-19,357.507,2925,12321,10.2,34.5,2012,10,4,0.0,12.3
2012-10-20,645.722,3152,13031,11.2,32.8,2012,10,5,0.1,13.6
2012-10-21,597.185,3134,12502,12.2,34.1,2012,10,6,0.0,15.7
2012-10-22,214.877,2699,11263,10.9,34.1,2012,10,0,26.7,14.7
2012-10-23,199.135,2839,11323,14.2,32.8,2012,10,1,0.0,11.0
2012-10-24,201.842,2809,11204,14.7,33.2,2012,10,2,0.0,11.6
2012-10-25,207.005,2489,11313,10.4,30.6,2012,10,3,0.1,13.2
2012-10-26,410.906,2763,11558,10.4,48.9,2012,10,4,0.0,14.5
2012-10-27,826.618,2982,12358,13.8,45.1,2012,10,5,25.4,14.8
2012-10-28,663.26,2973,11935,14.1,44.4,2012,10,6,0.0,15.4
2012-10-29,217.297,2619,10595,12.0,44.1,2012,10,0,0.0,12.1
2012-10-30,216.245,2714,10676,14.4,44.1,2012,10,1,0.3,10.3
2012-10-31,329.978,2692,10956,10.0,37.4,2012,10,2,0.4,8.2
2012-11-01,299.4,2732,10952,10.8,42.8,2012,11,3,0.1,7.2
2012-11-02,398.492,2797,11563,13.2,47.3,2012,11,4,0.0,6.2
2012-11-03,829.11,3068,12056,13.8,48.5,2012,11,5,0.0,8.1
2012-11-04,817.598,3087,11606,14.6,49.5,2012,11,6,5.8,10.8
2012-11-05,289.232,2683,10608,12.777777777777779,57.6,2012,11,0,3.0,10.4
2012-11-06,285.817,2738,10649,14.8,58.4,2012,11,1,4.5,9.3
2012-11-07,424.749,2779,10847,16.3,67.0,2012,11,2,0.0,9.8
2012-11-08,574.955,2778,11404,12.7,57.7,2012,11,3,0.0,10.0
2012-11-09,509.286,2863,11867,11.6,49.2,2012,11,4,0.0,9.8
2012-11-10,974.252,2961,12382,16.8,53.2,2012,11,5,3.0,12.1
2012-11-11,1009.205,2945,11972,17.8,51.4,2012,11,6,18.1,10.6
2012-11-12,341.052,2639,10936,15.1,44.9,2012,11,0,1.2,9.6
2012-11-13,323.184,2743,11009,16.0,43.3,2012,11,1,3.1,7.3
2012-11-14,350.086,2729,10822,17.7,43.0,2012,11,2,0.7,4.8
2012-11-15,476.579,2775,11770,12.6,41.3,2012,11,3,0.0,4.9
2012-11-16,561.001,2828,12289,14.1,36.7,2012,11,4,5.7,5.9
2012-11-17,1053.662,2872,12968,18.8,35.8,2012,11,5,4.0,7.5
2012-11-18,914.134,2861,12483,19.8,35.2,2012,11,6,0.0,4.5
2012-11-19,325.39,2662,11423,15.7,33.0,2012,11,0,1.1,5.3
2012-11-20,318.422,2721,11271,16.3,30.8,2012,11,1,0.0,3.2
2012-11-21,334.193,2772,11482,18.1,30.1,2012,11,2,0.0,3.7
2012-11-22,382.89,2635,11880,15.4,26.8,2012,11,3,0.0,6.2
2012-11-23,489.56,2760,12361,16.2,21.9,2012,11,4,0.5,6.1
2012-11-24,852.624,2972,12940,16.6,26.2,2012,11,5,0.0,3.3
2012-11-25,757.307,2995,12508,15.2,25.0,2012,11,6,1.2,3.5
2012-11-26,300.446,2572,11545,17.8,20.6,2012,11,0,2.8,3.8
2012-11-27,289.626,2659,11705,19.4,21.4,2012,11,1,0.0,1.8
2012-11-28,286.369,2491,11451,19.0,20.4,2012,11,2,0.8,6.2
2012-11-29,344.207,2772,11319,17.5,31.5,2012,11,3,0.0,2.9
2012-11-30,432.584,2985,12258,16.5,32.3,2012,11,4,0.1,2.6
2012-12-01,803.217,3225,12900,17.5,32.1,2012,12,5,0.2,1.0
2012-12-02,727.681,3230,12478,18.5,33.8,2012,12,6,0.6,3.1
2012-12-03,236.968,2861,11029,19.4,41.1,2012,12,0,3.2,3.2
2012-12-04,236.127,2875,10955,21.5,40.7,2012,12,1,0.1,0.2
2012-12-05,225.058,3001,11082,21.5,40.1,2012,12,2,6.7,0.0
2012-12-06,265.709,2878,10627,12.0,33.7,2012,12,3,0.6,-3.8
2012-12-07,337.384,2840,10819,21.4,33.8,2012,12,4,3.3,-2.1
2012-12-08,782.214,3083,12036,18.8,30.9,2012,12,5,0.9,-3.9
2012-12-09,711.581,3054,11561,19.8,30.1,2012,12,6,0.4,-6.2
2012-12-10,221.534,2704,10144,19.9,30.4,2012,12,0,0.0,-5.4
2012-12-11,258.117,2782,10014,22.1,28.8,2012,12,1,0.0,-4.2
2012-12-12,289.536,2947,10584,22.8,29.5,2012,12,2,0.0,-3.6
2012-12-13,365.992,2934,10246,19.6,45.1,2012,12,3,0.0,-1.3
2012-12-14,458.226,2957,10632,20.6,44.2,2012,12,4,25.3,3.3
2012-12-15,894.949,3173,11405,19.0,46.4,2012,12,5,0.5,5.3
2012-12-16,798.699,3163,11023,19.8,44.4,2012,12,6,0.0,3.3
2012-12-17,286.988,2722,10034,23.4,39.7,2012,12,0,0.0,2.7
2012-12-18,421.979,3326,10317,21.0,33.7,2012,12,1,0.0,-2.8
2012-12-19,1198.363,3445,12527,5.9,24.4,2012,12,2,0.0,-4.2
2012-12-20,395.487,3176,11081,5.3,31.9,2012,12,3,0.0,-1.8
2012-12-21,505.023,3302,11651,15.6,33.1,2012,12,4,6.7,0.9
2012-12-22,1020.993,3598,13137,8.9,30.6,2012,12,5,0.0,0.1
2012-12-23,1004.485,3551,12907,9.9,29.8,2012,12,6,0.4,-4.8
2012-12-24,928.301,3654,13011,8.5,31.8,2012,12,0,0.1,-6.7
2012-12-25,1657.854,3740,13217,4.8,25.2,2012,12,1,0.3,-4.3
2012-12-26,469.753,3399,11794,7.1,27.8,2012,12,2,0.0,-8.0
2012-12-27,470.469,3406,11870,8.1,27.5,2012,12,3,0.0,-4.1
2012-12-28,584.77,3352,12222,9.1,29.8,2012,12,4,7.3,-0.7
2012-12-29,1067.102,3518,13081,10.1,30.5,2012,12,5,2.2,0.7
2012-12-30,1084.599,3494,12865,11.1,31.5,2012,12,6,1.5,-3.5
2012-12-31,981.599,3464,13015,12.1,31.6,2012,12,0,0.2,-6.1
2013-01-01,1259.619,3344,12703,11.8,31.5,2013,1,1,2.0,-3.2
2013-01-02,454.291,3262,12040,12.8,33.5,2013,1,2,0.4,-6.0
2013-01-03,391.489,3199,11682,11.0,31.7,2013,1,3,0.0,-9.9
2013-01-04,449.795,3208,12021,12.0,31.6,2013,1,4,0.0,-9.0
2013-01-05,968.506,3310,12595,13.0,33.0,2013,1,5,0.0,-5.9
2013-01-06,899.986,3282,12279,14.0,33.2,2013,1,6,0.0,-4.1
2013-01-07,314.237,3115,11394,17.8,33.1,2013,1,0,0.0,-4.0
2013-01-08,329.992,3153,11562,16.0,31.4,2013,1,1,0.0,-3.2
2013-01-09,391.12,2964,11017,11.6,25.7,2013,1,2,0.0,-5.6
2013-01-10,389.917,3064,11218,11.0,28.1,2013,1,3,0.0,-6.9
2013-01-11,476.52,3141,11573,12.0,29.1,2013,1,4,0.0,-4.3
2013-01-12,1036.732,3401,12184,13.0,29.1,2013,1,5,0.1,0.3
2013-01-13,987.61,3401,11854,14.0,31.8,2013,1,6,0.0,-0.7
2013-01-14,364.062,3168,11249,15.0,37.8,2013,1,0,0.1,-0.7
2013-01-15,380.763,3190,11316,16.0,37.7,2013,1,1,0.0,-1.9
2013-01-16,369.343,3204,11263,17.0,38.7,2013,1,2,0.1,-0.7
2013-01-17,464.555,3217,11883,12.0,29.9,2013,1,3,1.9,-2.8
2013-01-18,529.268,3203,12052,10.5,31.8,2013,1,4,0.0,-3.3
2013-01-19,1122.233,3492,12842,14.0,30.8,2013,1,5,0.0,-0.1
2013-01-20,1044.6,3509,12495,15.0,31.7,2013,1,6,0.0,1.4
2013-01-21,369.723,3189,11582,12.9,35.0,2013,1,0,19.3,3.8
2013-01-22,394.982,3258,11610,13.7,33.6,2013,1,1,2.2,3.6
2013-01-23,441.86,3304,11938,11.8,33.0,2013,1,2,1.4,2.5
2013-01-24,494.218,3227,11718,12.7,40.5,2013,1,3,0.3,0.9
2013-01-25,569.797,3312,12072,13.7,45.7,2013,1,4,0.0,-4.6
2013-01-26,1256.356,3570,12727,14.7,40.3,2013,1,5,0.0,-5.5
2013-01-27,1229.279,3610,12438,15.7,42.6,2013,1,6,0.0,-5.0
2013-01-28,495.282,3298,11770,16.8,60.7,2013,1,0,0.0,-1.8
2013-01-29,563.739,3762,11593,17.3,47.1,2013,1,1,0.0,2.2
2013-01-30,627.407,2957,11547,14.5,42.8,2013,1,2,0.0,4.1
2013-01-31,627.309,2999,11744,15.5,47.3,2013,1,3,0.5,6.4
2013-02-01,705.032,3104,12127,17.1,47.6,2013,2,4,31.3,8.6
2013-02-02,1487.991,3352,13071,16.8,42.8,2013,2,5,0.0,3.0
2013-02-03,1330.963,3365,12696,17.8,41.9,2013,2,6,3.2,-0.2
2013-02-04,460.849,2852,11305,19.4,43.7,2013,2,0,4.2,2.0
2013-02-05,451.473,2958,11486,21.2,43.3,2013,2,1,3.9,0.6
2013-02-06,519.219,2796,12642,18.3,35.7,2013,2,2,2.2,1.1
2013-02-07,531.652,2965,12748,419.3,36.6,2013,2,3,0.1,-6.2
2013-02-08,802.403,3001,13442,423.3,36.6,2013,2,4,0.0,-8.2
2013-02-09,1220.911,3275,14204,422.0,37.0,2013,2,5,0.0,-5.1
2013-02-10,1410.617,3281,14076,425.3,37.6,2013,2,6,0.1,-1.7
2013-02-11,1722.648,3379,14016,422.6,35.4,2013,2,0,0.0,-2.8
2013-02-12,977.167,3023,13118,427.3,39.7,2013,2,1,0.3,-1.7
2013-02-13,501.796,2982,12757,424.8,42.9,2013,2,2,0.0,-0.9
2013-02-14,545.177,3040,12983,489.5,36.9,2013,2,3,0.0,2.1
2013-02-15,551.352,3027,13299,490.5,40.3,2013,2,4,0.0,1.4
2013-02-16,1087.564,3305,13795,10.2,41.0,2013,2,5,0.0,-1.6
2013-02-17,996.291,3308,13161,11.2,41.9,2013,2,6,1.9,2.0
2013-02-18,394.087,3030,12735,493.5,42.6,2013,2,0,1.8,2.9
2013-02-19,397.323,3086,12710,494.5,43.0,2013,2,1,0.5,-0.1
2013-02-20,375.226,3062,12646,495.5,41.9,2013,2,2,0.0,-1.9
2013-02-21,478.051,3084,12023,8.0,34.5,2013,2,3,0.0,-0.2
2013-02-22,519.327,3146,12549,9.0,37.1,2013,2,4,0.6,1.6
2013-02-23,952.488,3391,12938,10.0,35.3,2013,2,5,0.0,0.1
2013-02-24,950.098,3342,12558,11.0,35.5,2013,2,6,0.0,1.8
2013-02-25,422.447,3143,11823,12.0,36.9,2013,2,0,0.0,3.1
2013-02-26,440.93,3149,11831,13.0,36.4,2013,2,1,0.2,4.9
2013-02-27,440.392,3114,11439,11.4,34.6,2013,2,2,0.0,6.1
2013-02-28,585.88,3080,12393,9.4,28.0,2013,2,3,0.0,8.0
2013-03-01,1109.872,3382,13063,10.4,27.4,2013,3,4,4.9,4.2
2013-03-02,973.312,3442,13118,11.4,30.0,2013,3,5,0.0,0.4
2013-03-03,773.348,3397,12562,12.4,31.7,2013,3,6,0.0,1.3
2013-03-04,216.295,2805,11049,13.3,39.2,2013,3,0,0.0,3.4
2013-03-05,199.819,2614,10593,14.5,39.4,2013,3,1,0.0,4.7
2013-03-06,199.172,2622,10754,14.4,40.0,2013,3,2,0.0,7.9
2013-03-07,227.947,2920,11329,12.2,31.2,2013,3,3,0.8,9.4
2013-03-08,290.12,2940,11856,13.0,33.2,2013,3,4,0.0,9.8
2013-03-09,681.318,3296,12757,14.9,30.6,2013,3,5,0.0,13.5
2013-03-10,647.64,3245,12247,15.9,30.1,2013,3,6,0.0,5.8
2013-03-11,184.973,2928,10978,16.1,36.6,2013,3,0,0.0,4.5
2013-03-12,171.189,2932,10835,16.9,34.7,2013,3,1,1.4,9.1
2013-03-13,191.218,2962,11025,17.0,34.6,2013,3,2,16.1,6.5
2013-03-14,269.726,2833,10961,14.2,27.4,2013,3,3,0.0,4.3
2013-03-15,292.192,2865,11354,15.2,26.3,2013,3,4,0.0,5.9
2013-03-16,678.987,3175,12283,16.2,25.8,2013,3,5,0.0,7.6
2013-03-17,603.207,3178,11823,17.2,25.5,2013,3,6,16.0,8.9
2013-03-18,184.406,2692,10456,16.7,24.5,2013,3,0,16.3,10.3
2013-03-19,180.446,2705,10317,17.5,27.6,2013,3,1,0.0,10.7
2013-03-20,184.722,2721,10385,18.3,27.8,2013,3,2,2.3,5.5
2013-03-21,246.842,2741,10899,10.6,35.6,2013,3,3,0.0,2.5
2013-03-22,332.809,2795,11429,11.6,35.1,2013,3,4,0.0,5.3
2013-03-23,717.345,3086,12214,12.6,31.1,2013,3,5,0.0,6.7
2013-03-24,646.236,3061,11792,13.6,31.2,2013,3,6,0.0,6.5
2013-03-25,198.462,2736,10842,14.6,36.5,2013,3,0,0.8,3.8
2013-03-26,193.271,2571,10428,16.0,36.3,2013,3,1,0.0,5.1
2013-03-27,204.149,2580,10456,17.4,34.9,2013,3,2,0.0,9.0
2013-03-28,264.554,2695,11281,15.5,46.8,2013,3,3,0.0,9.9
2013-03-29,342.861,2821,11948,16.5,42.0,2013,3,4,0.0,7.2
2013-03-30,690.784,3048,12695,17.5,43.6,2013,3,5,0.3,6.6
2013-03-31,639.408,3028,12303,18.5,43.3,2013,3,6,0.6,7.3
2013-04-01,200.582,2760,11359,19.5,40.9,2013,4,0,0.0,9.2
2013-04-02,192.868,2771,11253,20.5,38.6,2013,4,1,1.4,7.4
2013-04-03,181.546,2757,11116,21.5,36.6,2013,4,2,0.0,10.0
2013-04-04,204.873,2696,11183,16.1,28.5,2013,4,3,0.0,11.9
2013-04-05,286.322,2828,11950,18.6,29.1,2013,4,4,0.3,13.1
2013-04-06,652.217,2918,12680,19.6,32.0,2013,4,5,24.7,8.5
2013-04-07,564.153,2893,12113,20.6,33.5,2013,4,6,1.6,5.2
2013-04-08,158.818,2673,10803,19.3,36.5,2013,4,0,0.1,8.6
2013-04-09,154.767,2531,10174,21.5,36.4,2013,4,1,0.3,8.2
2013-04-10,204.728,2696,10556,22.3,41.6,2013,4,2,0.1,5.5
2013-04-11,252.256,2708,11030,677.5,35.9,2013,4,3,0.5,7.0
2013-04-12,332.149,2823,11537,678.5,35.1,2013,4,4,0.0,6.9
2013-04-13,611.189,3064,12419,678.8,34.9,2013,4,5,0.0,11.8
2013-04-14,596.644,3018,11968,679.8,33.6,2013,4,6,1.5,11.4
2013-04-15,182.193,2737,10770,688.6,34.5,2013,4,0,0.0,7.9
2013-04-16,167.288,2737,10589,682.2,33.8,2013,4,1,0.1,15.6
2013-04-17,167.429,2727,10626,683.7,32.8,2013,4,2,0.3,12.1
2013-04-18,183.675,2919,11450,7.8,26.8,2013,4,3,0.0,11.8
2013-04-19,247.407,3013,11920,8.8,28.5,2013,4,4,0.0,9.4
2013-04-20,538.648,3147,12400,10.5,31.8,2013,4,5,9.7,5.8
2013-04-21,388.485,3104,11905,11.5,30.5,2013,4,6,0.0,8.8
2013-04-22,139.117,2921,11026,11.8,28.5,2013,4,0,0.0,11.3
2013-04-23,155.127,2832,10796,13.1,27.7,2013,4,1,22.1,10.9
2013-04-24,154.559,2862,10761,13.9,24.6,2013,4,2,1.5,13.6
2013-04-25,502.088,3065,11145,7.1,84.9,2013,4,3,2.2,10.8
2013-04-26,581.436,3053,11548,8.8,84.2,2013,4,4,0.5,11.4
2013-04-27,1081.2,3313,12515,9.1,83.5,2013,4,5,0.8,11.6
2013-04-28,990.291,3286,12083,10.1,83.8,2013,4,6,0.0,15.2
2013-04-29,349.28,2890,11015,11.7,81.3,2013,4,0,7.5,14.6
2013-04-30,405.723,2829,11017,15.2,80.2,2013,4,1,0.1,13.2
2013-05-01,711.698,3104,11971,371.7,77.7,2013,5,2,0.2,11.6
2013-05-02,296.065,2594,10935,12.1,75.6,2013,5,3,1.1,11.8
2013-05-03,487.654,2849,11596,375.0,78.6,2013,5,4,0.9,12.5
2013-05-04,999.203,3275,12982,374.7,77.1,2013,5,5,0.1,14.0
2013-05-05,978.422,3333,12631,375.7,71.9,2013,5,6,0.0,15.6
2013-05-06,240.74,2725,10855,375.0,70.0,2013,5,0,0.0,16.8
2013-05-07,187.295,2581,10615,16.8,65.6,2013,5,1,0.0,16.1
2013-05-08,203.253,2503,10525,17.3,60.1,2013,5,2,0.0,17.5
2013-05-09,229.185,2451,11181,9.555555555555555,50.0,2013,5,3,3.8,18.0
2013-05-10,364.85,2529,11825,9.9,54.1,2013,5,4,15.9,15.6
2013-05-11,758.309,2936,12662,373.8,60.2,2013,5,5,0.0,18.1
2013-05-12,671.497,2902,12284,375.0,58.2,2013,5,6,0.1,20.2
2013-05-13,169.004,2392,10914,11.5,47.9,2013,5,0,0.0,20.2
2013-05-14,160.32,2434,10793,13.4,44.5,2013,5,1,0.0,18.9
2013-05-15,227.145,2429,10926,13.2,44.0,2013,5,2,0.0,18.9
2013-05-16,350.973,2898,12565,7.0,26.4,2013,5,3,0.0,17.8
2013-05-17,956.321,3118,13603,10.2,29.2,2013,5,4,0.0,16.9
2013-05-18,844.324,3253,13619,9.8,27.5,2013,5,5,4.2,17.7
2013-05-19,782.475,3262,13060,10.8,25.0,2013,5,6,24.4,16.5
2013-05-20,223.994,2804,11700,8.7,33.2,2013,5,0,0.0,16.9
2013-05-21,211.779,2852,11448,8.9,32.7,2013,5,1,0.0,17.9
2013-05-22,265.663,3016,11584,9.3,34.1,2013,5,2,0.0,19.9
2013-05-23,265.161,3032,11575,10.1,37.2,2013,5,3,0.0,20.7
2013-05-24,361.112,3069,12096,10.9,36.3,2013,5,4,0.0,21.7
2013-05-25,776.939,3669,13120,11.7,33.5,2013,5,5,0.0,21.5
2013-05-26,728.812,3608,12594,12.5,33.8,2013,5,6,0.0,21.8
2013-05-27,244.463,2939,11300,11.6,35.6,2013,5,0,51.8,19.5
2013-05-28,243.271,2941,11327,12.2,35.1,2013,5,1,26.1,19.5
2013-05-29,242.389,3383,11460,14.9,29.8,2013,5,2,0.5,18.5
2013-05-30,295.685,2844,11744,9.3,27.7,2013,5,3,0.0,19.8
2013-05-31,391.181,2899,12267,12.4,29.7,2013,5,4,0.0,19.6
2013-06-01,753.953,3157,13164,12.7,30.1,2013,6,5,0.0,19.6
2013-06-02,668.379,3122,12717,13.7,30.2,2013,6,6,0.0,19.9
2013-06-03,177.558,2835,11409,15.4,31.2,2013,6,0,0.0,20.1
2013-06-04,163.53,2830,11222,16.4,31.2,2013,6,1,0.0,21.8
2013-06-05,704.703,3071,12481,10.0,68.8,2013,6,2,0.0,22.3
2013-06-06,1417.22,3476,13203,9.6,62.6,2013,6,3,0.6,22.2
2013-06-07,739.297,3399,12996,10.6,69.2,2013,6,4,0.2,22.2
2013-06-08,1147.821,3587,13556,11.6,69.0,2013,6,5,0.0,22.1
2013-06-09,1007.813,3532,13061,12.6,68.5,2013,6,6,0.0,22.5
2013-06-10,296.105,3036,11859,15.0,66.3,2013,6,0,0.0,22.6
2013-06-11,263.641,2993,11563,14.3,64.1,2013,6,1,4.8,21.0
2013-06-12,290.389,3054,11815,17.0,61.0,2013,6,2,3.4,20.7
2013-06-13,364.891,2762,11504,16.6,51.8,2013,6,3,0.1,22.3
2013-06-14,495.5,2801,11982,17.6,46.6,2013,6,4,1.5,22.2
2013-06-15,1001.433,2997,12719,16.6,46.0,2013,6,5,0.1,24.0
2013-06-16,844.288,2958,12271,17.6,46.3,2013,6,6,0.0,24.2
2013-06-17,243.039,2615,11065,15.5,43.0,2013,6,0,1.0,24.0
2013-06-18,236.079,2641,11004,742.8,40.3,2013,6,1,46.9,22.6
2013-06-19,254.149,2669,11081,20.6,39.9,2013,6,2,20.1,23.4
2013-06-20,414.086,2844,12061,5.0,57.0,2013,6,3,0.0,24.4
2013-06-21,499.933,2945,12750,8.2,56.0,2013,6,4,0.4,23.8
2013-06-22,957.459,3164,13552,12.7,54.9,2013,6,5,1.3,23.2
2013-06-23,880.357,3122,13063,13.7,56.1,2013,6,6,2.9,21.6
2013-06-24,330.722,2745,11912,8.7,58.1,2013,6,0,0.0,22.9
2013-06-25,306.07,2726,11753,12.9,56.6,2013,6,1,6.5,22.6
2013-06-26,318.859,2834,11921,10.0,56.4,2013,6,2,5.8,23.3
2013-06-27,364.329,2744,12474,739.2,40.9,2013,6,3,3.5,23.3
2013-06-28,439.056,2798,12913,737.3,44.3,2013,6,4,1.6,23.6
2013-06-29,823.347,2995,13623,742.5,46.5,2013,6,5,0.1,24.5
2013-06-30,756.216,2975,13061,743.5,46.0,2013,6,6,0.0,25.1
2013-07-01,290.346,2717,12307,743.2,45.3,2013,7,0,0.0,25.4
2013-07-02,280.363,2749,12350,744.2,43.6,2013,7,1,11.5,25.7
2013-07-03,421.198,2648,12516,744.6,48.4,2013,7,2,18.6,25.7
2013-07-04,422.773,2873,12334,9.3,49.4,2013,7,3,22.3,25.2
2013-07-05,584.616,3027,12826,8.9,50.0,2013,7,4,51.5,23.8
2013-07-06,1090.584,3125,13506,744.0,50.3,2013,7,5,0.0,25.0
2013-07-07,962.394,3068,13058,745.0,51.4,2013,7,6,19.3,24.4
2013-07-08,325.994,2782,12061,12.3,54.2,2013,7,0,14.6,26.1
2013-07-09,365.938,2861,12208,12.9,54.3,2013,7,1,1.7,27.0
2013-07-10,370.825,2866,11998,14.2,51.6,2013,7,2,2.3,26.9
2013-07-11,468.948,2829,12500,9.9,47.8,2013,7,3,5.0,26.8
2013-07-12,551.916,2916,12981,10.0,43.7,2013,7,4,6.3,26.0
2013-07-13,1144.599,3103,13653,16.9,44.7,2013,7,5,18.4,26.2
2013-07-14,1052.895,3086,13210,20.0,44.2,2013,7,6,23.6,25.9
2013-07-15,322.763,2842,12531,12.4,40.9,2013,7,0,14.2,26.0
2013-07-16,301.001,2884,12435,14.0,38.5,2013,7,1,0.5,27.3
2013-07-17,347.271,2788,12481,14.2,30.4,2013,7,2,8.5,26.4
