date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,rain,temp
10/29/14,227.679,3567,11399,14.8,34,0,11.2
10/30/14,188.445,3266,11828,10,31.5,0,12.8
10/31/14,287.828,3423,12431,11,33.1,23.6,12.9
11/1/14,533.517,3389,12701,16.2,34.8,1.9,15.1
11/2/14,454.415,3350,12143,14.4,33.6,2,12.3
11/3/14,144.432,3133,10985,11.8,33.1,0,8.8
11/4/14,128.797,3127,10821,12.6,35.2,0,9.2
11/5/14,139.218,3370,10841,12.7,30.7,0,10.3
11/6/14,331.86,3142,10985,10.6,67.6,0.1,12.3
11/7/14,451.551,3404,11644,10.9,73.2,2.4,10.3
11/8/14,949.509,3670,12417,11.9,72.1,0.5,11.2
11/9/14,867.799,3677,12032,12.9,74.5,0,10.8
11/10/14,283.174,3202,10681,12.4,78.4,0,8.6
11/11/14,296.666,3241,10736,13.9,77.8,0.4,9
11/12/14,397.19,3299,10974,15.4,79.3,2.2,8.6
11/13/14,536.455,3350,12243,6.3,66.9,0.1,2.8
11/14/14,473.037,3372,12293,6.6,75.4,0.2,5.2
11/15/14,985.446,3661,12896,8.3,76.1,0,5.6
11/16/14,894.272,3652,12474,9.3,76.6,0.2,7.7
11/17/14,277.922,3246,11459,11,75.6,0.5,7.1
11/18/14,275.273,3314,11057,10,72.4,0,5.4
11/19/14,261.994,3257,11172,9.2,68.7,0,4.8
11/20/14,366.98,3168,11506,9.1,43.9,0,6.2
11/21/14,476.304,3302,12063,491.4,51.1,0,8.1
11/22/14,963.31,3481,12701,10,55.8,1,9.3
11/23/14,872.191,3452,12362,10.8,55.4,0,8.9
11/24/14,289.844,3146,11507,12.1,50.5,28.1,9.7
11/25/14,280.854,3261,11506,11,48.9,1.7,10.2
11/26/14,349.612,3758,11535,11.5,43.6,0.1,9.4
11/27/14,313.858,3525,12329,5.6,36.4,0,8.5
11/28/14,432.387,3689,12951,6.6,40.4,5.9,9.5
11/29/14,822.744,3598,13097,8.3,45.6,0,10.3
11/30/14,785.536,3561,12768,9.3,43.8,9.5,9.9
12/1/14,251.472,3405,12124,12.4,39.5,1.8,2.7
12/2/14,247.886,3455,11874,9.5,39.1,0.7,-2.6
12/3/14,254.597,3405,11644,11,38.4,2.3,0.7
12/4/14,255.974,3417,11596,371.1,35.6,1.6,-0.4
12/5/14,338.269,3587,12189,372.1,36,1.3,-3.1
12/6/14,723.827,3828,13000,373.1,34.9,0.2,-2.3
12/7/14,651.432,3801,12645,374.1,33,0,-1.4
12/8/14,228.821,3501,11751,375.8,29.4,1.9,0.2
12/9/14,227.921,3601,11726,376.8,27.1,0,-0.9
12/10/14,267.176,3542,11719,373.9,19.2,0.4,3.3
12/11/14,284.911,3590,11803,374.8,20.9,0.2,2.5
12/12/14,377.127,3799,12540,416.6666667,27.2,1,-0.2
12/13/14,796.912,3972,13644,417.6666667,30,0.7,-2.3
12/14/14,770.679,3957,13413,418.6666667,35.4,0,-1.6
12/15/14,282.401,3512,11805,377.9,44.7,2.2,2
12/16/14,322.592,3545,11886,379.4,47.2,5,-1.1
12/17/14,556.447,3550,13331,12.88888889,36,1.9,-6
12/18/14,537.513,3563,13377,12.11111111,34.3,0,-5.3
12/19/14,653.898,3605,13928,416.8888889,34.7,0.6,-2.1
12/20/14,1268.207,3653,15041,12.66666667,34.5,2,0.8
12/21/14,1225.416,3637,14727,13.66666667,36.1,0.7,-3.3
12/22/14,464.672,3383,13389,15,41.2,0.5,-2.5
12/23/14,508.327,3800,13685,14.22222222,39.7,0,0.1
12/24/14,1108.289,3965,16045,9.888888889,29.6,0.2,3.4
12/25/14,2037.532,4278,16834,10.88888889,26.4,0,-0.3
12/26/14,906.884,4066,15688,11.88888889,36,0,-2.1
12/27/14,1430.34,4321,16324,12.88888889,37.3,0,-1.1
12/28/14,1385.89,4294,15879,13.88888889,39.2,0,-0.1
12/29/14,674.743,3954,14885,13.6,40.5,0,2.7
12/30/14,730.86,3984,15016,15.1,40.7,0,3.5
12/31/14,1179.605,4275,15341,13.9,39.2,0.9,0.1
1/1/15,1813.28,4229,15864,14.7,40.5,0.5,-4.9
1/2/15,1139.71,4149,15546,15.7,40.3,0.3,-3.8
1/3/15,1442.435,4333,15944,16.7,42.9,0,-2.3
1/4/15,1243.92,4305,15526,17.7,43.3,0,2.4
1/5/15,480.27,3993,14707,18.7,42,4.1,3.8
1/6/15,486.634,3991,14662,19.7,41,4.7,1.8
1/7/15,429.952,3932,14323,11,40.6,0,-3
1/8/15,440.271,3983,14399,12,39.7,0,-2.5
1/9/15,483.72,4069,14750,13,40.3,0,-0.2
1/10/15,1032.262,4336,15512,14,42.9,0,1
1/11/15,999.722,4281,15079,15,44.1,0.1,1
1/12/15,332.415,3998,14177,16,42.7,0,-1.7
1/13/15,339.249,4063,14155,17,41.6,0,0.4
1/14/15,492.676,3892,14380,11,27.6,0.4,2.7
1/15/15,568.455,4022,14497,12,26.7,0.2,3.1
1/16/15,587.506,4049,14794,13,26.5,0.3,1.5
1/17/15,1184.931,4305,15524,14,27.5,0,-0.9
1/18/15,1075.164,4268,15098,15,28.7,1.3,0
1/19/15,371.326,3933,14123,16,27.6,0.4,2.7
1/20/15,369.253,3950,14097,17,26.3,0,0.4
1/21/15,471.725,3919,13954,8.4,31.6,3.1,2.9
1/22/15,456.567,3969,13985,9.4,27.5,1.9,3.1
1/23/15,501.66,4058,14363,10.4,29.4,0,1.4
1/24/15,1088.532,4438,15057,10,26.5,0,2.6
1/25/15,1037.907,4390,14648,11,27,3.8,3.7
1/26/15,328.928,3889,13772,11.2,27.8,1.7,5.6
1/27/15,345.759,3921,13778,12.2,26.1,0.3,0.5
1/28/15,397.924,3817,13575,9.8,22.9,0.3,-2.1
1/29/15,341.45,3775,13551,10.8,21.4,1.4,0.3
1/30/15,388.401,3916,13970,11.8,22.2,0.2,0
1/31/15,811.024,4236,14691,12.8,30.9,0,-2.7
2/1/15,770.311,4221,14250,13.8,31.4,0,-1.9
2/2/15,215.065,3733,12906,14.8,21.7,0,-0.2
2/3/15,203.525,3815,12817,15.8,20.1,0,0.7
2/4/15,187.286,3703,12595,16.8,20,0,0.9
2/5/15,269.029,3672,12949,471.6,32.2,0.3,0.9
2/6/15,304.568,3683,13242,474.8,33.2,0,1.3
2/7/15,709.826,4199,14426,473.6,28.7,0,2.2
2/8/15,689.794,4147,14005,474.6,28.7,0,-4.8
2/9/15,190.337,3557,12362,477.8,33.9,0.1,-3.9
2/10/15,203.392,3594,12306,479.1,32.2,0,3
2/11/15,312.855,3598,13111,475.1,34.3,0,4
2/12/15,322.128,3814,13070,11.1,32,0,0.6
2/13/15,391.605,3932,13532,12.1,33.2,0,-0.7
2/14/15,926.081,4304,14456,13.1,33.1,0,2.2
2/15/15,819.141,4344,14072,12.6,31.4,3.8,6.1
2/16/15,335.832,3952,13340,15.1,33.1,10,5.1
2/17/15,523.52,4003,14064,13.4,31.5,0.3,3.6
2/18/15,852.005,4498,14613,13.1,33.1,0.1,2.3
2/19/15,1123.531,4557,14599,14.1,37.8,0.2,2.3
2/20/15,1416.453,4800,14952,15.7,33.6,0,4.2
2/21/15,1335.74,4756,14965,16.7,30.4,7.9,6.4
2/22/15,1013.401,4661,14340,17.7,27.3,1,6.3
2/23/15,340.612,3922,12942,18.7,33.5,0,3.2
2/24/15,332.406,3979,12904,19.7,31.2,0,3.4
2/25/15,391.891,4238,13022,18.3,27.7,0.1,5.2
2/26/15,356.217,3563,12657,8.2,24.9,0.2,3.6
2/27/15,388.258,3646,12852,14.2,27.7,0,-0.3
2/28/15,735.632,3979,13382,15.2,32.2,1.6,2
3/1/15,628.505,3945,12925,16.2,33.9,0.9,3.2
3/2/15,202.285,3531,12287,17.1,38.1,0,3.5
3/3/15,186.038,3542,12192,18.1,40,2.8,3.6
3/4/15,176.797,3503,12102,19.1,39.5,0,0.2
3/5/15,237.975,3451,13141,8.1,26.9,0,0.5
3/6/15,300.719,3535,13672,9.1,33,0,3
3/7/15,627.653,3753,13985,10.1,33.5,0,4.3
3/8/15,542.747,3732,13552,11.1,33.7,0,6.4
3/9/15,180.1,3491,12635,12.1,36.8,0.1,4.5
3/10/15,170.914,3447,12377,20.2,35.6,0,-1.6
3/11/15,170.678,3465,12506,21.2,34.2,0,2.5
3/12/15,266.838,3366,13313,7.9,29.1,0,3.5
3/13/15,334.861,3437,13757,8.7,25.4,1.2,5.6
3/14/15,773.159,3866,14639,9.3,23.8,0,4.8
3/15/15,618.872,3787,13941,9.7,22.3,0,6.4
3/16/15,191.515,3549,13212,11.3,26.3,0,9.3
3/17/15,181.856,3624,13046,12.3,25.6,0,11.7
3/18/15,196.565,3476,12973,12.7,24.1,31.8,9.6
3/19/15,206.698,3248,12764,10.8,21,0.5,11.4
3/20/15,279.824,3359,13251,11.8,22.6,0,12.1
3/21/15,642.726,3646,14102,12.8,24.4,0,11.9
3/22/15,579.868,3637,13755,13.8,24.3,0,9.7
3/23/15,160.572,3126,12147,11.6,23.4,0,5.5
3/24/15,154.472,3383,12400,12.8,23.8,0,4.9
3/25/15,315.703,3316,13050,11.9,45.6,0,5.9
3/26/15,235.372,3161,12777,12.2,46.6,0,8.1
3/27/15,323.569,3268,13414,11.8,47.1,0,9.6
3/28/15,725.428,3594,14475,14.2,47.5,0,11.1
3/29/15,647.122,3532,14053,15.2,49.9,0,12
3/30/15,203.242,3188,12771,22.6,51,0,13.1
3/31/15,204.473,3294,12965,17.2,50.1,3.1,12.8
4/1/15,333.234,3256,12820,13.7,40.6,1.9,11.7
4/2/15,263.498,3598,13091,10.3,47.1,7.7,13.4
4/3/15,383.4,3733,13564,11.8,45.6,9,12.9
4/4/15,808.283,4169,14611,12.3,46.5,17.8,11.1
4/5/15,748.754,4148,14175,13.3,48.6,3,10
4/6/15,223.122,3644,12848,14.2,48.8,4.2,10.4
4/7/15,192.568,3639,12687,15,46.2,0.9,7.5
4/8/15,184.488,3399,12186,14.6,46.5,0.3,7.9
4/9/15,221.33,3573,13343,11,35.9,0,9
4/10/15,293.516,3620,13683,12,40.5,0,10.5
4/11/15,567.466,3777,14278,15.1,43.2,0,11.4
4/12/15,505.21,3746,13851,16.1,43.2,0.6,11.9
4/13/15,175.843,3389,12722,14.9,39,7.5,10.4
4/14/15,182.553,3418,12746,30,37.2,10.2,8.6
4/15/15,160.442,3409,12544,31,36.1,1,12
4/16/15,168.793,3390,12725,15,34.2,2.7,11.6
4/17/15,221.083,3497,13185,16,38.5,0,11.4
4/18/15,430.383,3549,13617,20.5,42.1,2.4,13.7
4/19/15,460.226,3534,13260,21.5,41.8,14.2,14.2
4/20/15,147.712,3223,12097,19.5,37,11,11.5
4/21/15,121.717,3242,11735,19.7,34.4,0,12.8
4/22/15,122.047,3235,11722,20.5,32.7,0,13.8
4/23/15,671.667,3465,12806,7.8,92.6,0,14.4
4/24/15,711.972,3612,13439,16.7,91.3,0,15.6
4/25/15,1278.512,3730,14126,21.2,90.6,0,15.7
4/26/15,1130.166,3669,13738,21.5,90,0,18.2
4/27/15,338.43,3366,12657,17.2,87.2,0,18.7
4/28/15,311.117,3389,12567,21.3,82.5,8.2,17.6
4/29/15,471.018,3425,12969,17.2,68.7,23.2,15.8
4/30/15,493.965,3225,13244,15.3,70,0.2,17.9
5/1/15,1037.068,3935,14632,7.7,74.9,0,19.2
5/2/15,1126.924,4119,14890,8.7,73.9,1.9,19.8
5/3/15,1068.085,4120,14656,9.7,70.6,12.9,17.6
5/4/15,880.216,4093,14668,10.7,70.1,0,16.4
5/5/15,1145.357,4386,14615,11.7,63.1,0,14.2
5/6/15,230.742,3541,12839,12.2,57.7,0,14.9
5/7/15,219.837,3458,12872,274.7,47.5,0,16.3
5/8/15,287.197,3566,13351,275.7,50.9,0,16.9
5/9/15,642.335,3948,14223,276.6,53.3,0.2,17.7
5/10/15,600.988,3942,13878,277.6,51.4,0,16.7
5/11/15,167.162,3164,12232,277.7,44.3,23.8,16.8
5/12/15,172.59,3313,12350,278.7,42.5,9,15.8
5/13/15,161.5,3271,12322,279.5,40.7,0,19.6
5/14/15,284.069,3397,13641,274.6,36.8,0,20.7
5/15/15,439.214,3528,14313,275.6,35.7,1.3,19.1
5/16/15,830.09,3687,14734,11.3,36.3,0,18
5/17/15,758.325,3532,14043,10.9,36.6,0,18
5/18/15,250.126,3263,13416,10.4,40,4,16.3
5/19/15,230.339,3327,13412,13,41.2,0.7,17.9
5/20/15,240.1,3352,13436,280.6,42.2,0,16.7
5/21/15,327.113,3477,13820,13.5,24.6,0,18.7
5/22/15,427.175,3561,14318,277.3,27.9,0,20.7
5/23/15,890.425,3747,15364,13.4,30,0,20.2
5/24/15,1058.255,3850,15402,14.4,31.1,0,20.3
5/25/15,1005.856,3820,14887,15.4,29.7,0,20.2
5/26/15,236.523,3360,13544,12.1,32.4,0,21.8
5/27/15,338.712,3694,13564,7.9,28.2,0,21.4
5/28/15,262.29,3326,13049,8.6,27.9,0,21.7
5/29/15,355.941,3480,13665,8.9,30.6,0,22.5
5/30/15,831.549,4011,14570,10.6,31,2.7,19.1
5/31/15,733.02,3960,14148,11.6,31,0,20.4
6/1/15,220.656,3283,12874,14.5,29.6,0,21.8
6/2/15,192.203,3415,12865,13.6,30.7,0.4,21.7
6/3/15,228.085,3392,13319,13.3,42.2,0,21.7
6/4/15,244.563,3419,13648,8.7,43.5,0,21.6
6/5/15,317.625,3500,14104,13.9,46.1,3.2,16.9
6/6/15,672.222,3805,14854,12.1,48.5,0,19.1
6/7/15,524.617,3770,14338,13.1,49.5,0,20.9
6/8/15,174.018,3330,13038,13.3,45.5,1.3,20.2
6/9/15,156.896,3377,13082,13.7,43.2,0,21.7
6/10/15,164.34,3327,12986,14.2,41.5,0,23.7
6/11/15,374.684,3211,13516,13.5,74.1,1.7,21.8
6/12/15,444.656,3281,14015,13.8,70.9,0.7,23.2
6/13/15,909.163,3548,14738,14.8,71.5,0.7,22.6
6/14/15,809.751,3486,14279,15.9,71.7,5.1,21.8
6/15/15,232.428,3202,13359,16.7,66.4,0,23
6/16/15,211.652,3255,13406,17.8,65.1,1.1,22.6
6/17/15,222.913,3187,13278,19,63.1,2.9,21.4
6/18/15,398.984,3389,14401,11.9,42.9,0.8,22.5
6/19/15,494.382,3427,14875,12.7,39.4,2.2,22.4
6/20/15,1047.923,3545,15572,14,45.8,12.2,19.4
6/21/15,931.845,3518,15099,12.9,47,0.1,21.2
6/22/15,336.118,3294,14192,12.1,42.1,0.2,22.3
6/23/15,304.169,3398,14239,16,41.9,0.1,23.1
6/24/15,463.436,3211,14113,14,31.5,3.4,22.5
6/25/15,419.029,3426,14278,7.9,38.7,14.6,21.8
6/26/15,538.607,3613,14652,8.9,40.3,32.4,20.9
6/27/15,1065.687,4085,15482,5.7,39.2,0.7,21.6
6/28/15,1012.118,4092,15070,6.7,41.8,0,22.1
6/29/15,408.74,3477,14022,11.9,51.2,0.2,23.5
6/30/15,409.676,3540,14037,12.9,50.6,11.5,21.4
7/1/15,371.874,3514,13853,13.9,49.7,0.9,22.6
7/2/15,511.483,3193,13730,12.8,50.8,0.2,22.4
7/3/15,648.403,3265,14112,8.7,44.6,0.5,22.3
7/4/15,1196.696,3599,14812,9.2,44.7,0,21.2
7/5/15,1059.151,3633,14478,10.2,42.7,0.4,21.8
7/6/15,341.461,3145,13392,11.7,39.7,0.2,22.2
7/7/15,381.532,3261,13531,14.3,37.3,13.3,20.1
7/8/15,417.593,3314,13423,12.7,39,23,21
7/9/15,525.017,3808,14792,8.6,26.8,19.1,22.8
7/10/15,607.904,3990,15252,9.6,25.7,0,25
7/11/15,1316.914,4198,16070,11.2,26.4,9.2,25.9
7/12/15,1267.821,4155,15621,10.88888889,26.2,44.8,24.2
7/13/15,361.042,3702,14667,11.6,24.4,3.6,23.9
7/14/15,348.032,3801,14639,13.6,26.1,0.1,25.4
7/15/15,362.223,3913,14459,11.9,27.2,1,25
7/16/15,385.4,3837,14554,10.1,26.5,0,22.9
7/17/15,542.491,3965,15213,11.1,29.4,0.3,21.6
7/18/15,1076.478,4328,16067,12.1,36.1,0.1,23
7/19/15,1002.431,4251,15562,12.4,37.6,1.5,24
7/20/15,328.046,3832,14687,14.1,34.9,2.7,24.3
7/21/15,325.76,3849,14617,15.1,36.7,4.1,24.6
7/22/15,696.764,3934,14102,339.6,67.9,2.8,25.7
7/23/15,628.818,3996,14205,339.7,68.7,13,25.9
7/24/15,791.3,4132,14829,344.3,68.7,17.4,25.6
7/25/15,1473.207,4446,15473,345.3,64.7,8.8,26.5
7/26/15,1451.637,4448,15227,346.3,65.9,3.8,27
7/27/15,663.417,4118,14648,347.3,64.1,1.8,26.6
7/28/15,640.53,4173,14660,348.3,62.6,0.6,27.4
7/29/15,935.778,4118,15101,342.5,51.8,7.1,27.3
7/30/15,1117.97,3911,15405,11,43,0,28.7
7/31/15,1219.472,4044,15596,11,41.8,0.2,28.3
8/1/15,1747.459,4083,16259,12.3,44.5,1,27.6
8/2/15,1658.799,4132,16077,14.7,44.1,5.1,27
8/3/15,1147.723,3964,15606,11.9,40.3,0,28.1
8/4/15,1043.753,4035,15444,15.3,37.9,0,28
8/5/15,1165.211,3985,15482,9.1,35.6,0,28
8/6/15,1055.148,4096,15571,9,38.5,0,28.4
8/7/15,1164.849,4231,15842,9.3,41.1,2.2,28.5
8/8/15,1768.281,4309,16126,10.4,40.5,6.8,27.1
8/9/15,1713.112,4291,15930,11.3,42.4,0,26.8
8/10/15,841.237,4022,15250,12.1,50,0,26.4
8/11/15,805.78,4092,15168,13.1,50.5,6.7,25.1
8/12/15,769.132,4061,15261,13.3,50.9,5.1,23.8
8/13/15,881.008,4126,15457,10.2,46.2,6.9,24.8
8/14/15,1539.225,4483,15957,11.2,46.6,1.1,25.1
8/15/15,1738.291,4698,16182,12.2,47.8,0,25.9
8/16/15,1478.48,4688,15670,13.3,48.1,6.9,24.8
8/17/15,627.872,4095,14944,14.2,49.5,1,25.1
8/18/15,570.199,4160,14931,15.2,48.4,0,25.2
8/19/15,514.422,4144,14661,16.2,46.6,0,25
8/20/15,594.016,4095,15000,14.3,37.1,5,24.1
8/21/15,676.444,4148,15279,15.3,41.9,26.6,23.6
8/22/15,1211.968,4339,15597,17.1,44.1,0.3,24.3
8/23/15,1190.506,4295,15242,18.1,43.8,0.1,24.9
8/24/15,405.863,3975,14303,18.3,40.1,3.1,24.7
8/25/15,427.829,4047,14185,19.3,40.8,26.8,21.5
8/26/15,490.226,4151,14172,20.3,39.5,0.4,22.2
8/27/15,383.294,3807,14431,14.3,34.5,1.4,23.2
8/28/15,477.802,3910,14805,15.3,39.2,2.5,23
8/29/15,1019.523,4136,15108,20.5,43.6,0,22.9
8/30/15,957.957,4117,14741,22.2,44,0.4,23.2
8/31/15,333.941,3760,14182,18.3,42,1.8,23.9
9/1/15,280.119,3622,13717,16.8,41.6,5,23.6
9/2/15,279.071,3452,13313,17.7,38.6,9.6,22.8
9/3/15,395.791,3601,13644,11.4,43.7,1.8,22.9
9/4/15,502.769,3720,14165,11.7,44.1,0,23.3
9/5/15,1043.791,3857,14736,16.3,46.4,9.4,21.7
9/6/15,925.376,3955,14513,17.3,45.9,6.6,20.9
9/7/15,258.892,3750,13723,15.4,40.6,0.1,20.7
9/8/15,227.81,3612,13322,16,39.1,0,20
9/9/15,233.89,3583,13230,16.8,39.1,0,20.3
9/10/15,226.83,3497,12991,14.9,32.2,0,20.6
9/11/15,325.689,3616,13582,16.6,37.8,1.5,21
9/12/15,708.264,3750,14314,17.6,41.9,3.8,18.8
9/13/15,600.48,3708,13931,18.6,41.2,0,18.6
9/14/15,171.953,3508,12801,18.7,30.9,0,19.1
9/15/15,155.358,3555,12632,21.3,30.7,0,19.3
9/16/15,422.683,3277,13446,17.2,56.9,1.6,18.9
9/17/15,402.214,3388,13713,17.2,53.9,4.4,19.3
9/18/15,544.213,3474,14190,18,51,0,20.1
9/19/15,1078.172,3639,14929,19.2,50.2,0,20.1
9/20/15,972.312,3628,14568,20.2,50.8,0,20.1
9/21/15,281.514,3296,13541,19.7,51.7,0,20.6
9/22/15,269.105,3310,13435,20.1,51.5,0,20.6
9/23/15,273.634,3154,13236,21.6,48.4,8.4,19
9/24/15,382.464,3684,14599,8.7,29.6,1.2,20.7
9/25/15,684.987,3826,15349,9.7,33.9,0,20.6
9/26/15,1121.558,4251,16010,10.7,36.6,0,20.1
9/27/15,1460.281,4510,16025,11.7,38.6,0,19.7
9/28/15,1798.33,4719,16349,12.7,36.5,0,20.5
9/29/15,1523.099,4636,15727,13.7,33.6,0,20.7
9/30/15,570.979,3849,13986,14.1,29,1.7,19.3
10/1/15,390.591,3731,13732,12.3,26.6,37.4,18.1
10/2/15,419.141,3847,14007,13.3,26.3,0,15.9
10/3/15,847.478,4124,14670,14.3,25.7,0,18.2
10/4/15,695.953,4114,14230,15.3,28.1,0,16.5
10/5/15,223.967,3580,12975,15.5,31.9,0,16.7
10/6/15,228.326,3688,13003,17.3,33,0,16.8
10/7/15,245.627,3708,12965,19,32.7,0,17.2
10/8/15,562.973,3653,13969,16.4,48.5,0.1,17.5
10/9/15,1134.031,3930,14792,18.1,47.8,0.4,16
10/10/15,1103.405,4126,14999,19.1,49.1,4.8,13.7
10/11/15,942.042,4054,14471,20.1,48,2.2,12.7
10/12/15,277.44,3509,13362,19.6,46.6,0.5,13.4
10/13/15,265.466,3609,13359,20.4,43.9,0,14.4
10/14/15,292.275,3564,13165,22.1,44.4,0,15.5
10/15/15,260.552,3915,13481,8.5,40,0,15.7
10/16/15,389.443,3718,13176,10.5,43.4,0,15.8
10/17/15,713.329,4113,14390,11.2,48.3,0,16.1
10/18/15,624.515,3873,13558,12.3,46.5,0,16.2
10/19/15,196.902,3723,12945,12.4,39.3,0.1,16.4
10/20/15,192.61,3770,12813,15.3,38.6,0,16.8
10/21/15,198.057,3782,12723,14.6,38.8,0.2,16.9
10/22/15,290.025,3605,13611,14.8,31.3,0.3,16.3
10/23/15,406.418,3778,14209,13.7,30.7,0,16.3
10/24/15,757.311,3803,14759,19.6,31.4,1.2,16.2
10/25/15,672.838,3825,14350,18.5,32.7,0,14.7
10/26/15,212.337,3381,13110,15.6,34.8,0.4,14.4
10/27/15,222.594,3425,13093,17,35.6,16.3,13.4
10/28/15,344.157,3842,13449,7.2,26.7,0,11.4
10/29/15,230.566,3747,13495,7.5,28,0.4,10.5
10/30/15,326.191,3889,14074,8.5,26,0,8
10/31/15,659.617,4022,14641,10.1,27.6,0,6.3
11/1/15,585.231,3959,14207,11.1,28.7,0.1,6.7
11/2/15,180.288,3552,12888,11.3,29.9,0.2,10.1
11/3/15,165.848,3609,12782,12.1,28.2,0,10.8
11/4/15,169.009,3607,12816,13.6,27.4,0,10.9
11/5/15,306.278,3427,13452,380.2,59.8,0,12.9
11/6/15,419.082,3689,14286,375.7,62.8,2.6,13.5
11/7/15,920.04,4079,15256,375.9,61.1,28,13.2
11/8/15,859.378,4058,14877,376.9,62.3,13.8,13.7
11/9/15,275.259,3484,13496,378.5,65.9,3.2,12.7
11/10/15,244.454,3659,13582,379.7,63.1,0.2,11.1
11/11/15,466.946,3600,13345,378.8,45.9,2,11.5
11/12/15,444.418,3636,13592,377.5,49,0.6,13.7
11/13/15,496.301,3706,13942,378.5,48.3,24.4,12.1
11/14/15,921.78,3799,14434,379.5,48.7,5,13.8
11/15/15,754.311,3563,13723,379.9,48.8,0,13.5
11/16/15,245.187,3436,12970,381.4,50.9,10.7,12.6
11/17/15,250.708,3455,12978,383.6,51.3,0.5,14.3
11/18/15,344.205,4099,12660,381.8,30.1,7.9,11.6
11/19/15,433.344,3282,13642,378.9,53,0.9,10.2
11/20/15,542.917,3372,14054,389,52.5,0.1,11
11/21/15,948.157,3550,14781,376.7,51.9,0.1,9.6
11/22/15,894.686,3567,14385,376.3,55.1,4.6,11.3
11/23/15,355.161,3243,13367,381.8,59.4,6.6,10.9
11/24/15,326.361,3242,13130,378.7,58.6,2.8,8.5
11/25/15,496.47,3913,14352,372,50.2,9,5.6
11/26/15,362.919,4008,14149,5.5,51.5,3.3,0.9
11/27/15,464.873,4019,14573,374,54,0.6,1.1
11/28/15,831.919,4235,15580,374.3,56,0,3.2
11/29/15,765.048,4231,15166,375.3,55.6,0.8,5.2
11/30/15,290.743,3758,13789,377,53.2,0.2,6.4
12/1/15,262.537,3760,13474,415.8,50.1,0,4.7
12/2/15,248.811,3673,13540,379,52.8,5.7,7.3
12/3/15,294.927,3721,13556,7.3,40.9,3,3
12/4/15,360.273,3739,13934,8.3,44.3,0.5,2.8
12/5/15,681.111,3987,14750,10,46.6,0,5.5
12/6/15,626.81,3959,14359,11,45.2,0,3.2
12/7/15,221.865,3477,13039,11,43.5,0,3.5
12/8/15,226.902,3582,12987,11.8,40.9,0,4.6
12/9/15,226.478,3554,12948,12.6,38.8,0,6.2
12/10/15,253.604,3817,12194,9.1,35.1,14.1,8.7
12/11/15,303.119,3954,13039,10.2,38.8,3.7,7.6
12/12/15,581.514,4201,14056,11.2,39,0,5.5
12/13/15,531.684,4155,13634,12.2,38.6,0,6.5
12/14/15,183.205,3624,11895,13,41,3.9,6.9
12/15/15,192.196,3830,12255,14.2,39.6,0.5,7.2
12/16/15,421.457,3579,13209,11.3,45.2,2.4,1.7
12/17/15,523.867,3716,14287,817.7,34.9,0.3,-2
12/18/15,600.867,3793,14729,450.5,37.8,0,-0.5
12/19/15,1119.173,3819,15546,451.5,36.1,0,1.4
12/20/15,1132.062,3813,15188,450.5,38,0.8,2.1
12/21/15,412.209,3530,14068,451.3,42.4,1.5,4.3
12/22/15,399.301,3654,14210,453.8,42.5,0.1,4.1
12/23/15,432.955,4046,14604,450.8,40.5,1.9,6.3
12/24/15,875.664,4724,16072,446.2,41,0,4.2
12/25/15,1991.015,5178,17322,448.6,36.6,0,1.4
12/26/15,1398.235,5086,16866,9.4,38.8,0.2,3.8
12/27/15,1145.132,5055,16254,10.4,39.5,0,-0.8
12/28/15,435.92,4558,15135,11.4,39.9,0,-2.4
12/29/15,468.316,4690,15213,12.4,38.9,0,-1.4
12/30/15,681.867,4554,15285,10.8,33.1,1.1,0.9
12/31/15,878.377,4610,15562,9,32.2,0.3,2
1/1/16,1399.765,5050,15878,10,38.3,0,1.7
1/2/16,1422.829,5237,16012,8.7,27.5,0,5.1
1/3/16,1031.06,5215,15479,9.7,27.1,0,5.9
1/4/16,389.12,4720,14448,10.7,23.6,0,5.3
1/5/16,346.976,4724,14295,11.7,23,0.5,0.6
1/6/16,309.685,4678,14161,12.7,23.7,0,0.7
1/7/16,401.804,4294,13877,4.8,16.1,0,0.4
1/8/16,412.34,4554,14267,6.6,18.2,0,-0.5
1/9/16,865.848,4909,14949,8.9,20.4,0,0.7
1/10/16,804.807,4852,14522,9.9,22.8,0,1.7
1/11/16,254.481,4491,13493,10.9,20.3,0,-0.7
1/12/16,252.596,4522,13372,11.9,19.9,0,-2.1
1/13/16,229.124,4474,13202,12.9,18.4,0.8,-1.2
1/14/16,354.345,4152,12983,8.3,31.6,0.1,-1.1
1/15/16,368.604,4463,13638,9.3,33.4,0.1,-0.2
1/16/16,776.094,4603,13893,11.7,36.1,0,0.8
1/17/16,721.336,4697,13855,11.3,35.1,3.3,2.1
1/18/16,230.618,3894,12139,11.3,32.8,0.9,-2
1/19/16,216.532,4089,12222,15.7,32.2,0.8,-7.5
1/20/16,213.61,4340,12744,14.3,31.4,0,-6.9
1/21/16,263.636,4242,13560,9.2,26.8,0,-4.7
1/22/16,293.281,4372,13881,10.2,25.4,0,-4.2
1/23/16,627.563,4648,14391,11.2,26.5,1.2,-7
1/24/16,537.349,4593,13794,12.2,27.1,1.5,-10.8
1/25/16,189.332,4215,12946,13.2,26.9,0.3,-6.6
