date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,rain,temp
5/2/12,289.997,2666,10515,15.1,62.2,1.2,19
5/3/12,338.31,2702,10928,11.5,51.4,1.5,17.4
5/4/12,537.838,2800,11639,533.9,56.1,0.1,18.9
5/5/12,1382.911,3369,13030,12.8,50.8,0.1,19.6
5/6/12,919.909,3308,12377,18,55.9,0,17.7
5/7/12,273.675,2752,11022,16.1,51.5,0,18.4
5/8/12,239.683,2748,10806,20,49.5,1.1,18.9
5/9/12,245.862,2699,10747,20.5,48.8,0.1,18.4
5/10/12,271.344,2607,10601,12.8,39.3,0.2,15.9
5/11/12,391.542,2741,11285,13.8,44,0.1,14.5
5/12/12,934.585,3164,11900,13.6,48.6,0,15.5
5/13/12,855.687,3119,11366,17.3,48.5,0,16.9
5/14/12,231.662,2597,10746,16.7,42.1,17.6,15.6
5/15/12,271.398,2608,10495,17.5,41.5,0.5,17.5
5/16/12,198.01,2582,10273,18.3,39.1,0.1,17.3
5/17/12,332.674,2883,11695,13.4,34.3,1.3,16.1
5/18/12,418.494,2983,12139,14.4,29.6,0,16.7
5/19/12,854.392,3182,12593,16.8,30.5,0,17.8
5/20/12,764.905,3192,12134,17.8,30.3,0,19
5/21/12,255.324,2749,11052,18.6,41,0,19.4
5/22/12,239.203,2754,10984,18.7,43.9,0,20
5/23/12,240.547,2876,11263,19.4,45.6,0,20.7
5/24/12,314.447,2470,11099,12.5,48.4,0.3,19.7
5/25/12,436.759,2642,11913,19.3,47.8,0.3,19.9
5/26/12,894.043,3054,12933,11.5,47.5,0,19.7
5/27/12,1036.835,3071,12939,17.7,47.7,0.3,20.4
5/28/12,1020.186,3034,12520,18.5,46.6,1.3,19.7
5/29/12,238.154,2435,10858,12.9,40.9,0.1,20.4
5/30/12,291.951,2648,11785,10.7,29,3.5,18.7
5/31/12,343.706,2717,12231,10.7,24.5,1.1,19.6
6/1/12,409.578,2742,12728,11.1,26.1,0,19.8
6/2/12,918.071,3082,13522,13,26.7,1.5,20.3
6/3/12,796.064,3119,13117,13.8,26.2,0,20.9
6/4/12,219.431,2661,11960,13.9,26.5,0.2,21.6
6/5/12,381.703,3391,12306,14.3,19.9,0,23.1
6/6/12,1263.687,3319,13318,11.5,21.4,0,22.7
6/7/12,331.353,3012,12190,12.5,30.6,0,22.7
6/8/12,405.453,3067,12652,13.5,32.4,7.7,20.1
6/9/12,932.696,3531,13858,14.5,22.6,0,21.6
6/10/12,821.606,3511,13394,15.5,22,1.1,22.1
6/11/12,239.92,2872,11636,10.7,34.1,0.2,21.5
6/12/12,232.908,3000,11821,17.5,36.4,2.2,22
6/13/12,232.507,3007,11781,18.5,34.9,1.4,21.4
6/14/12,271.247,2956,12093,10.3,29.5,0,21.5
6/15/12,350.348,3059,12712,11.3,28.7,4.5,20.4
6/16/12,739.334,3447,13774,12.3,21.1,0.3,22.2
6/17/12,611.678,3427,13303,13.3,23.2,0,23.2
6/18/12,198.094,2968,11907,14.3,27.3,3.3,22.2
6/19/12,210.721,2975,11805,15.3,29.1,7.2,22.9
6/20/12,212.912,3016,11755,16.3,26,0.2,22.6
6/21/12,275.306,2917,11444,13.7,19.8,0.1,23.5
6/22/12,308.127,2908,11897,14.7,19,0.1,23.1
6/23/12,584.474,3171,12743,15.7,17.4,1,23.8
6/24/12,546.536,3181,12362,16.7,18.2,0.8,23.3
6/25/12,200.858,2853,11321,17.7,17,0,22.7
6/26/12,205.145,2865,11281,18.7,17.3,0.4,21.7
6/27/12,203.686,2892,11267,19.7,16.6,0.2,21.4
6/28/12,399.886,2729,11403,15.8,71.7,0,22.8
6/29/12,425.874,2919,12029,16,69.7,4.6,23.5
6/30/12,917.262,3130,12777,17,71.4,37.4,23.3
7/1/12,728.329,3094,12321,18,72.3,0.5,23.4
7/2/12,247.542,2676,11132,17.4,65.3,0.1,24
7/3/12,244.268,2690,11160,18.3,63.8,1.1,24.6
7/4/12,248.224,2790,11346,21,64.2,0.3,25.4
7/5/12,426.8,2874,11697,10.6,40.8,25.2,23.9
7/6/12,569.15,3015,12189,11.6,41.2,64,23.2
7/7/12,1114.652,3330,13064,14.1,44.4,2.1,23
7/8/12,975.665,3337,12636,15.1,42.6,0,24
7/9/12,330.034,2938,11567,14.6,52.6,0,24.9
7/10/12,373.362,2925,11454,15.6,52.8,6.4,24
7/11/12,349.022,2987,11604,16.6,50.5,33.2,24.1
7/12/12,336.472,2610,11830,12,45.2,0.8,25
7/13/12,450.377,2709,12145,13.7,44.6,23.6,24.8
7/14/12,1088.065,2994,13277,9.1,44,25.1,23.3
7/15/12,960.599,2963,12826,10.1,42.7,48.2,22.4
7/16/12,264.193,2609,11631,13.1,43.7,0.6,23
7/17/12,272.565,2677,11426,17.7,43.1,8,23.5
7/18/12,247.098,2578,11208,17.2,39.2,14.1,25.4
7/19/12,615.188,3060,11420,9.8,71.5,27.9,25.6
7/20/12,756.782,3053,11811,8.4,66.3,0.2,26.1
7/21/12,1194.258,3187,12295,14,64.8,0.1,26.1
7/22/12,1117.579,3210,11896,15,65.1,3.9,25.6
7/23/12,433.383,2966,11406,10.8,68.3,0.7,27.3
7/24/12,410.396,2951,11267,12.3,65,0,28
7/25/12,739.005,3054,11670,9.3,57.4,0,28
7/26/12,708.478,3127,11806,9.4,56.4,0,27.9
7/27/12,840.64,3190,12321,9.8,57.6,0,28
7/28/12,1376.55,3344,12898,10.7,54.2,0,28.2
7/29/12,1345.697,3335,12597,11.7,54.9,0,28.7
7/30/12,855.647,3200,12076,11,56.1,1.2,28.8
7/31/12,888.313,3284,12202,14.1,55.1,0.1,28.9
8/1/12,906.347,3298,12274,8.8,53.7,0,29.4
8/2/12,959.446,3352,12499,9,51,0.3,28.8
8/3/12,1016.541,3474,12799,10,53.3,0,28.8
8/4/12,1353.59,3672,12968,8.4,55,0,28.8
8/5/12,1200.234,3641,12704,9.2,54.9,0,29.2
8/6/12,644.233,3435,12297,12.3,57.5,1.2,29
8/7/12,567.188,3463,12246,14,54.6,0.2,28.2
8/8/12,641.706,3015,12225,9.6,39.6,0,27
8/9/12,652.069,3192,12627,9.8,37.4,0.2,27.2
8/10/12,707.411,3267,12832,10.8,38.7,8,25.3
8/11/12,1204.927,3390,13191,12,37.2,0.8,26.9
8/12/12,1178.413,3429,12991,12.8,34.8,26.8,26.2
8/13/12,620.998,3159,12457,13.8,38.2,35,25.5
8/14/12,762.814,3342,12561,10,35.8,6.2,25.4
8/15/12,1470.791,3264,13617,10.4,24.5,42.8,26.5
8/16/12,655.263,3186,13136,11.4,29.4,21.1,25.6
8/17/12,705.586,3253,13474,12.4,29.3,2.7,26.9
8/18/12,1265.018,3428,14047,13.4,26.2,2.6,27.6
8/19/12,1118.224,3381,13643,14.4,26,1.5,28.2
8/20/12,415.796,3042,12593,14.4,29.2,17.7,26.8
8/21/12,407.206,3137,12627,16.4,28.5,17.4,26.7
8/22/12,454.705,2911,12408,14.6,30.5,29.4,23.6
8/23/12,455.266,2909,12261,14.1,35.5,38.5,22.4
8/24/12,529.164,2982,12712,15.1,34.6,40.8,22.4
8/25/12,1055.279,3195,13311,16.1,30.2,3.4,25.6
8/26/12,935.755,3078,12507,20,30.2,0,27
8/27/12,306.771,2792,11672,16,36.2,1.9,27.1
8/28/12,267.266,2847,11562,19.1,31.9,38.3,25.9
8/29/12,376.21,2606,11803,15.4,27.6,2.6,26.2
8/30/12,389.646,2796,12462,11.2,28.2,67.5,22.3
8/31/12,474.704,2810,12885,12.2,27.5,1.7,22.6
9/1/12,793.703,2890,12998,16.1,25.6,0.5,22.9
9/2/12,695.467,2872,12518,17.1,26.5,0.3,23.3
9/3/12,228.234,2741,11971,15.2,30.6,0.1,23.7
9/4/12,229.742,2745,11884,16.2,29.5,23.3,23.1
9/5/12,213.265,2756,11848,17.2,30,9.9,22.8
9/6/12,275.889,2767,11575,14.6,33.3,0,20.8
9/7/12,345.788,2837,12080,15.6,31.4,8.7,21.9
9/8/12,719.641,3007,12851,14.4,30.6,33.3,21.9
9/9/12,635.513,2935,12263,19,26.7,7.9,19.9
9/10/12,206.059,2869,11608,16.4,21.9,10.4,21
9/11/12,198.479,2815,11356,18.1,21.1,0,20.9
9/12/12,201.167,2805,11264,17.9,20.2,0,21.1
9/13/12,337.149,2983,11819,10.8,46.9,5.8,21.3
9/14/12,433.39,3043,12262,11.8,52.2,4.3,19.8
9/15/12,797.637,3201,12897,12.8,52.6,2.9,19.8
9/16/12,722.95,3152,12354,13.8,54.5,46.6,18.8
9/17/12,297.12,2933,11489,14.8,60.7,95.5,18.8
9/18/12,294.902,2970,11537,15.8,63.3,0.1,20.7
9/19/12,282.206,2971,11418,16.8,64.1,0.3,19.6
9/20/12,305.295,2901,11267,7.1,58,0,18.9
9/21/12,409.995,2975,11855,8.1,61.2,0,18.7
9/22/12,803.97,3215,12511,16.2,60.2,0.1,19.1
9/23/12,724.171,3269,12235,15.8,60.5,0,19.3
9/24/12,236.665,2778,10853,11.6,63.4,0,19.1
9/25/12,248.371,2805,10847,13.9,61.9,0,19.2
9/26/12,250.043,2832,10877,13.2,61.3,0,18.8
9/27/12,409.214,2802,11974,8.4,44.4,0,18.8
9/28/12,644.423,2960,13038,14.4,44.6,1.6,18.6
9/29/12,975.06,3367,13866,14.9,46.5,0.1,16.6
9/30/12,1217.697,3384,13786,15.7,50.2,0,15.9
10/1/12,1526.013,3481,13920,16.5,47.9,0,16.7
10/2/12,1343.907,3446,13865,17.3,49,0,17.3
10/3/12,1267.563,3231,13518,18.1,44.3,0,17.4
10/4/12,296.009,2754,12091,9.3,49.4,0,17.1
10/5/12,356.208,2814,12369,12.4,50.9,0,17.5
10/6/12,726.097,3128,13385,12,48.2,0.1,17.9
10/7/12,662.596,3083,12863,13,46.3,0,16.7
10/8/12,215.328,2649,11125,12.2,49.3,0,15.6
10/9/12,210.877,2614,10996,12.6,49.5,0,15.2
10/10/12,223.107,2628,11073,14.9,49.7,1.6,15.4
10/11/12,309.659,2833,12139,9.9,34.8,0,13.7
10/12/12,397.136,2939,12715,10.9,35.8,0,13.4
10/13/12,730.312,3221,13764,11.9,36.8,0,14.5
10/14/12,649.044,3138,13147,14.3,37.3,0,15.4
10/15/12,232.591,2857,12116,13.9,39.9,0,13.7
10/16/12,234.347,2793,11846,13.9,39.5,0,15.6
10/17/12,231.649,2829,11895,14.7,36.1,1.6,13.6
10/18/12,267.921,2816,11864,9.2,30.4,0,10.5
10/19/12,357.507,2925,12321,10.2,34.5,0,12.3
10/20/12,645.722,3152,13031,11.2,32.8,0.1,13.6
10/21/12,597.185,3134,12502,12.2,34.1,0,15.7
10/22/12,214.877,2699,11263,10.9,34.1,26.7,14.7
10/23/12,199.135,2839,11323,14.2,32.8,0,11
10/24/12,201.842,2809,11204,14.7,33.2,0,11.6
10/25/12,207.005,2489,11313,10.4,30.6,0.1,13.2
10/26/12,410.906,2763,11558,10.4,48.9,0,14.5
10/27/12,826.618,2982,12358,13.8,45.1,25.4,14.8
10/28/12,663.26,2973,11935,14.1,44.4,0,15.4
10/29/12,217.297,2619,10595,12,44.1,0,12.1
10/30/12,216.245,2714,10676,14.4,44.1,0.3,10.3
10/31/12,329.978,2692,10956,10,37.4,0.4,8.2
11/1/12,299.4,2732,10952,10.8,42.8,0.1,7.2
11/2/12,398.492,2797,11563,13.2,47.3,0,6.2
11/3/12,829.11,3068,12056,13.8,48.5,0,8.1
11/4/12,817.598,3087,11606,14.6,49.5,5.8,10.8
11/5/12,289.232,2683,10608,12.77777778,57.6,3,10.4
11/6/12,285.817,2738,10649,14.8,58.4,4.5,9.3
11/7/12,424.749,2779,10847,16.3,67,0,9.8
11/8/12,574.955,2778,11404,12.7,57.7,0,10
11/9/12,509.286,2863,11867,11.6,49.2,0,9.8
11/10/12,974.252,2961,12382,16.8,53.2,3,12.1
11/11/12,1009.205,2945,11972,17.8,51.4,18.1,10.6
11/12/12,341.052,2639,10936,15.1,44.9,1.2,9.6
11/13/12,323.184,2743,11009,16,43.3,3.1,7.3
11/14/12,350.086,2729,10822,17.7,43,0.7,4.8
11/15/12,476.579,2775,11770,12.6,41.3,0,4.9
11/16/12,561.001,2828,12289,14.1,36.7,5.7,5.9
11/17/12,1053.662,2872,12968,18.8,35.8,4,7.5
11/18/12,914.134,2861,12483,19.8,35.2,0,4.5
11/19/12,325.39,2662,11423,15.7,33,1.1,5.3
11/20/12,318.422,2721,11271,16.3,30.8,0,3.2
11/21/12,334.193,2772,11482,18.1,30.1,0,3.7
11/22/12,382.89,2635,11880,15.4,26.8,0,6.2
11/23/12,489.56,2760,12361,16.2,21.9,0.5,6.1
11/24/12,852.624,2972,12940,16.6,26.2,0,3.3
11/25/12,757.307,2995,12508,15.2,25,1.2,3.5
11/26/12,300.446,2572,11545,17.8,20.6,2.8,3.8
11/27/12,289.626,2659,11705,19.4,21.4,0,1.8
11/28/12,286.369,2491,11451,19,20.4,0.8,6.2
11/29/12,344.207,2772,11319,17.5,31.5,0,2.9
11/30/12,432.584,2985,12258,16.5,32.3,0.1,2.6
12/1/12,803.217,3225,12900,17.5,32.1,0.2,1
12/2/12,727.681,3230,12478,18.5,33.8,0.6,3.1
12/3/12,236.968,2861,11029,19.4,41.1,3.2,3.2
12/4/12,236.127,2875,10955,21.5,40.7,0.1,0.2
12/5/12,225.058,3001,11082,21.5,40.1,6.7,0
12/6/12,265.709,2878,10627,12,33.7,0.6,-3.8
12/7/12,337.384,2840,10819,21.4,33.8,3.3,-2.1
12/8/12,782.214,3083,12036,18.8,30.9,0.9,-3.9
12/9/12,711.581,3054,11561,19.8,30.1,0.4,-6.2
12/10/12,221.534,2704,10144,19.9,30.4,0,-5.4
12/11/12,258.117,2782,10014,22.1,28.8,0,-4.2
12/12/12,289.536,2947,10584,22.8,29.5,0,-3.6
12/13/12,365.992,2934,10246,19.6,45.1,0,-1.3
12/14/12,458.226,2957,10632,20.6,44.2,25.3,3.3
12/15/12,894.949,3173,11405,19,46.4,0.5,5.3
12/16/12,798.699,3163,11023,19.8,44.4,0,3.3
12/17/12,286.988,2722,10034,23.4,39.7,0,2.7
12/18/12,421.979,3326,10317,21,33.7,0,-2.8
12/19/12,1198.363,3445,12527,5.9,24.4,0,-4.2
12/20/12,395.487,3176,11081,5.3,31.9,0,-1.8
12/21/12,505.023,3302,11651,15.6,33.1,6.7,0.9
12/22/12,1020.993,3598,13137,8.9,30.6,0,0.1
12/23/12,1004.485,3551,12907,9.9,29.8,0.4,-4.8
12/24/12,928.301,3654,13011,8.5,31.8,0.1,-6.7
12/25/12,1657.854,3740,13217,4.8,25.2,0.3,-4.3
12/26/12,469.753,3399,11794,7.1,27.8,0,-8
12/27/12,470.469,3406,11870,8.1,27.5,0,-4.1
12/28/12,584.77,3352,12222,9.1,29.8,7.3,-0.7
12/29/12,1067.102,3518,13081,10.1,30.5,2.2,0.7
12/30/12,1084.599,3494,12865,11.1,31.5,1.5,-3.5
12/31/12,981.599,3464,13015,12.1,31.6,0.2,-6.1
1/1/13,1259.619,3344,12703,11.8,31.5,2,-3.2
1/2/13,454.291,3262,12040,12.8,33.5,0.4,-6
1/3/13,391.489,3199,11682,11,31.7,0,-9.9
1/4/13,449.795,3208,12021,12,31.6,0,-9
1/5/13,968.506,3310,12595,13,33,0,-5.9
1/6/13,899.986,3282,12279,14,33.2,0,-4.1
1/7/13,314.237,3115,11394,17.8,33.1,0,-4
1/8/13,329.992,3153,11562,16,31.4,0,-3.2
1/9/13,391.12,2964,11017,11.6,25.7,0,-5.6
1/10/13,389.917,3064,11218,11,28.1,0,-6.9
1/11/13,476.52,3141,11573,12,29.1,0,-4.3
1/12/13,1036.732,3401,12184,13,29.1,0.1,0.3
1/13/13,987.61,3401,11854,14,31.8,0,-0.7
1/14/13,364.062,3168,11249,15,37.8,0.1,-0.7
1/15/13,380.763,3190,11316,16,37.7,0,-1.9
1/16/13,369.343,3204,11263,17,38.7,0.1,-0.7
1/17/13,464.555,3217,11883,12,29.9,1.9,-2.8
1/18/13,529.268,3203,12052,10.5,31.8,0,-3.3
1/19/13,1122.233,3492,12842,14,30.8,0,-0.1
1/20/13,1044.6,3509,12495,15,31.7,0,1.4
1/21/13,369.723,3189,11582,12.9,35,19.3,3.8
1/22/13,394.982,3258,11610,13.7,33.6,2.2,3.6
1/23/13,441.86,3304,11938,11.8,33,1.4,2.5
1/24/13,494.218,3227,11718,12.7,40.5,0.3,0.9
1/25/13,569.797,3312,12072,13.7,45.7,0,-4.6
1/26/13,1256.356,3570,12727,14.7,40.3,0,-5.5
1/27/13,1229.279,3610,12438,15.7,42.6,0,-5
1/28/13,495.282,3298,11770,16.8,60.7,0,-1.8
1/29/13,563.739,3762,11593,17.3,47.1,0,2.2
1/30/13,627.407,2957,11547,14.5,42.8,0,4.1
1/31/13,627.309,2999,11744,15.5,47.3,0.5,6.4
2/1/13,705.032,3104,12127,17.1,47.6,31.3,8.6
2/2/13,1487.991,3352,13071,16.8,42.8,0,3
2/3/13,1330.963,3365,12696,17.8,41.9,3.2,-0.2
2/4/13,460.849,2852,11305,19.4,43.7,4.2,2
2/5/13,451.473,2958,11486,21.2,43.3,3.9,0.6
2/6/13,519.219,2796,12642,18.3,35.7,2.2,1.1
2/7/13,531.652,2965,12748,419.3,36.6,0.1,-6.2
2/8/13,802.403,3001,13442,423.3,36.6,0,-8.2
2/9/13,1220.911,3275,14204,422,37,0,-5.1
2/10/13,1410.617,3281,14076,425.3,37.6,0.1,-1.7
2/11/13,1722.648,3379,14016,422.6,35.4,0,-2.8
2/12/13,977.167,3023,13118,427.3,39.7,0.3,-1.7
2/13/13,501.796,2982,12757,424.8,42.9,0,-0.9
2/14/13,545.177,3040,12983,489.5,36.9,0,2.1
2/15/13,551.352,3027,13299,490.5,40.3,0,1.4
2/16/13,1087.564,3305,13795,10.2,41,0,-1.6
2/17/13,996.291,3308,13161,11.2,41.9,1.9,2
2/18/13,394.087,3030,12735,493.5,42.6,1.8,2.9
2/19/13,397.323,3086,12710,494.5,43,0.5,-0.1
2/20/13,375.226,3062,12646,495.5,41.9,0,-1.9
2/21/13,478.051,3084,12023,8,34.5,0,-0.2
2/22/13,519.327,3146,12549,9,37.1,0.6,1.6
2/23/13,952.488,3391,12938,10,35.3,0,0.1
2/24/13,950.098,3342,12558,11,35.5,0,1.8
2/25/13,422.447,3143,11823,12,36.9,0,3.1
2/26/13,440.93,3149,11831,13,36.4,0.2,4.9
2/27/13,440.392,3114,11439,11.4,34.6,0,6.1
2/28/13,585.88,3080,12393,9.4,28,0,8
3/1/13,1109.872,3382,13063,10.4,27.4,4.9,4.2
3/2/13,973.312,3442,13118,11.4,30,0,0.4
3/3/13,773.348,3397,12562,12.4,31.7,0,1.3
3/4/13,216.295,2805,11049,13.3,39.2,0,3.4
3/5/13,199.819,2614,10593,14.5,39.4,0,4.7
3/6/13,199.172,2622,10754,14.4,40,0,7.9
3/7/13,227.947,2920,11329,12.2,31.2,0.8,9.4
3/8/13,290.12,2940,11856,13,33.2,0,9.8
3/9/13,681.318,3296,12757,14.9,30.6,0,13.5
3/10/13,647.64,3245,12247,15.9,30.1,0,5.8
3/11/13,184.973,2928,10978,16.1,36.6,0,4.5
3/12/13,171.189,2932,10835,16.9,34.7,1.4,9.1
3/13/13,191.218,2962,11025,17,34.6,16.1,6.5
3/14/13,269.726,2833,10961,14.2,27.4,0,4.3
3/15/13,292.192,2865,11354,15.2,26.3,0,5.9
3/16/13,678.987,3175,12283,16.2,25.8,0,7.6
3/17/13,603.207,3178,11823,17.2,25.5,16,8.9
3/18/13,184.406,2692,10456,16.7,24.5,16.3,10.3
3/19/13,180.446,2705,10317,17.5,27.6,0,10.7
3/20/13,184.722,2721,10385,18.3,27.8,2.3,5.5
3/21/13,246.842,2741,10899,10.6,35.6,0,2.5
3/22/13,332.809,2795,11429,11.6,35.1,0,5.3
3/23/13,717.345,3086,12214,12.6,31.1,0,6.7
3/24/13,646.236,3061,11792,13.6,31.2,0,6.5
3/25/13,198.462,2736,10842,14.6,36.5,0.8,3.8
3/26/13,193.271,2571,10428,16,36.3,0,5.1
3/27/13,204.149,2580,10456,17.4,34.9,0,9
3/28/13,264.554,2695,11281,15.5,46.8,0,9.9
3/29/13,342.861,2821,11948,16.5,42,0,7.2
3/30/13,690.784,3048,12695,17.5,43.6,0.3,6.6
3/31/13,639.408,3028,12303,18.5,43.3,0.6,7.3
4/1/13,200.582,2760,11359,19.5,40.9,0,9.2
4/2/13,192.868,2771,11253,20.5,38.6,1.4,7.4
4/3/13,181.546,2757,11116,21.5,36.6,0,10
4/4/13,204.873,2696,11183,16.1,28.5,0,11.9
4/5/13,286.322,2828,11950,18.6,29.1,0.3,13.1
4/6/13,652.217,2918,12680,19.6,32,24.7,8.5
4/7/13,564.153,2893,12113,20.6,33.5,1.6,5.2
4/8/13,158.818,2673,10803,19.3,36.5,0.1,8.6
4/9/13,154.767,2531,10174,21.5,36.4,0.3,8.2
4/10/13,204.728,2696,10556,22.3,41.6,0.1,5.5
4/11/13,252.256,2708,11030,677.5,35.9,0.5,7
4/12/13,332.149,2823,11537,678.5,35.1,0,6.9
4/13/13,611.189,3064,12419,678.8,34.9,0,11.8
4/14/13,596.644,3018,11968,679.8,33.6,1.5,11.4
4/15/13,182.193,2737,10770,688.6,34.5,0,7.9
4/16/13,167.288,2737,10589,682.2,33.8,0.1,15.6
4/17/13,167.429,2727,10626,683.7,32.8,0.3,12.1
4/18/13,183.675,2919,11450,7.8,26.8,0,11.8
4/19/13,247.407,3013,11920,8.8,28.5,0,9.4
4/20/13,538.648,3147,12400,10.5,31.8,9.7,5.8
4/21/13,388.485,3104,11905,11.5,30.5,0,8.8
4/22/13,139.117,2921,11026,11.8,28.5,0,11.3
4/23/13,155.127,2832,10796,13.1,27.7,22.1,10.9
4/24/13,154.559,2862,10761,13.9,24.6,1.5,13.6
4/25/13,502.088,3065,11145,7.1,84.9,2.2,10.8
4/26/13,581.436,3053,11548,8.8,84.2,0.5,11.4
4/27/13,1081.2,3313,12515,9.1,83.5,0.8,11.6
4/28/13,990.291,3286,12083,10.1,83.8,0,15.2
4/29/13,349.28,2890,11015,11.7,81.3,7.5,14.6
4/30/13,405.723,2829,11017,15.2,80.2,0.1,13.2
5/1/13,711.698,3104,11971,371.7,77.7,0.2,11.6
5/2/13,296.065,2594,10935,12.1,75.6,1.1,11.8
5/3/13,487.654,2849,11596,375,78.6,0.9,12.5
5/4/13,999.203,3275,12982,374.7,77.1,0.1,14
5/5/13,978.422,3333,12631,375.7,71.9,0,15.6
5/6/13,240.74,2725,10855,375,70,0,16.8
5/7/13,187.295,2581,10615,16.8,65.6,0,16.1
5/8/13,203.253,2503,10525,17.3,60.1,0,17.5
5/9/13,229.185,2451,11181,9.555555556,50,3.8,18
5/10/13,364.85,2529,11825,9.9,54.1,15.9,15.6
5/11/13,758.309,2936,12662,373.8,60.2,0,18.1
5/12/13,671.497,2902,12284,375,58.2,0.1,20.2
5/13/13,169.004,2392,10914,11.5,47.9,0,20.2
5/14/13,160.32,2434,10793,13.4,44.5,0,18.9
5/15/13,227.145,2429,10926,13.2,44,0,18.9
5/16/13,350.973,2898,12565,7,26.4,0,17.8
5/17/13,956.321,3118,13603,10.2,29.2,0,16.9
5/18/13,844.324,3253,13619,9.8,27.5,4.2,17.7
5/19/13,782.475,3262,13060,10.8,25,24.4,16.5
5/20/13,223.994,2804,11700,8.7,33.2,0,16.9
5/21/13,211.779,2852,11448,8.9,32.7,0,17.9
5/22/13,265.663,3016,11584,9.3,34.1,0,19.9
5/23/13,265.161,3032,11575,10.1,37.2,0,20.7
5/24/13,361.112,3069,12096,10.9,36.3,0,21.7
5/25/13,776.939,3669,13120,11.7,33.5,0,21.5
5/26/13,728.812,3608,12594,12.5,33.8,0,21.8
5/27/13,244.463,2939,11300,11.6,35.6,51.8,19.5
5/28/13,243.271,2941,11327,12.2,35.1,26.1,19.5
5/29/13,242.389,3383,11460,14.9,29.8,0.5,18.5
5/30/13,295.685,2844,11744,9.3,27.7,0,19.8
5/31/13,391.181,2899,12267,12.4,29.7,0,19.6
6/1/13,753.953,3157,13164,12.7,30.1,0,19.6
6/2/13,668.379,3122,12717,13.7,30.2,0,19.9
6/3/13,177.558,2835,11409,15.4,31.2,0,20.1
6/4/13,163.53,2830,11222,16.4,31.2,0,21.8
6/5/13,704.703,3071,12481,10,68.8,0,22.3
6/6/13,1417.22,3476,13203,9.6,62.6,0.6,22.2
6/7/13,739.297,3399,12996,10.6,69.2,0.2,22.2
6/8/13,1147.821,3587,13556,11.6,69,0,22.1
6/9/13,1007.813,3532,13061,12.6,68.5,0,22.5
6/10/13,296.105,3036,11859,15,66.3,0,22.6
6/11/13,263.641,2993,11563,14.3,64.1,4.8,21
6/12/13,290.389,3054,11815,17,61,3.4,20.7
6/13/13,364.891,2762,11504,16.6,51.8,0.1,22.3
6/14/13,495.5,2801,11982,17.6,46.6,1.5,22.2
6/15/13,1001.433,2997,12719,16.6,46,0.1,24
6/16/13,844.288,2958,12271,17.6,46.3,0,24.2
6/17/13,243.039,2615,11065,15.5,43,1,24
6/18/13,236.079,2641,11004,742.8,40.3,46.9,22.6
6/19/13,254.149,2669,11081,20.6,39.9,20.1,23.4
6/20/13,414.086,2844,12061,5,57,0,24.4
6/21/13,499.933,2945,12750,8.2,56,0.4,23.8
6/22/13,957.459,3164,13552,12.7,54.9,1.3,23.2
6/23/13,880.357,3122,13063,13.7,56.1,2.9,21.6
6/24/13,330.722,2745,11912,8.7,58.1,0,22.9
6/25/13,306.07,2726,11753,12.9,56.6,6.5,22.6
6/26/13,318.859,2834,11921,10,56.4,5.8,23.3
6/27/13,364.329,2744,12474,739.2,40.9,3.5,23.3
6/28/13,439.056,2798,12913,737.3,44.3,1.6,23.6
6/29/13,823.347,2995,13623,742.5,46.5,0.1,24.5
6/30/13,756.216,2975,13061,743.5,46,0,25.1
7/1/13,290.346,2717,12307,743.2,45.3,0,25.4
7/2/13,280.363,2749,12350,744.2,43.6,11.5,25.7
7/3/13,421.198,2648,12516,744.6,48.4,18.6,25.7
7/4/13,422.773,2873,12334,9.3,49.4,22.3,25.2
7/5/13,584.616,3027,12826,8.9,50,51.5,23.8
7/6/13,1090.584,3125,13506,744,50.3,0,25
7/7/13,962.394,3068,13058,745,51.4,19.3,24.4
7/8/13,325.994,2782,12061,12.3,54.2,14.6,26.1
7/9/13,365.938,2861,12208,12.9,54.3,1.7,27
7/10/13,370.825,2866,11998,14.2,51.6,2.3,26.9
7/11/13,468.948,2829,12500,9.9,47.8,5,26.8
7/12/13,551.916,2916,12981,10,43.7,6.3,26
7/13/13,1144.599,3103,13653,16.9,44.7,18.4,26.2
7/14/13,1052.895,3086,13210,20,44.2,23.6,25.9
7/15/13,322.763,2842,12531,12.4,40.9,14.2,26
7/16/13,301.001,2884,12435,14,38.5,0.5,27.3
7/17/13,347.271,2788,12481,14.2,30.4,8.5,26.4
7/18/13,409.357,3047,12684,8.6,30.4,4.7,26.4
7/19/13,551.796,3186,13363,13.2,30.9,0.4,26.6
7/20/13,1068.529,3456,14119,14.5,30.2,1.1,27.4
7/21/13,1016.283,3465,13684,15.3,31.7,1.3,27.2
7/22/13,364.256,2910,12866,16.1,41.2,16.6,27.3
7/23/13,353.129,2926,12708,12.6,40.4,17.3,26.3
7/24/13,363.869,3460,12865,14.2,35.1,4.8,26.7
7/25/13,463.966,3347,13177,11.4,29.9,0,26.7
7/26/13,531.549,3413,13603,12.4,27.8,0,27
7/27/13,1021.972,3903,14264,10.8,25.8,0.1,26.5
7/28/13,994.292,3891,13937,11.6,25.3,11.1,26
7/29/13,534.65,3349,13405,12.5,25.8,5.2,27.4
7/30/13,514.7,3435,13539,16.4,25,8.5,26.3
